miR Family	Gene Symbol
miR-410/344de/344b-1-3p	SRCIN1
miR-410/344de/344b-1-3p	SRPR
miR-410/344de/344b-1-3p	SSH1
miR-410/344de/344b-1-3p	ST18
miR-410/344de/344b-1-3p	ST6GAL2
miR-410/344de/344b-1-3p	ST8SIA4
miR-410/344de/344b-1-3p	STAG2
miR-410/344de/344b-1-3p	STARD13
miR-410/344de/344b-1-3p	STARD9
miR-410/344de/344b-1-3p	STAT3
miR-410/344de/344b-1-3p	STRN
miR-410/344de/344b-1-3p	STRN3
miR-410/344de/344b-1-3p	STXBP1
miR-410/344de/344b-1-3p	SVIL
miR-410/344de/344b-1-3p	SYN2
miR-410/344de/344b-1-3p	SYNGAP1
miR-410/344de/344b-1-3p	SYNPR
miR-410/344de/344b-1-3p	SYP
miR-410/344de/344b-1-3p	SYT2
miR-410/344de/344b-1-3p	TAF4
miR-410/344de/344b-1-3p	TBC1D15
miR-410/344de/344b-1-3p	TBX18
miR-410/344de/344b-1-3p	TBX5
miR-410/344de/344b-1-3p	TCEAL1
miR-410/344de/344b-1-3p	TCEB3
miR-410/344de/344b-1-3p	TCF4
miR-410/344de/344b-1-3p	TCF7L2
miR-410/344de/344b-1-3p	TEAD1
miR-410/344de/344b-1-3p	TEAD3
miR-410/344de/344b-1-3p	TEC
miR-410/344de/344b-1-3p	TEX14
miR-410/344de/344b-1-3p	TGFBR2
miR-410/344de/344b-1-3p	THAP6
miR-410/344de/344b-1-3p	TIAM1
miR-410/344de/344b-1-3p	TLL1
miR-410/344de/344b-1-3p	TMED5
miR-410/344de/344b-1-3p	TMEFF2
miR-410/344de/344b-1-3p	TMEM100
miR-410/344de/344b-1-3p	TMEM108
miR-410/344de/344b-1-3p	TMEM110
miR-410/344de/344b-1-3p	TMEM132B
miR-410/344de/344b-1-3p	TMEM133
miR-410/344de/344b-1-3p	TMEM170B
miR-410/344de/344b-1-3p	TMEM184A
miR-410/344de/344b-1-3p	TMEM188
miR-410/344de/344b-1-3p	TMEM64
miR-410/344de/344b-1-3p	TMTC1
miR-410/344de/344b-1-3p	TNFRSF10B
miR-410/344de/344b-1-3p	TNPO1
miR-410/344de/344b-1-3p	TNRC18
miR-410/344de/344b-1-3p	TNRC6B
miR-410/344de/344b-1-3p	TNRC6C
miR-410/344de/344b-1-3p	TNS1
miR-410/344de/344b-1-3p	TPPP
miR-410/344de/344b-1-3p	TRA2B
miR-410/344de/344b-1-3p	TRAK2
miR-410/344de/344b-1-3p	TRAPPC3
miR-410/344de/344b-1-3p	TRDMT1
miR-410/344de/344b-1-3p	TRERF1
miR-410/344de/344b-1-3p	TRIM9
miR-410/344de/344b-1-3p	TRIOBP
miR-410/344de/344b-1-3p	TRPC1
miR-410/344de/344b-1-3p	TSHZ2
miR-410/344de/344b-1-3p	TTC17
miR-410/344de/344b-1-3p	TTYH3
miR-410/344de/344b-1-3p	TUBGCP3
miR-410/344de/344b-1-3p	TXNDC17
miR-410/344de/344b-1-3p	TYMS
miR-410/344de/344b-1-3p	UBE2B
miR-410/344de/344b-1-3p	UBE2H
miR-410/344de/344b-1-3p	UBE2I
miR-410/344de/344b-1-3p	UBR2
miR-410/344de/344b-1-3p	UBTF
miR-410/344de/344b-1-3p	UBXN7
miR-410/344de/344b-1-3p	ULK2
miR-410/344de/344b-1-3p	UNC5A
miR-410/344de/344b-1-3p	UPK1B
miR-410/344de/344b-1-3p	USO1
miR-410/344de/344b-1-3p	USP32
miR-410/344de/344b-1-3p	USP6
miR-410/344de/344b-1-3p	USP6NL
miR-410/344de/344b-1-3p	USP9X
miR-410/344de/344b-1-3p	UTY
miR-410/344de/344b-1-3p	VAMP2
miR-410/344de/344b-1-3p	VANGL2
miR-410/344de/344b-1-3p	VAT1L
miR-410/344de/344b-1-3p	VCL
miR-410/344de/344b-1-3p	VCP
miR-410/344de/344b-1-3p	VEGFA
miR-410/344de/344b-1-3p	VGLL4
miR-410/344de/344b-1-3p	WDR31
miR-410/344de/344b-1-3p	WDR44
miR-410/344de/344b-1-3p	WDR82
miR-410/344de/344b-1-3p	WNT11
miR-410/344de/344b-1-3p	WNT5A
miR-410/344de/344b-1-3p	WNT5B
miR-410/344de/344b-1-3p	WNT7B
miR-410/344de/344b-1-3p	WSB1
miR-410/344de/344b-1-3p	WWC1
miR-410/344de/344b-1-3p	XDH
miR-410/344de/344b-1-3p	XIAP
miR-410/344de/344b-1-3p	YAF2
miR-410/344de/344b-1-3p	YIPF2
miR-410/344de/344b-1-3p	YPEL1
miR-410/344de/344b-1-3p	YY1
miR-410/344de/344b-1-3p	ZBTB34
miR-410/344de/344b-1-3p	ZBTB43
miR-410/344de/344b-1-3p	ZBTB44
miR-410/344de/344b-1-3p	ZBTB7A
miR-410/344de/344b-1-3p	ZC3H12C
miR-410/344de/344b-1-3p	ZC3H6
miR-410/344de/344b-1-3p	ZC3H7B
miR-410/344de/344b-1-3p	ZDBF2
miR-410/344de/344b-1-3p	ZDHHC20
miR-410/344de/344b-1-3p	ZDHHC21
miR-410/344de/344b-1-3p	ZDHHC5
miR-410/344de/344b-1-3p	ZER1
miR-410/344de/344b-1-3p	ZFAND5
miR-410/344de/344b-1-3p	ZFHX3
miR-410/344de/344b-1-3p	ZFHX4
miR-410/344de/344b-1-3p	ZFP36
miR-410/344de/344b-1-3p	ZFX
miR-410/344de/344b-1-3p	ZFYVE16
miR-410/344de/344b-1-3p	ZHX3
miR-410/344de/344b-1-3p	ZIC1
miR-410/344de/344b-1-3p	ZKSCAN1
miR-410/344de/344b-1-3p	ZMYM3
miR-410/344de/344b-1-3p	ZNF148
miR-410/344de/344b-1-3p	ZNF384
miR-410/344de/344b-1-3p	ZNF449
miR-410/344de/344b-1-3p	ZNF516
miR-410/344de/344b-1-3p	ZNF592
miR-410/344de/344b-1-3p	ZNF609
miR-410/344de/344b-1-3p	ZNRF1
miR-410/344de/344b-1-3p	ZZZ3
miR-411	ACADSB
miR-411	AKAP5
miR-411	ANTXR2
miR-411	APOLD1
miR-411	ARHGAP5
miR-411	ATAD2B
miR-411	BTRC
miR-411	C11orf41
miR-411	C16orf52
miR-411	C1orf144
miR-411	C21orf91
miR-411	C6orf145
miR-411	CACHD1
miR-411	CALML4
miR-411	CAMKK2
miR-411	CAMSAP1
miR-411	CCDC85C
miR-411	CD200
miR-411	CDH2
miR-411	CELF1
miR-411	CLCN5
miR-411	CLIP2
miR-411	COG2
miR-411	CPEB4
miR-411	CREBL2
miR-411	CREBZF
miR-411	CSNK1G1
miR-411	CTDP1
miR-411	EIF2C1
miR-411	EIF4B
miR-411	EIF4G2
miR-411	ELFN1
miR-411	EML4
miR-411	ERBB4
miR-411	FAM110B
miR-411	FAM120C
miR-411	FAM129B
miR-411	FAM175B
miR-411	FAM82A1
miR-411	FBXL5
miR-411	FBXO34
miR-411	FNIP1
miR-411	FOXO1
miR-411	FRMD4A
miR-411	FUNDC2
miR-411	FZD4
miR-411	GNAZ
miR-411	GTF2I
miR-411	HDLBP
miR-411	HIPK2
miR-411	HNRNPA1
miR-411	HNRNPH3
miR-411	HNRNPUL1
miR-411	KDM6A
miR-411	KLC1
miR-411	KLHL3
miR-411	KPNB1
miR-411	LRRC59
miR-411	MAML3
miR-411	MAP2K1
miR-411	MAP3K1
miR-411	MFAP3L
miR-411	MIB1
miR-411	MNX1
miR-411	MORF4L2
miR-411	NAB1
miR-411	NAV3
miR-411	NLN
miR-411	NOS1
miR-411	NRF1
miR-411	NUDT4
miR-411	PACSIN2
miR-411	PDS5A
miR-411	PFN1
miR-411	POU4F1
miR-411	PPFIA1
miR-411	PPP1R9A
miR-411	PREX1
miR-411	PUM1
miR-411	RAB10
miR-411	RAB21
miR-411	RANBP2
miR-411	RAPGEF2
miR-411	RECQL
miR-411	RPS6KA3
miR-411	RUNX1T1
miR-411	RYBP
miR-411	SCAF11
miR-411	SCARA5
miR-411	SCD5
miR-411	SEMA3A
miR-411	SET
miR-411	SF3B3
miR-411	SHANK2
miR-411	SIRT7
miR-411	SLC12A2
miR-411	SLC16A9
miR-411	SLC4A7
miR-411	SLCO3A1
miR-411	SMAD4
miR-411	SMARCA2
miR-411	SMCR8
miR-411	SP1
miR-411	SP2
miR-411	SPRY4
miR-411	SRD5A3
miR-411	STAG1
miR-411	STIM2
miR-411	SYT4
miR-411	TEX15
miR-411	TMEM189
miR-411	TNRC6B
miR-411	TRIL
miR-411	TRPC1
miR-411	UBE2R2
miR-411	UBE2W
miR-411	USP32
miR-411	USP6
miR-411	UTY
miR-411	VPS53
miR-411	YAF2
miR-411	YOD1
miR-411	YTHDC1
miR-411	ZC3H12B
miR-411	ZDHHC3
miR-411	ZFAND5
miR-411	ZNF516
miR-411	ZNF518A
miR-411	ZNRF3
miR-421	ABAT
miR-421	ABCA13
miR-421	ACACA
miR-421	ACSBG2
miR-421	ACSL3
miR-421	ACTR8
miR-421	ADAM12
miR-421	ADAMTS18
miR-421	ADO
miR-421	AFF3
miR-421	AFF4
miR-421	AGFG1
miR-421	AGPAT4
miR-421	AGPS
miR-421	AK4
miR-421	AKAP7
miR-421	AKR1D1
miR-421	ANKRD12
miR-421	ANKRD13C
miR-421	ANKRD17
miR-421	ANKRD33B
miR-421	ANKRD40
miR-421	ANKRD44
miR-421	ANKRD50
miR-421	ANKS1B
miR-421	APBB2
miR-421	APC2
miR-421	APPBP2
miR-421	ARGLU1
miR-421	ARHGAP26
miR-421	ARHGAP35
miR-421	ARHGAP5
miR-421	ARHGEF9
miR-421	ARL4A
miR-421	ARL4C
miR-421	ARMC8
miR-421	ARPP19
miR-421	ARX
miR-421	ASAP1
miR-421	ASH1L
miR-421	ATAD2B
miR-421	ATP1A4
miR-421	ATP6V0A2
miR-421	ATP6V1C1
miR-421	ATXN1
miR-421	ATXN3
miR-421	BACH2
miR-421	BCL11B
miR-421	BCLAF1
miR-421	BCOR
miR-421	BEND3
miR-421	BMF
miR-421	BMPR2
miR-421	BRD2
miR-421	BRWD1
miR-421	BTBD3
miR-421	BTG1
miR-421	BTG2
miR-421	C10orf140
miR-421	C10orf47
miR-421	C11orf41
miR-421	C11orf95
miR-421	C13orf38-SOHLH2
miR-421	C14orf142
miR-421	C14orf28
miR-421	C16orf53
miR-421	C17orf85
miR-421	C18orf1
miR-421	C1orf151
miR-421	C20orf11
miR-421	C20orf118
miR-421	C20orf72
miR-421	C3orf38
miR-421	C5orf41
miR-421	C5orf51
miR-421	C6orf106
miR-421	C8orf85
miR-421	C9orf102
miR-421	C9orf47
miR-421	C9orf5
miR-421	CACNA1C
miR-421	CALM2
miR-421	CALN1
miR-421	CALU
miR-421	CAMK2A
miR-421	CAMK2D
miR-421	CAMTA1
miR-421	CAPN5
miR-421	CAPRIN1
miR-421	CAPZA1
miR-421	CASD1
miR-421	CASP3
miR-421	CBL
miR-421	CBX4
miR-421	CCDC117
miR-421	CCDC90B
miR-421	CCNT2
miR-421	CD109
miR-421	CD40LG
miR-421	CDK6
miR-421	CDKN2B
miR-421	CENPBD1
miR-421	CEP55
miR-421	CHD2
miR-421	CHD7
miR-421	CHFR
miR-421	CHMP4B
miR-421	CISD1
miR-421	CIT
miR-421	CITED2
miR-421	CLASP1
miR-421	CLCC1
miR-421	CLDN11
miR-421	CLIP2
miR-421	CMTM4
miR-421	CNOT6L
miR-421	CNTLN
miR-421	CORO1C
miR-421	CPEB2
miR-421	CPEB4
miR-421	CPLX1
miR-421	CPNE4
miR-421	CREBZF
miR-421	CRIM1
miR-421	CS
miR-421	CSNK2A2
miR-421	CTDSPL2
miR-421	CTSC
miR-421	CUL3
miR-421	CUL4B
miR-421	CXCL2
miR-421	CXCL3
miR-421	CXorf23
miR-421	CYBB
miR-421	DDA1
miR-421	DDX17
miR-421	DDX3X
miR-421	DGKB
miR-421	DHDDS
miR-421	DKK2
miR-421	DLX3
miR-421	DLX6
miR-421	DMBT1
miR-421	DMRTB1
miR-421	DNAJA4
miR-421	DNAJB14
miR-421	DNAJC27
miR-421	DNM3
miR-421	DTX1
miR-421	DUSP16
miR-421	DUSP3
miR-421	EDEM3
miR-421	EIF1AX
miR-421	EIF2S2
miR-421	ELAVL1
miR-421	ELAVL2
miR-421	ELAVL4
miR-421	ELK4
miR-421	ELMOD1
miR-421	EMCN
miR-421	ENAH
miR-421	ENDOD1
miR-421	ENOX2
miR-421	ENPP6
miR-421	ENTPD1
miR-421	ERO1LB
miR-421	FAM117B
miR-421	FAM120A
miR-421	FAM122A
miR-421	FAM126B
miR-421	FAM172A
miR-421	FAM49B
miR-421	FAM84B
miR-421	FAR1
miR-421	FBXL16
miR-421	FBXL17
miR-421	FCHSD2
miR-421	FGD4
miR-421	FGF13
miR-421	FKBP5
miR-421	FLRT2
miR-421	FLRT3
miR-421	FOXN3
miR-421	FOXP1
miR-421	FRK
miR-421	FRS3
miR-421	GALNT4
miR-421	GALNT6
miR-421	GAS7
miR-421	GCNT2
miR-421	GEMC1
miR-421	GJC1
miR-421	GNG4
miR-421	GOSR1
miR-421	GPBP1
miR-421	GRB10
miR-421	GRM8
miR-421	GSPT1
miR-421	GSPT2
miR-421	HDAC4
miR-421	HDDC2
miR-421	HK1
miR-421	HLCS
miR-421	HMG20A
miR-421	HMGA2
miR-421	HMGB2
miR-421	HMMR
miR-421	HNF1B
miR-421	HNRNPA1
miR-421	HNRNPUL2
miR-421	HNRPDL
miR-421	HOOK1
miR-421	HOXB3
miR-421	HS2ST1
miR-421	HSBP1
miR-421	HTR7
miR-421	IGF2BP1
miR-421	IGSF3
miR-421	IL2RG
miR-421	ILF2
miR-421	INO80C
miR-421	INPP5A
miR-421	INPP5F
miR-421	INSC
miR-421	IPO5
miR-421	IQSEC1
miR-421	IREB2
miR-421	ITGB5
miR-421	IVNS1ABP
miR-421	JAKMIP3
miR-421	JARID2
miR-421	JHDM1D
miR-421	KAT6A
miR-421	KCMF1
miR-421	KCNA5
miR-421	KCNIP4
miR-421	KCNJ10
miR-421	KDM2A
miR-421	KIAA0101
miR-421	KIAA0182
miR-421	KIAA0232
miR-421	KIAA0408
miR-421	KIAA0528
miR-421	KIAA0895L
miR-421	KIAA1267
miR-421	KIAA1370
miR-421	KIF1C
miR-421	KIF3C
miR-421	KLF6
miR-421	KLF8
miR-421	KLHL13
miR-421	KLHL15
miR-421	KLHL28
miR-421	KPNA4
miR-421	KRAS
miR-421	L2HGDH
miR-421	LARP4B
miR-421	LDB2
miR-421	LEPREL4
miR-421	LHX1
miR-421	LOC100288797
miR-421	LPCAT2
miR-421	LPGAT1
miR-421	LRRC4
miR-421	LRRFIP1
miR-421	LSM14B
miR-421	MAFB
miR-421	MAFK
miR-421	MAGED1
miR-421	MAGOHB
miR-421	MAK
miR-421	MAP3K2
miR-421	MAP3K9
miR-421	MAPK1
miR-421	MARCH5
miR-421	MAZ
miR-421	MBD2
miR-421	MBNL3
miR-421	MCMBP
miR-421	MED22
miR-421	MED4
miR-421	MEF2C
miR-421	MEF2D
miR-421	MEGF9
miR-421	MEIS2
miR-421	METTL21B
miR-421	METTL8
miR-421	MFSD6
miR-421	MGAT4A
miR-421	MIER1
miR-421	MLLT6
miR-421	MMP16
miR-421	MORF4L2
miR-421	MPRIP
miR-421	MRPS23
miR-421	MRPS24
miR-421	MSL2
miR-421	MTA1
miR-421	MTOR
miR-421	MUC20
miR-421	MUTED
miR-421	MYH10
miR-421	NAA50
miR-421	NADK
miR-421	NAT15
miR-421	NCOA7
miR-421	NCS1
miR-421	NDFIP1
miR-421	NETO1
miR-421	NFIA
miR-421	NFIB
miR-421	NFYA
miR-421	NIPBL
miR-421	NMB
miR-421	NOLC1
miR-421	NOX4
miR-421	NR2C2
miR-421	NR3C2
miR-421	NRAS
miR-421	NRCAM
miR-421	NRG2
miR-421	NSUN4
miR-421	NT5C1B
miR-421	NUFIP2
miR-421	NUP62
miR-421	NXN
miR-421	OBFC2A
miR-421	OCIAD1
miR-421	ODZ1
miR-421	ONECUT2
miR-421	OVGP1
miR-421	PAIP1
miR-421	PAIP2B
miR-421	PAK2
miR-421	PAPD5
miR-421	PAPOLG
miR-421	PAPPA
miR-421	PCDHA1
miR-421	PCDHA10
miR-421	PCDHA11
miR-421	PCDHA12
miR-421	PCDHA13
miR-421	PCDHA2
miR-421	PCDHA3
miR-421	PCDHA4
miR-421	PCDHA5
miR-421	PCDHA6
miR-421	PCDHA7
miR-421	PCDHA8
miR-421	PCDHA9
miR-421	PCDHAC1
miR-421	PCDHAC2
miR-421	PCGF2
miR-421	PCGF5
miR-421	PCM1
miR-421	PCSK7
miR-421	PCYT1A
miR-421	PDCD4
miR-421	PDE4B
miR-421	PDE4D
miR-421	PDGFRA
miR-421	PDK3
miR-421	PDPK1
miR-421	PFKFB2
miR-421	PGR
miR-421	PGRMC2
miR-421	PICALM
miR-421	PIGA
miR-421	PIP4K2C
miR-421	PIPOX
miR-421	PJA2
miR-421	PLCB1
miR-421	PLCL1
miR-421	PLCXD3
miR-421	PLEKHA5
miR-421	PLS3
miR-421	PLXDC1
miR-421	PLXNA1
miR-421	PNPLA3
miR-421	POC1B-GALNT4
miR-421	POLQ
miR-421	PPA2
miR-421	PPM1E
miR-421	PPP1CC
miR-421	PPP2R2C
miR-421	PPP3R1
miR-421	PPT1
miR-421	PRCC
miR-421	PRKAA2
miR-421	PRKD1
miR-421	PRPSAP1
miR-421	PRTG
miR-421	PRUNE2
miR-421	PSMA5
miR-421	PTGER2
miR-421	PTGS1
miR-421	PTPRB
miR-421	QKI
miR-421	QTRTD1
miR-421	RAB15
miR-421	RAD54B
miR-421	RAPGEF2
miR-421	RBM14
miR-421	RBM20
miR-421	RFFL
miR-421	RIC3
miR-421	RIMS2
miR-421	RNF139
miR-421	RNF44
miR-421	RNF8
miR-421	RORA
miR-421	RPA4
miR-421	RPRD1B
miR-421	RPS6KA3
miR-421	RRM2B
miR-421	RRP15
miR-421	RTCD1
miR-421	RUNX1T1
miR-421	RUNX3
miR-421	S100PBP
miR-421	SAP30L
miR-421	SBK1
miR-421	SBNO1
miR-421	SCAI
miR-421	SCD5
miR-421	SCGB2A2
miR-421	SCN2A
miR-421	SDHAF1
miR-421	SEPHS1
miR-421	SEPT9
miR-421	SETDB1
miR-421	SF3A1
miR-421	SFMBT1
miR-421	SGIP1
miR-421	SH2B3
miR-421	SH2D4B
miR-421	SH3GLB1
miR-421	SHANK2
miR-421	SIAH1
miR-421	SIK3
miR-421	SIRPA
miR-421	SKI
miR-421	SLC12A5
miR-421	SLC18A2
miR-421	SLC25A12
miR-421	SLC25A3
miR-421	SLC2A4RG
miR-421	SLC4A4
miR-421	SLC8A1
miR-421	SLC8A2
miR-421	SLIT1
miR-421	SMAD4
miR-421	SMARCAD1
miR-421	SMARCD1
miR-421	SMEK1
miR-421	SMURF1
miR-421	SNAP25
miR-421	SNAP91
miR-421	SNRNP70
miR-421	SNX1
miR-421	SOHLH2
miR-421	SORBS1
miR-421	SORCS3
miR-421	SOX3
miR-421	SOX4
miR-421	SOX6
miR-421	SP3
miR-421	SP8
miR-421	SPATA13
miR-421	SPATS2L
miR-421	SPCS2
miR-421	SPRY1
miR-421	SPTY2D1
miR-421	SRI
miR-421	SRL
miR-421	SRPRB
miR-421	SRSF1
miR-421	SRSF10
miR-421	SRSF7
miR-421	SSR1
miR-421	SSR3
miR-421	ST8SIA1
miR-421	STAM2
miR-421	STON1
miR-421	STRN
miR-421	STRN3
miR-421	STX3
miR-421	STXBP4
miR-421	SUB1
miR-421	SUPT16H
miR-421	SYT1
miR-421	SYT14
miR-421	TBC1D1
miR-421	TBC1D13
miR-421	TBC1D22A
miR-421	TBC1D30
miR-421	TBX18
miR-421	TCEB3
miR-421	TCF24
miR-421	TCP11L1
miR-421	TEX261
miR-421	TFAP2C
miR-421	TFRC
miR-421	THAP2
miR-421	THRA
miR-421	THRB
miR-421	TIMP2
miR-421	TLL2
miR-421	TMEM159
miR-421	TMEM164
miR-421	TMEM169
miR-421	TMEM185B
miR-421	TMEM65
miR-421	TOMM20
miR-421	TOMM34
miR-421	TOMM70A
miR-421	TOR1AIP1
miR-421	TOR1AIP2
miR-421	TPRG1
miR-421	TRAF3
miR-421	TRAF6
miR-421	TRAFD1
miR-421	TRAM2
miR-421	TRPM7
miR-421	TSEN34
miR-421	TSN
miR-421	TTBK2
miR-421	TTC9
miR-421	TUBB
miR-421	TULP4
miR-421	TXNDC15
miR-421	TXNRD1
miR-421	UBE2B
miR-421	UBE2D3
miR-421	UBE2O
miR-421	UBE2QL1
miR-421	UBE3C
miR-421	UBN2
miR-421	UHMK1
miR-421	UNC80
miR-421	USP47
miR-421	USP7
miR-421	VAMP7
miR-421	VAT1L
miR-421	VSTM2B
miR-421	WAC
miR-421	WDFY1
miR-421	WDR89
miR-421	WHSC1
miR-421	WIPI2
miR-421	WNK1
miR-421	WWC2
miR-421	XIAP
miR-421	XRN1
miR-421	YTHDF1
miR-421	YTHDF2
miR-421	ZC3H12A
miR-421	ZC3H12C
miR-421	ZC3H7A
miR-421	ZCCHC14
miR-421	ZCCHC3
miR-421	ZCCHC5
miR-421	ZFAND5
miR-421	ZFP106
miR-421	ZIC2
miR-421	ZMAT3
miR-421	ZNF148
miR-421	ZNF398
miR-421	ZNF516
miR-421	ZNF606
miR-421	ZNF609
miR-421	ZNF652
miR-421	ZNF654
miR-421	ZNF655
miR-421	ZNF706
miR-421	ZNF831
miR-421	ZNRF3
miR-425/425-5p/489	ABCA1
miR-425/425-5p/489	ACADSB
miR-425/425-5p/489	ACAN
miR-425/425-5p/489	ACVR1C
miR-425/425-5p/489	ADK
miR-425/425-5p/489	AFF4
miR-425/425-5p/489	AGAP1
miR-425/425-5p/489	AGFG1
miR-425/425-5p/489	AGFG2
miR-425/425-5p/489	AGK
miR-425/425-5p/489	ALG9
miR-425/425-5p/489	AMPH
miR-425/425-5p/489	ANK3
miR-425/425-5p/489	ANKRD26
miR-425/425-5p/489	ANO8
miR-425/425-5p/489	ANTXR1
miR-425/425-5p/489	ANXA11
miR-425/425-5p/489	AP3M1
miR-425/425-5p/489	AQP11
miR-425/425-5p/489	ARFGAP2
miR-425/425-5p/489	ARHGAP36
miR-425/425-5p/489	ARL1
miR-425/425-5p/489	ARL3
miR-425/425-5p/489	ARMC8
miR-425/425-5p/489	ARMCX3
miR-425/425-5p/489	ATP5F1
miR-425/425-5p/489	ATP5G3
miR-425/425-5p/489	BCLAF1
miR-425/425-5p/489	BNC2
miR-425/425-5p/489	BVES
miR-425/425-5p/489	C11orf41
miR-425/425-5p/489	C14orf101
miR-425/425-5p/489	C14orf43
miR-425/425-5p/489	C1orf55
miR-425/425-5p/489	C3orf70
miR-425/425-5p/489	C7orf60
miR-425/425-5p/489	CAB39
miR-425/425-5p/489	CAB39L
miR-425/425-5p/489	CACNA1D
miR-425/425-5p/489	CADM4
miR-425/425-5p/489	CALM1
miR-425/425-5p/489	CASKIN2
miR-425/425-5p/489	CBL
miR-425/425-5p/489	CBX6
miR-425/425-5p/489	CCDC76
miR-425/425-5p/489	CCND1
miR-425/425-5p/489	CD274
miR-425/425-5p/489	CDON
miR-425/425-5p/489	CFL2
miR-425/425-5p/489	CHP2
miR-425/425-5p/489	CLCN4
miR-425/425-5p/489	CPEB1
miR-425/425-5p/489	CPEB2
miR-425/425-5p/489	CPLX2
miR-425/425-5p/489	CREB1
miR-425/425-5p/489	CREBZF
miR-425/425-5p/489	CSNK1G1
miR-425/425-5p/489	CTNND1
miR-425/425-5p/489	CUX1
miR-425/425-5p/489	CXorf56
miR-425/425-5p/489	CYGB
miR-425/425-5p/489	DDX18
miR-425/425-5p/489	DGKG
miR-425/425-5p/489	DICER1
miR-425/425-5p/489	DIP2C
miR-425/425-5p/489	DNAJB6
miR-425/425-5p/489	DNAJC27
miR-425/425-5p/489	DUSP16
miR-425/425-5p/489	DUSP19
miR-425/425-5p/489	DYRK1A
miR-425/425-5p/489	EFHD2
miR-425/425-5p/489	EFNB2
miR-425/425-5p/489	ENAH
miR-425/425-5p/489	ENTPD7
miR-425/425-5p/489	EPN2
miR-425/425-5p/489	ERLEC1
miR-425/425-5p/489	ERP44
miR-425/425-5p/489	FAM133B
miR-425/425-5p/489	FAM135B
miR-425/425-5p/489	FAM151B
miR-425/425-5p/489	FAM40B
miR-425/425-5p/489	FAM63B
miR-425/425-5p/489	FBN1
miR-425/425-5p/489	FBXO41
miR-425/425-5p/489	FGF9
miR-425/425-5p/489	FKBP9
miR-425/425-5p/489	FOXI1
miR-425/425-5p/489	FOXJ3
miR-425/425-5p/489	FRK
miR-425/425-5p/489	FRS2
miR-425/425-5p/489	FSCN1
miR-425/425-5p/489	FST
miR-425/425-5p/489	FUT9
miR-425/425-5p/489	FZD1
miR-425/425-5p/489	FZD4
miR-425/425-5p/489	GABRB3
miR-425/425-5p/489	GIT1
miR-425/425-5p/489	GJA3
miR-425/425-5p/489	GLDN
miR-425/425-5p/489	GLIS3
miR-425/425-5p/489	GNS
miR-425/425-5p/489	GPLD1
miR-425/425-5p/489	GTDC1
miR-425/425-5p/489	GULP1
miR-425/425-5p/489	HABP2
miR-425/425-5p/489	HDGF
miR-425/425-5p/489	HDLBP
miR-425/425-5p/489	HIC2
miR-425/425-5p/489	HLF
miR-425/425-5p/489	HNRNPA3
miR-425/425-5p/489	HNRNPAB
miR-425/425-5p/489	HNRNPD
miR-425/425-5p/489	HNRNPUL2
miR-425/425-5p/489	HOXC5
miR-425/425-5p/489	IFFO2
miR-425/425-5p/489	IGF1
miR-425/425-5p/489	IL2RA
miR-425/425-5p/489	IMPAD1
miR-425/425-5p/489	INPP5A
miR-425/425-5p/489	ITGB8
miR-425/425-5p/489	ITPKB
miR-425/425-5p/489	KALRN
miR-425/425-5p/489	KIAA0889
miR-425/425-5p/489	KIAA2022
miR-425/425-5p/489	KIF21B
miR-425/425-5p/489	KLF3
miR-425/425-5p/489	KPNA6
miR-425/425-5p/489	LARP4B
miR-425/425-5p/489	LCOR
miR-425/425-5p/489	LDHA
miR-425/425-5p/489	LDOC1L
miR-425/425-5p/489	LIF
miR-425/425-5p/489	LIN7C
miR-425/425-5p/489	LOC147670
miR-425/425-5p/489	LOXL2
miR-425/425-5p/489	LPP
miR-425/425-5p/489	MAML1
miR-425/425-5p/489	MAP3K12
miR-425/425-5p/489	MAP3K5
miR-425/425-5p/489	MAP4K4
miR-425/425-5p/489	MATR3
miR-425/425-5p/489	MBNL1
miR-425/425-5p/489	MEAF6
miR-425/425-5p/489	MEF2C
miR-425/425-5p/489	MEGF9
miR-425/425-5p/489	MIB1
miR-425/425-5p/489	MID1
miR-425/425-5p/489	MINA
miR-425/425-5p/489	MPP5
miR-425/425-5p/489	MR1
miR-425/425-5p/489	MSL2
miR-425/425-5p/489	MXD4
miR-425/425-5p/489	MYO5A
miR-425/425-5p/489	N4BP2
miR-425/425-5p/489	N4BP2L1
miR-425/425-5p/489	NCAM1
miR-425/425-5p/489	NDST1
miR-425/425-5p/489	NETO1
miR-425/425-5p/489	NLRC5
miR-425/425-5p/489	NRARP
miR-425/425-5p/489	NUFIP2
miR-425/425-5p/489	OLFM3
miR-425/425-5p/489	PAK2
miR-425/425-5p/489	PAPD5
miR-425/425-5p/489	PAQR8
miR-425/425-5p/489	PCMT1
miR-425/425-5p/489	PDCD10
miR-425/425-5p/489	PEG10
miR-425/425-5p/489	PEX13
miR-425/425-5p/489	PGK1
miR-425/425-5p/489	PGR
miR-425/425-5p/489	PHF21A
miR-425/425-5p/489	PHIP
miR-425/425-5p/489	PKP4
miR-425/425-5p/489	PLCD3
miR-425/425-5p/489	POMT2
miR-425/425-5p/489	POU4F1
miR-425/425-5p/489	PPM1F
miR-425/425-5p/489	PPP2R2A
miR-425/425-5p/489	PRDM8
miR-425/425-5p/489	PSMD12
miR-425/425-5p/489	PTCH1
