miR Family	Gene Symbol
miR-136	ZC3HAV1
miR-136	ZCCHC14
miR-136	ZCCHC8
miR-136	ZDHHC15
miR-136	ZDHHC23
miR-136	ZFAND1
miR-136	ZFHX2
miR-136	ZFYVE28
miR-136	ZIC3
miR-136	ZNF436
miR-136	ZNF449
miR-136	ZNF469
miR-136	ZNF518A
miR-136	ZNF618
miR-136	ZNF710
miR-137/137ab	ABCC9
miR-137/137ab	ABCE1
miR-137/137ab	ABCG4
miR-137/137ab	ABHD13
miR-137/137ab	ABHD2
miR-137/137ab	ABHD5
miR-137/137ab	ABHD6
miR-137/137ab	ABI3BP
miR-137/137ab	ABTB1
miR-137/137ab	ACSL6
miR-137/137ab	ACSS1
miR-137/137ab	ACTN2
miR-137/137ab	ACVR1
miR-137/137ab	ACVR1C
miR-137/137ab	ADAM12
miR-137/137ab	ADAM15
miR-137/137ab	ADAM23
miR-137/137ab	ADAMTS17
miR-137/137ab	ADAMTS3
miR-137/137ab	ADCY1
miR-137/137ab	ADCY2
miR-137/137ab	ADCY9
miR-137/137ab	ADO
miR-137/137ab	ADRB1
miR-137/137ab	AFM
miR-137/137ab	AGGF1
miR-137/137ab	AGPAT3
miR-137/137ab	AGPAT9
miR-137/137ab	AHCYL1
miR-137/137ab	AHCYL2
miR-137/137ab	AHNAK
miR-137/137ab	AHNAK2
miR-137/137ab	AHR
miR-137/137ab	AIDA
miR-137/137ab	AIFM2
miR-137/137ab	AKAP2
miR-137/137ab	AKT2
miR-137/137ab	ALDH1A2
miR-137/137ab	ALPK3
miR-137/137ab	AMMECR1
miR-137/137ab	ANGPTL2
miR-137/137ab	ANKRD12
miR-137/137ab	ANKRD13A
miR-137/137ab	ANKRD28
miR-137/137ab	ANKRD33B
miR-137/137ab	ANKRD44
miR-137/137ab	ANKRD52
miR-137/137ab	ANO4
miR-137/137ab	ANO8
miR-137/137ab	ANXA7
miR-137/137ab	AP1G1
miR-137/137ab	AP1S3
miR-137/137ab	AP3S1
miR-137/137ab	APLN
miR-137/137ab	APPL2
miR-137/137ab	AQP2
miR-137/137ab	AQPEP
miR-137/137ab	ARF6
miR-137/137ab	ARHGAP25
miR-137/137ab	ARHGAP31
miR-137/137ab	ARHGAP42
miR-137/137ab	ARHGAP44
miR-137/137ab	ARHGAP5
miR-137/137ab	ARHGEF18
miR-137/137ab	ARHGEF7
miR-137/137ab	ARID4B
miR-137/137ab	ARL15
miR-137/137ab	ARMC1
miR-137/137ab	ASH1L
miR-137/137ab	ASPH
miR-137/137ab	ASXL2
miR-137/137ab	ATAT1
miR-137/137ab	ATG14
miR-137/137ab	ATG7
miR-137/137ab	ATOH8
miR-137/137ab	ATOX1
miR-137/137ab	ATP10A
miR-137/137ab	ATP11A
miR-137/137ab	ATP11B
miR-137/137ab	ATP1B1
miR-137/137ab	ATP2B2
miR-137/137ab	ATPAF1
miR-137/137ab	ATRN
miR-137/137ab	ATXN1
miR-137/137ab	ATXN1L
miR-137/137ab	AURKA
miR-137/137ab	AXIN1
miR-137/137ab	AZIN1
miR-137/137ab	B3GALNT2
miR-137/137ab	B3GALT2
miR-137/137ab	B3GALT5
miR-137/137ab	B4GALT5
miR-137/137ab	BACH1
miR-137/137ab	BACH2
miR-137/137ab	BAG4
miR-137/137ab	BAI3
miR-137/137ab	BAIAP2L1
miR-137/137ab	BAZ1A
miR-137/137ab	BAZ2A
miR-137/137ab	BBX
miR-137/137ab	BCAP31
miR-137/137ab	BCL11A
miR-137/137ab	BCL11B
miR-137/137ab	BCL2L11
miR-137/137ab	BCL2L13
miR-137/137ab	BCOR
miR-137/137ab	BCORL1
miR-137/137ab	BCR
miR-137/137ab	BDP1
miR-137/137ab	BEND3
miR-137/137ab	BEND6
miR-137/137ab	BICD2
miR-137/137ab	BLVRB
miR-137/137ab	BMP7
miR-137/137ab	BNIP2
miR-137/137ab	BRD1
miR-137/137ab	BRWD3
miR-137/137ab	BSN
miR-137/137ab	BTAF1
miR-137/137ab	C10orf26
miR-137/137ab	C11orf30
miR-137/137ab	C11orf57
miR-137/137ab	C11orf61
miR-137/137ab	C11orf87
miR-137/137ab	C13orf30
miR-137/137ab	C15orf63
miR-137/137ab	C16orf45
miR-137/137ab	C16orf52
miR-137/137ab	C16orf72
miR-137/137ab	C17orf103
miR-137/137ab	C17orf37
miR-137/137ab	C17orf63
miR-137/137ab	C18orf1
miR-137/137ab	C18orf25
miR-137/137ab	C18orf56
miR-137/137ab	C19orf53
miR-137/137ab	C1GALT1
miR-137/137ab	C1orf144
miR-137/137ab	C1orf70
miR-137/137ab	C1QTNF3
miR-137/137ab	C20orf108
miR-137/137ab	C20orf111
miR-137/137ab	C20orf20
miR-137/137ab	C20orf26
miR-137/137ab	C20orf70
miR-137/137ab	C21orf91
miR-137/137ab	C2CD2
miR-137/137ab	C2CD4C
miR-137/137ab	C2orf57
miR-137/137ab	C2orf68
miR-137/137ab	C3orf58
miR-137/137ab	C5
miR-137/137ab	C5orf13
miR-137/137ab	C6orf168
miR-137/137ab	C6orf204
miR-137/137ab	C6orf47
miR-137/137ab	C7orf28B
miR-137/137ab	C9orf128
miR-137/137ab	C9orf150
miR-137/137ab	C9orf7
miR-137/137ab	CA7
miR-137/137ab	CABLES2
miR-137/137ab	CACNA1C
miR-137/137ab	CACNA1D
miR-137/137ab	CACNA1G
miR-137/137ab	CACNA1H
miR-137/137ab	CACNA1I
miR-137/137ab	CACNB2
miR-137/137ab	CADM2
miR-137/137ab	CADPS
miR-137/137ab	CADPS2
miR-137/137ab	CALCOCO1
miR-137/137ab	CALM3
miR-137/137ab	CALN1
miR-137/137ab	CAMK2A
miR-137/137ab	CAMKK2
miR-137/137ab	CAPN2
miR-137/137ab	CBFA2T2
miR-137/137ab	CBY3
miR-137/137ab	CCDC153
miR-137/137ab	CCDC167
miR-137/137ab	CCDC47
miR-137/137ab	CCDC85C
miR-137/137ab	CCDC89
miR-137/137ab	CCNG2
miR-137/137ab	CCNY
miR-137/137ab	CCT6A
miR-137/137ab	CCZ1
miR-137/137ab	CD2AP
miR-137/137ab	CD69
miR-137/137ab	CD83
miR-137/137ab	CDC37L1
miR-137/137ab	CDC42
miR-137/137ab	CDC42BPA
miR-137/137ab	CDC42EP2
miR-137/137ab	CDCA7L
miR-137/137ab	CDH12
miR-137/137ab	CDH20
miR-137/137ab	CDH8
miR-137/137ab	CDK19
miR-137/137ab	CDK6
miR-137/137ab	CDO1
miR-137/137ab	CEACAM19
miR-137/137ab	CELF2
miR-137/137ab	CEND1
miR-137/137ab	CEP128
miR-137/137ab	CEP170
miR-137/137ab	CEP63
miR-137/137ab	CERK
miR-137/137ab	CFD
miR-137/137ab	CFL2
miR-137/137ab	CHD1
miR-137/137ab	CHD7
miR-137/137ab	CHD9
miR-137/137ab	CHGA
miR-137/137ab	CHM
miR-137/137ab	CHORDC1
miR-137/137ab	CHST10
miR-137/137ab	CHST9
miR-137/137ab	CISD1
miR-137/137ab	CLASP2
miR-137/137ab	CLDN11
miR-137/137ab	CLDN22
miR-137/137ab	CLEC16A
miR-137/137ab	CNN2
miR-137/137ab	CNNM4
miR-137/137ab	CNOT6L
miR-137/137ab	CNST
miR-137/137ab	CNTN3
miR-137/137ab	COCH
miR-137/137ab	COG5
miR-137/137ab	COL19A1
miR-137/137ab	COL24A1
miR-137/137ab	COL5A1
miR-137/137ab	COPS2
miR-137/137ab	COX10
miR-137/137ab	CPD
miR-137/137ab	CPEB3
miR-137/137ab	CPM
miR-137/137ab	CPNE8
miR-137/137ab	CPSF6
miR-137/137ab	CREB5
miR-137/137ab	CRKL
miR-137/137ab	CSDA
miR-137/137ab	CSDC2
miR-137/137ab	CSE1L
miR-137/137ab	CSMD1
miR-137/137ab	CSMD3
miR-137/137ab	CSNK1G3
miR-137/137ab	CSTF2T
miR-137/137ab	CTBP1
miR-137/137ab	CTC1
miR-137/137ab	CTDSP2
miR-137/137ab	CTDSPL
miR-137/137ab	CTNNA1
miR-137/137ab	CTRC
miR-137/137ab	CTSF
miR-137/137ab	CTTNBP2
miR-137/137ab	CTTNBP2NL
miR-137/137ab	CUL3
miR-137/137ab	CUL4A
miR-137/137ab	CUX1
miR-137/137ab	CXADR
miR-137/137ab	CXCL12
miR-137/137ab	CYB5R4
miR-137/137ab	CYYR1
miR-137/137ab	D4S234E
miR-137/137ab	DAB2IP
miR-137/137ab	DAG1
miR-137/137ab	DBN1
miR-137/137ab	DBNL
miR-137/137ab	DCAF8
miR-137/137ab	DCBLD2
miR-137/137ab	DCDC2
miR-137/137ab	DCLK1
miR-137/137ab	DCLK2
miR-137/137ab	DCP1A
miR-137/137ab	DCP2
miR-137/137ab	DCUN1D5
miR-137/137ab	DDX3X
miR-137/137ab	DDX3Y
miR-137/137ab	DENND1A
miR-137/137ab	DENND1B
miR-137/137ab	DENND4B
miR-137/137ab	DEXI
miR-137/137ab	DFFB
miR-137/137ab	DGKG
miR-137/137ab	DHX40
miR-137/137ab	DIO2
miR-137/137ab	DIP2C
miR-137/137ab	DIRAS1
miR-137/137ab	DIRAS2
miR-137/137ab	DIS3
miR-137/137ab	DLGAP1
miR-137/137ab	DMRT2
miR-137/137ab	DMRT3
miR-137/137ab	DMXL1
miR-137/137ab	DNAJB1
miR-137/137ab	DNAJB12
miR-137/137ab	DNAJB5
miR-137/137ab	DNAJC11
miR-137/137ab	DNAJC15
miR-137/137ab	DNAJC4
miR-137/137ab	DNAL1
miR-137/137ab	DOK6
miR-137/137ab	DPYD
miR-137/137ab	DR1
miR-137/137ab	DSP
miR-137/137ab	DSTYK
miR-137/137ab	DTNA
miR-137/137ab	DTX2
miR-137/137ab	DUS2L
miR-137/137ab	DUSP10
miR-137/137ab	DUSP4
miR-137/137ab	DUSP5
miR-137/137ab	DUSP8
miR-137/137ab	DVL2
miR-137/137ab	DYDC1
miR-137/137ab	E2F6
miR-137/137ab	E2F7
miR-137/137ab	EAF1
miR-137/137ab	EDIL3
miR-137/137ab	EFEMP2
miR-137/137ab	EFHC2
miR-137/137ab	EFNA2
miR-137/137ab	EFNA3
miR-137/137ab	EFNB2
miR-137/137ab	EFR3A
miR-137/137ab	EGR2
miR-137/137ab	EHBP1L1
miR-137/137ab	EIF2C1
miR-137/137ab	EIF2C4
miR-137/137ab	EIF2S1
miR-137/137ab	EIF2S3
miR-137/137ab	EIF4G2
miR-137/137ab	ELAVL3
miR-137/137ab	ELFN2
miR-137/137ab	ELMOD2
miR-137/137ab	ELOVL1
miR-137/137ab	ELOVL2
miR-137/137ab	EMCN
miR-137/137ab	EML3
miR-137/137ab	EML6
miR-137/137ab	EN2
miR-137/137ab	ENHO
miR-137/137ab	ENOSF1
miR-137/137ab	ENTPD7
miR-137/137ab	EPC2
miR-137/137ab	EPHA5
miR-137/137ab	EPHA7
miR-137/137ab	EPHA8
miR-137/137ab	EPHB3
miR-137/137ab	EPS8
miR-137/137ab	ERBB2IP
miR-137/137ab	ERBB4
miR-137/137ab	ERG
miR-137/137ab	ESRP1
miR-137/137ab	ESRRA
miR-137/137ab	ESRRG
miR-137/137ab	ETFB
miR-137/137ab	EZH2
miR-137/137ab	FAM108A1
miR-137/137ab	FAM117B
miR-137/137ab	FAM122C
miR-137/137ab	FAM126B
miR-137/137ab	FAM132A
miR-137/137ab	FAM134C
miR-137/137ab	FAM135B
miR-137/137ab	FAM160B2
miR-137/137ab	FAM167A
miR-137/137ab	FAM170A
miR-137/137ab	FAM172A
miR-137/137ab	FAM18B2
miR-137/137ab	FAM19A5
miR-137/137ab	FAM20C
miR-137/137ab	FAM59A
miR-137/137ab	FAM76B
miR-137/137ab	FAM78A
miR-137/137ab	FAM81A
miR-137/137ab	FAM84A
miR-137/137ab	FAM98A
miR-137/137ab	FAT3
miR-137/137ab	FBN2
miR-137/137ab	FBXL17
miR-137/137ab	FBXL7
miR-137/137ab	FBXO32
miR-137/137ab	FBXO33
miR-137/137ab	FBXW7
miR-137/137ab	FGB
miR-137/137ab	FGD4
miR-137/137ab	FGF11
miR-137/137ab	FGF5
miR-137/137ab	FGF7
miR-137/137ab	FGF9
miR-137/137ab	FHL3
miR-137/137ab	FKBP1A
miR-137/137ab	FKBP4
miR-137/137ab	FLJ22184
miR-137/137ab	FLVCR2
miR-137/137ab	FMN1
miR-137/137ab	FMNL2
miR-137/137ab	FNBP1L
miR-137/137ab	FNDC5
miR-137/137ab	FNIP1
miR-137/137ab	FOXD1
miR-137/137ab	FOXK1
miR-137/137ab	FOXN3
miR-137/137ab	FOXP2
miR-137/137ab	FOXP4
miR-137/137ab	FRMD6
miR-137/137ab	FRS2
miR-137/137ab	FRY
miR-137/137ab	FSCB
miR-137/137ab	FSTL1
miR-137/137ab	FURIN
miR-137/137ab	FUT9
miR-137/137ab	FXYD6
miR-137/137ab	FZD2
miR-137/137ab	FZD3
miR-137/137ab	GABBR2
miR-137/137ab	GABRA1
miR-137/137ab	GALNT1
miR-137/137ab	GAN
miR-137/137ab	GBP3
miR-137/137ab	GCA
miR-137/137ab	GCFC1
miR-137/137ab	GDAP2
miR-137/137ab	GDE1
miR-137/137ab	GDF6
miR-137/137ab	GFPT1
miR-137/137ab	GGT1
miR-137/137ab	GIGYF1
miR-137/137ab	GIT2
miR-137/137ab	GJC1
miR-137/137ab	GK5
miR-137/137ab	GLB1L2
miR-137/137ab	GLCE
miR-137/137ab	GLIS2
miR-137/137ab	GLRB
miR-137/137ab	GLRX3
miR-137/137ab	GLS
miR-137/137ab	GLTP
miR-137/137ab	GM2A
miR-137/137ab	GMFB
miR-137/137ab	GNA13
miR-137/137ab	GNAL
miR-137/137ab	GNAT1
miR-137/137ab	GOLGA3
miR-137/137ab	GORASP2
miR-137/137ab	GPAM
miR-137/137ab	GPATCH8
miR-137/137ab	GPCPD1
miR-137/137ab	GPD2
miR-137/137ab	GPR12
miR-137/137ab	GPR137B
miR-137/137ab	GPR158
miR-137/137ab	GPR180
miR-137/137ab	GPR26
miR-137/137ab	GPR85
miR-137/137ab	GPR88
miR-137/137ab	GPRC5A
miR-137/137ab	GPX7
miR-137/137ab	GRAMD3
miR-137/137ab	GRAMD4
miR-137/137ab	GREB1
miR-137/137ab	GREM1
miR-137/137ab	GREM2
miR-137/137ab	GRHL2
miR-137/137ab	GRIA1
miR-137/137ab	GRIA4
miR-137/137ab	GRIN2A
miR-137/137ab	GRIP1
miR-137/137ab	GRK6
miR-137/137ab	GRM2
miR-137/137ab	GRM5
miR-137/137ab	GSK3B
miR-137/137ab	GSTT2
miR-137/137ab	GSTT2B
miR-137/137ab	GTPBP10
miR-137/137ab	GUCY1A2
miR-137/137ab	GUCY1B3
miR-137/137ab	GULP1
miR-137/137ab	GXYLT1
miR-137/137ab	H3F3B
miR-137/137ab	HAND1
miR-137/137ab	HAPLN2
miR-137/137ab	HAS3
miR-137/137ab	HAUS3
miR-137/137ab	HCFC2
miR-137/137ab	HCN2
miR-137/137ab	HCN3
miR-137/137ab	HCRT
miR-137/137ab	HDX
miR-137/137ab	HEG1
miR-137/137ab	HERC3
miR-137/137ab	HERPUD2
miR-137/137ab	HEY2
miR-137/137ab	HIC1
miR-137/137ab	HIP1R
miR-137/137ab	HIPK2
miR-137/137ab	HK3
miR-137/137ab	HLA-DQA1
miR-137/137ab	HLF
miR-137/137ab	HLTF
miR-137/137ab	HMGCLL1
miR-137/137ab	HMGN3
miR-137/137ab	HNRNPA3
miR-137/137ab	HNRNPU
miR-137/137ab	HNRPDL
miR-137/137ab	HOOK1
miR-137/137ab	HOXA2
miR-137/137ab	HOXA3
miR-137/137ab	HOXB13
miR-137/137ab	HOXC4
miR-137/137ab	HOXC8
miR-137/137ab	HOXD10
miR-137/137ab	HS6ST3
miR-137/137ab	HSDL2
miR-137/137ab	HSPE1-MOBKL3
miR-137/137ab	HTR2C
miR-137/137ab	HTR7
miR-137/137ab	HTT
miR-137/137ab	IBTK
miR-137/137ab	ICK
miR-137/137ab	ICMT
miR-137/137ab	IDE
miR-137/137ab	IDH1
miR-137/137ab	IFT20
miR-137/137ab	IGFBP5
miR-137/137ab	IGLON5
miR-137/137ab	IKZF1
miR-137/137ab	IKZF4
miR-137/137ab	IMPA2
miR-137/137ab	IMPACT
miR-137/137ab	ING2
miR-137/137ab	ING5
miR-137/137ab	INPP5A
miR-137/137ab	INSIG1
miR-137/137ab	INSL5
miR-137/137ab	INSR
miR-137/137ab	INTS2
miR-137/137ab	IQSEC1
miR-137/137ab	IRS2
miR-137/137ab	ISM2
miR-137/137ab	ITGA5
miR-137/137ab	ITGA9
miR-137/137ab	ITGAV
miR-137/137ab	JDP2
miR-137/137ab	JHDM1D
miR-137/137ab	JMY
miR-137/137ab	JPH2
miR-137/137ab	JUB
miR-137/137ab	KANK4
miR-137/137ab	KAT2B
miR-137/137ab	KAT5
miR-137/137ab	KCNA1
miR-137/137ab	KCNA2
miR-137/137ab	KCNB2
miR-137/137ab	KCNC1
miR-137/137ab	KCND1
miR-137/137ab	KCND2
miR-137/137ab	KCNH1
miR-137/137ab	KCNJ3
miR-137/137ab	KCNMB2
miR-137/137ab	KCTD12
miR-137/137ab	KCTD8
miR-137/137ab	KDELC2
miR-137/137ab	KDELR3
miR-137/137ab	KDM1A
miR-137/137ab	KDM4A
miR-137/137ab	KDM5B
miR-137/137ab	KIAA0232
miR-137/137ab	KIAA0240
miR-137/137ab	KIAA0494
miR-137/137ab	KIAA0907
miR-137/137ab	KIAA1024
miR-137/137ab	KIAA1147
miR-137/137ab	KIAA1409
miR-137/137ab	KIAA1432
miR-137/137ab	KIAA1456
miR-137/137ab	KIAA1644
miR-137/137ab	KIAA1671
miR-137/137ab	KIF3B
miR-137/137ab	KISS1
miR-137/137ab	KIT
miR-137/137ab	KLF11
miR-137/137ab	KLF12
miR-137/137ab	KLF15
miR-137/137ab	KLF2
miR-137/137ab	KLF4
miR-137/137ab	KLHL10
miR-137/137ab	KLHL17
miR-137/137ab	KLHL28
miR-137/137ab	KLHL3
miR-137/137ab	KMO
miR-137/137ab	KPNA1
miR-137/137ab	KRT72
miR-137/137ab	L3MBTL4
miR-137/137ab	LAPTM4B
miR-137/137ab	LATS2
miR-137/137ab	LBH
miR-137/137ab	LBX1
miR-137/137ab	LCP2
miR-137/137ab	LEMD2
miR-137/137ab	LEMD3
miR-137/137ab	LEPROT
miR-137/137ab	LGI3
miR-137/137ab	LHFPL2
miR-137/137ab	LIFR
miR-137/137ab	LIMCH1
miR-137/137ab	LMBR1L
miR-137/137ab	LMTK2
miR-137/137ab	LOC100130890
miR-137/137ab	LOC100507050
miR-137/137ab	LOC400950
miR-137/137ab	LONRF3
miR-137/137ab	LPCAT2
miR-137/137ab	LPP
miR-137/137ab	LRCH1
miR-137/137ab	LRP12
miR-137/137ab	LRP6
miR-137/137ab	LRRC10B
miR-137/137ab	LRRC20
miR-137/137ab	LRRC4
miR-137/137ab	LRRN3
miR-137/137ab	LRRTM2
miR-137/137ab	LRRTM4
miR-137/137ab	LUZP1
miR-137/137ab	LUZP2
miR-137/137ab	MAF
miR-137/137ab	MAFK
miR-137/137ab	MAML1
miR-137/137ab	MAN2A1
miR-137/137ab	MAP1LC3B
miR-137/137ab	MAP2K4
miR-137/137ab	MAP3K1
miR-137/137ab	MAP3K13
miR-137/137ab	MAP3K14
miR-137/137ab	MAP3K2
miR-137/137ab	MAP4K2
miR-137/137ab	MAPK10
miR-137/137ab	MAPK1IP1L
miR-137/137ab	MAPKAPK2
miR-137/137ab	MARCH7
miR-137/137ab	MARCH9
miR-137/137ab	MARK1
miR-137/137ab	MARK3
miR-137/137ab	MARS2
miR-137/137ab	MASP1
miR-137/137ab	MAST4
miR-137/137ab	MAX
miR-137/137ab	MBD2
miR-137/137ab	MBD6
miR-137/137ab	MBNL2
miR-137/137ab	MBOAT2
miR-137/137ab	MBTPS2
miR-137/137ab	MCOLN3
miR-137/137ab	MCTS1
miR-137/137ab	MED1
miR-137/137ab	MED14
miR-137/137ab	MED27
miR-137/137ab	MEF2A
miR-137/137ab	MEGF11
miR-137/137ab	MEGF9
miR-137/137ab	METTL9
miR-137/137ab	MGAT5B
miR-137/137ab	MGLL
miR-137/137ab	MGRN1
miR-137/137ab	MIA3
miR-137/137ab	MICAL3
miR-137/137ab	MID2
miR-137/137ab	MIER3
miR-137/137ab	MITF
miR-137/137ab	MKRN2
miR-137/137ab	MLC1
miR-137/137ab	MLIP
miR-137/137ab	MLL
miR-137/137ab	MLXIP
miR-137/137ab	MOBKL3
miR-137/137ab	MPP1
miR-137/137ab	MS4A2
miR-137/137ab	MSI1
miR-137/137ab	MSRB3
miR-137/137ab	MTDH
miR-137/137ab	MTF1
miR-137/137ab	MTFR1
miR-137/137ab	MTMR4
miR-137/137ab	MTSS1
miR-137/137ab	MTUS2
miR-137/137ab	MUTED
miR-137/137ab	MXD1
miR-137/137ab	MXRA7
miR-137/137ab	MYBPC3
miR-137/137ab	MYO16
miR-137/137ab	MYO1B
miR-137/137ab	MYO1C
miR-137/137ab	MYO1D
miR-137/137ab	MYO1F
miR-137/137ab	MYOZ2
miR-137/137ab	NAA15
miR-137/137ab	NAA25
miR-137/137ab	NAA50
miR-137/137ab	NAB2
miR-137/137ab	NACC2
miR-137/137ab	NAT8L
miR-137/137ab	NBEA
miR-137/137ab	NBEAL2
miR-137/137ab	NCK1
miR-137/137ab	NCKAP5
miR-137/137ab	NCLN
miR-137/137ab	NCOA1
miR-137/137ab	NCOA2
miR-137/137ab	NCOA3
miR-137/137ab	NDST1
miR-137/137ab	NECAB3
miR-137/137ab	NECAP1
miR-137/137ab	NEFH
miR-137/137ab	NEFL
miR-137/137ab	NETO1
miR-137/137ab	NEUROD1
miR-137/137ab	NEUROD2
miR-137/137ab	NEUROD4
miR-137/137ab	NF1
miR-137/137ab	NFASC
miR-137/137ab	NFATC1
miR-137/137ab	NFIA
miR-137/137ab	NFIB
miR-137/137ab	NFIX
miR-137/137ab	NFYB
miR-137/137ab	NFYC
miR-137/137ab	NINL
miR-137/137ab	NIPA1
miR-137/137ab	NIPBL
miR-137/137ab	NKAIN1
miR-137/137ab	NKPD1
miR-137/137ab	NLGN4X
miR-137/137ab	NLGN4Y
miR-137/137ab	NOTCH1
miR-137/137ab	NOVA1
miR-137/137ab	NPC1
miR-137/137ab	NR3C1
miR-137/137ab	NR3C2
miR-137/137ab	NRG2
miR-137/137ab	NRG3
miR-137/137ab	NRP1
miR-137/137ab	NRXN1
miR-137/137ab	NRXN3
miR-137/137ab	NSF
miR-137/137ab	NSUN4
miR-137/137ab	NT5DC2
miR-137/137ab	NUBPL
miR-137/137ab	NUCKS1
miR-137/137ab	NUDCD3
miR-137/137ab	NXT2
miR-137/137ab	OBFC2A
miR-137/137ab	OGDHL
miR-137/137ab	ONECUT2
miR-137/137ab	OPCML
miR-137/137ab	OSBP2
miR-137/137ab	OSBPL3
miR-137/137ab	OSBPL8
miR-137/137ab	OSGEP
miR-137/137ab	OSTM1
miR-137/137ab	OTUD6B
miR-137/137ab	OTUD7B
miR-137/137ab	OXR1
miR-137/137ab	OXSR1
miR-137/137ab	P2RY13
miR-137/137ab	PABPC4L
miR-137/137ab	PADI2
miR-137/137ab	PAFAH1B2
miR-137/137ab	PAG1
miR-137/137ab	PAIP1
miR-137/137ab	PAK2
miR-137/137ab	PALM2-AKAP2
miR-137/137ab	PANX2
miR-137/137ab	PAPD7
miR-137/137ab	PAPPA
miR-137/137ab	PAQR3
miR-137/137ab	PAQR7
miR-137/137ab	PARD3
miR-137/137ab	PARP8
miR-137/137ab	PCDH9
miR-137/137ab	PCGF5
miR-137/137ab	PCMTD1
miR-137/137ab	PDCD6
miR-137/137ab	PDCD6IP
miR-137/137ab	PDCL
miR-137/137ab	PDE10A
miR-137/137ab	PDE1B
miR-137/137ab	PDE4A
miR-137/137ab	PDE4D
miR-137/137ab	PDE7A
miR-137/137ab	PDGFRA
miR-137/137ab	PDLIM3
miR-137/137ab	PDS5A
miR-137/137ab	PDZD2
miR-137/137ab	PEX3
miR-137/137ab	PFKFB4
miR-137/137ab	PGM2
miR-137/137ab	PGP
miR-137/137ab	PHACTR4
miR-137/137ab	PHC3
miR-137/137ab	PHF15
miR-137/137ab	PHF17
miR-137/137ab	PHF20
miR-137/137ab	PHF3
miR-137/137ab	PHIP
miR-137/137ab	PHLDB2
miR-137/137ab	PHLPP2
miR-137/137ab	PHTF2
miR-137/137ab	PI4K2B
miR-137/137ab	PIAS2
miR-137/137ab	PIGM
miR-137/137ab	PIK3R3
miR-137/137ab	PIP4K2C
miR-137/137ab	PIP5KL1
miR-137/137ab	PITPNA
miR-137/137ab	PITPNM2
miR-137/137ab	PKDCC
miR-137/137ab	PKN2
miR-137/137ab	PLA2G15
miR-137/137ab	PLCB1
miR-137/137ab	PLEKHA5
miR-137/137ab	PLEKHA8
miR-137/137ab	PLEKHB2
miR-137/137ab	PLEKHG3
miR-137/137ab	PLEKHM1
miR-137/137ab	PLEKHO2
miR-137/137ab	PLK2
miR-137/137ab	PLXNA2
miR-137/137ab	PLXNA3
miR-137/137ab	PLXNB2
miR-137/137ab	PMEPA1
miR-137/137ab	PNKD
miR-137/137ab	POLR2C
miR-137/137ab	PPARGC1A
miR-137/137ab	PPARGC1B
miR-137/137ab	PPCS
miR-137/137ab	PPM1E
miR-137/137ab	PPP1CB
miR-137/137ab	PPP1R13B
miR-137/137ab	PPP1R14B
miR-137/137ab	PPP1R16B
miR-137/137ab	PPP1R7
miR-137/137ab	PPP1R9A
miR-137/137ab	PPP2R5C
miR-137/137ab	PPP5C
miR-137/137ab	PPP6R2
miR-137/137ab	PPPDE1
miR-137/137ab	PPPDE2
miR-137/137ab	PRADC1
miR-137/137ab	PRDM1
miR-137/137ab	PRDM16
miR-137/137ab	PRKAA1
miR-137/137ab	PRKAB1
miR-137/137ab	PRKAB2
miR-137/137ab	PRKAG2
miR-137/137ab	PRKAR1A
miR-137/137ab	PRKAR2B
miR-137/137ab	PRKD3
miR-137/137ab	PROL1
miR-137/137ab	ProSAPiP1
miR-137/137ab	PRR16
miR-137/137ab	PRR24
miR-137/137ab	PRRT4
miR-137/137ab	PRTG
miR-137/137ab	PSD2
miR-137/137ab	PTAR1
miR-137/137ab	PTBP1
miR-137/137ab	PTCHD1
miR-137/137ab	PTGER3
miR-137/137ab	PTGES2
miR-137/137ab	PTGFRN
miR-137/137ab	PTN
miR-137/137ab	PTP4A3
miR-137/137ab	PTPN14
miR-137/137ab	PTPN2
miR-137/137ab	PTPN3
miR-137/137ab	PTPN5
miR-137/137ab	PTPRD
miR-137/137ab	PURA
miR-137/137ab	PURB
miR-137/137ab	PVRL1
miR-137/137ab	PXN
miR-137/137ab	QKI
miR-137/137ab	QSER1
miR-137/137ab	RAB11A
miR-137/137ab	RAB11B
miR-137/137ab	RAB35
miR-137/137ab	RAB8A
miR-137/137ab	RAB9A
miR-137/137ab	RAC1
miR-137/137ab	RAD18
miR-137/137ab	RAD52
miR-137/137ab	RALBP1
miR-137/137ab	RANBP2
miR-137/137ab	RANBP9
miR-137/137ab	RAP2C
miR-137/137ab	RAPGEF5
miR-137/137ab	RAPH1
miR-137/137ab	RASGRF1
miR-137/137ab	RASIP1
miR-137/137ab	RASSF8
miR-137/137ab	RAVER2
miR-137/137ab	RBBP6
miR-137/137ab	RBM12
miR-137/137ab	RBM24
miR-137/137ab	RBM27
miR-137/137ab	RBM41
miR-137/137ab	RBMS3
miR-137/137ab	RCAN2
miR-137/137ab	RCC1
miR-137/137ab	RCN3
miR-137/137ab	RCOR2
miR-137/137ab	RELL1
miR-137/137ab	RELL2
miR-137/137ab	REPIN1
miR-137/137ab	REXO1
miR-137/137ab	RFFL
miR-137/137ab	RFTN1
miR-137/137ab	RGMB
miR-137/137ab	RGS6
miR-137/137ab	RGS7BP
