	Acute myeloid leukemia	BladderUrothelialCarcinoma(TCGA,US)	Breast Cancer	BreastCarcinoma(WTSI,UK)	BreastInvasiveCarcinoma(TCGA,US)	CervicalSquamousCellCarcinoma(TCGA,US)	Chronic lymphocytic leukaemia	ColonAdenocarcinoma(TCGA,US)	Colorectal adenocarcinoma	GastricCancer(CCGC,CN)	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	LiverCancer(NCC,JP)	LiverCancer(RIKEN,JP)	Lung	MalignantMelanoma(WTSI,UK)	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Prostate	ProstateCancer(OICR,CA)	RectumAdenocarcinoma(TCGA,US)	Small cell lung cancer	T-cell ALL	UterineCorpusEndometrioidCarcinoma(TCGA,US)
DAB2IP															18.0														
DACH1															42.0														
DACT1															20.0														
DAG1															221.0			208.0											
DAGLA			22.0											28.0															
DAGLB																											12.0		
DAK														24.0											20.0				
DALRD3														8.0															56.0
DAND5																									44.0				
DAPK2																									50.0				
DAPP1																									52.0				
DBC1														8.0															
DBF4B																									46.0				
DBN1								48.0																					
DBR1																									20.0				
DBT															11.0			15.0							41.0		23.0		
DBX2																14.0													
DCAF10														12.0	20.0										14.0				
DCAF11																									153.0				
DCAF12L1															17.0														
DCAF13														78.0															
DCAF16																									129.0				
DCAF4L2									16.0					12.0	28.0														
DCAF5															33.0														
DCAF7														31.0	47.0										48.0				
DCAF8														20.0															
DCAKD									58.0					64.0															
DCBLD1														15.0															
DCBLD2									26.0						25.0														
DCC									3.0					8.0	71.0														
DCDC2																									16.0				
DCDC2B														18.0															
DCDC5															12.0														
DCHS1																													22.0
DCHS2														8.0															
DCLK1	12.0							11.0	6.0					45.0	105.0														90.0
DCLK3									12.0						13.0														
DCLRE1C														132.0															
DCP2									26.0			18.0		24.0										54.0					
DCTD														10.0															
DCTN2														5.0															
DCTN3														12.0															21.0
DCTN5			28.0																										
DCUN1D2	5.0														17.0				27.0						56.0				
DCUN1D3															21.0														
DCUN1D4															44.0														
DCUN1D5									18.0																				
DCX									75.0					135.0	150.0			40.0											
DDA1			20.0											79.0											53.0				
DDHD1														18.0				9.0											
DDI1														6.0	13.0														
DDI2														21.0															11.0
DDN														19.0															
DDO																									44.0				
DDOST														9.0															
DDR1		19.0												181.0															16.0
DDT														28.0															
DDX10														22.0															
DDX11		105.0			24.0																								
DDX19A																								40.0	68.0				
DDX21															40.0														
DDX23														8.0															
DDX28														49.0															
DDX31																			26.0										
DDX39A										25.0																			
DDX42															28.0														
DDX46																									45.0				
DDX51															14.0										45.0				
DDX52																									47.0				
DDX54														34.0															
DDX55														18.0											59.0				
DDX56														24.0															
DDX58															10.0										4.0				
DDX60														18.0															
DDX60L														16.0															
DEDD														54.0															
DEF8														120.0															
DEFA4																									9.0				
DEFB118														18.0															
DEGS1																									59.0				
DEK														46.0															
DENND1B															44.0														
DENND2A										12.0				6.0															
DENND2C																									104.0				
DENND4A														58.0	126.0														
DENND4C														45.0	15.0														
DENND5A									5.0																				
DENND5B								82.0																	108.0				
DENND6A																									68.0				
DENR				8.0										10.0															
DEPDC1															18.0														
DEPDC1B														30.0															
DEPDC7														34.0															
DERL1												34.0																	
DES														23.0															
DESI1																									30.0				
DESI2															11.0														
DEXI															27.0														
DFFA																									32.0				
DFFB															10.0										93.0				
DFNB31														168.0															
DGAT2												24.0																	
DGCR14			14.0											20.0															105.0
DGCR8															36.0														
DGKA																							156.0						
DGKB															70.0									20.0	19.0				
DGKD												88.0		26.0					42.0										
DGKE																									8.0				
DGKG																			33.0						69.0				
DGKI															33.0	39.0													
DGKQ														26.0															
DGKZ														112.0															
DHCR24															9.0														41.0
DHCR7														44.0															
DHDDS														52.0											140.0				
DHFR																									48.0				
DHFRL1																									38.0				
DHODH																									17.0				
DHRS11																											13.0		
DHRS4L2																													124.0
DHRS7														12.0															
DHRS7B														17.0															
DHTKD1														19.0											74.0				
DHX32										10.0																			
DHX35														40.0															
DHX36															50.0														
DHX40																									26.0				
DHX57									15.0					28.0															
DHX58														11.0															
DHX8														9.0															
DIAPH1														60.0															
DICER1															21.0														
DIDO1															76.0														26.0
DIEXF									10.0																				
DIMT1														36.0															
DIO1																													4.0
DIO2	35.0								45.0						290.0														196.0
DIP2A														14.0											48.0				
DIP2B																									12.0				
DIRAS1															10.0	17.0													
DIRC2															16.0														
DIS3															26.0										90.0				
DIS3L																									68.0				
DISC1									16.0					108.0	60.0			92.0	100.0						336.0				
DIXDC1																									74.0				
DKK2							27.0																						
DKK3														30.0	75.0														
DLAT															10.0														
DLC1																									39.0				
DLD														18.0															
DLEC1														16.0															
DLEU7														8.0															
DLG1														80.0															
DLG2																35.0													
DLG3														21.0	78.0														
DLG5														13.0															
DLGAP1														120.0															
DLGAP2														64.0	16.0			8.0											
DLGAP4														30.0															
DLGAP5														16.0															
DLK1														29.0															
DLK2														42.0															
DLL1																							7.0						
DLX1														92.0															11.0
DLX2														24.0															
DLX4												60.0																	
DLX6														18.0															
DMAP1														4.0											17.0				
DMBX1														92.0	72.0										22.0				
DMC1																									12.0				
DMD															408.0										204.0				204.0
DMP1															28.0														
DMRT1												15.0		13.0															
DMRT2		36.0												77.0			30.0												128.0
DMRTA2														15.0															
DMRTB1															24.0														
DMRTC2														12.0	14.0														
DMTF1																45.0													
DMWD																												11.0	
DMXL1														20.0															
DMXL2																51.0													
DNA2														11.0															
DNAAF1										4.0																			
DNAH1														19.0															
DNAH12														6.0	19.0														
DNAH5															10.0														
DNAJA2									13.0																				
DNAJB1															23.0														
DNAJB12			15.0											46.0															
DNAJB3																		4.0											
DNAJB7														13.0															
DNAJB9														42.0															
DNAJC11														62.0															
DNAJC14																									38.0				
DNAJC16									16.0					6.0	29.0														
DNAJC18			11.0									16.0													25.0				14.0
DNAJC19																									124.0			14.0	
DNAJC21														12.0									50.0						
DNAJC24														32.0					34.0						103.0				
DNAJC27				18.0					52.0																				
DNAJC30								39.0																					
DNAJC5														45.0	32.0														
DNAJC6															123.0														
DNAJC8															10.0														
DNAJC9				35.0																									
DNAL1														20.0				16.0							54.0				
DNALI1										16.0				5.0											13.0				
DNER											9.0			24.0															
DNHD1														10.0	29.0														
DNM1																													7.0
DNM1L														108.0											66.0				
DNM2														110.0															
DNM3									22.0																				
DNMBP								46.0							17.0														
DNMT1														20.0															
DNMT3B															90.0														
DNPEP																									48.0				
DNPH1														22.0															
DNTTIP2																													54.0
DOC2A														18.0															
DOCK1																		1.0											
DOCK2															27.0														
DOCK3															72.0														
DOCK4									14.0																				
DOCK5														20.0	7.0														
DOCK7														15.0	44.0														
DOCK8	24.0													15.0															
DOCK9																													30.0
DOHH														50.0															
DOK1														22.0															
DOK6															63.0			16.0											
DOK7														35.0															48.0
DOPEY2																			13.0						39.0				
DPF1														36.0															
DPF2														29.0															
DPH1																													24.0
DPM1															2.0														
DPM2										43.0				15.0															
DPP10															55.0														
DPP6														78.0															
DPP9																									22.0				
DPPA3																									46.0				
DPPA4																6.0			33.0										
DPPA5														10.0															
DPY19L1												33.0																	
DPY19L2															18.0														
DPY19L3														24.0															
DPY19L4																									24.0				
DPY30														10.0															
DPYD																									12.0				
DPYS															8.0														
DPYSL2															24.0														
DPYSL3												44.0			34.0														
DPYSL5															99.0														
DR1														46.0															
DRAM1																									23.0				
DRD1														60.0															
DRD2															94.0														
DROSHA															64.0														
DSC1																													8.0
DSC2		11.0																											11.0
DSCC1										31.0																			
DSCR3														19.0	14.0										54.0				
DSCR6			5.0																										
DSE															56.0														
DSEL															21.0									18.0	64.0				
DSG1				20.0										30.0															
DSG2									6.0																82.0				
DST												17.0		12.0															
DSTN														10.0	34.0														
DSTYK			38.0																						62.0				
DTD2																									64.0				
DTL									12.0					6.0															
DTNA														168.0	90.0														
DTWD1															42.0														
DTWD2									23.0						10.0										44.0				
DTX1														24.0															
DTX3L														22.0	40.0										31.0				
DTX4														29.0															
DUOX2			45.0													12.0													
DUSP1														19.0															
DUSP13										6.0				8.0															35.0
DUSP19															60.0										218.0				
DUSP21														15.0															
DUSP23														12.0															
DUSP27														6.0															
DUSP3															31.0														
DUSP4				38.0										60.0	26.0		8.0												
DUSP5														35.0															
DUSP8														3.0															
DUSP9			33.0																										
DUXA															20.0										16.0				
DVL1														11.0															
DVL2															15.0														
DVL3														11.0	17.0										20.0				
DYNAP																4.0													
DYNC1H1														10.0															
DYNC1LI2														19.0															
DYNLL2														13.0															
DYNLRB1														25.0															
DYNLT1															24.0														
DYRK1A						28.0								44.0	14.0										136.0				
DYRK2															22.0														
DYRK4														21.0															
DYX1C1										14.0																			
DZIP1														54.0	82.0										66.0				
DZIP3																									16.0				
Dec-1														18.0															
E2F1									4.0																				
E2F3			4.0																										
E2F7															13.0														
E2F8														72.0															
E4F1																14.0													
EAF1								22.0																					
EARS2														40.0															32.0
EBAG9														18.0															
EBF2															9.0														
EBF3														5.0															
EBLN2														7.0	35.0														
ECD																													30.0
ECE2														23.0															
ECHDC1						22.0								232.0															8.0
ECSIT														36.0															22.0
ECT2L																24.0													
EDA2R				60.0											132.0														
EDARADD														62.0				34.0							12.0				
EDC3															33.0														
EDEM1														72.0											32.0				
EDEM3															15.0														
EDIL3														4.0															
EDN3														15.0	66.0														
EDNRA														108.0	57.0	15.0													
EDNRB															153.0														
EEA1															27.0														
EED																													21.0
EEF1A1				19.0											21.0										73.0				
EEF2K																6.0									17.0				
EEFSEC												29.0																	
EEPD1														32.0															
EFCAB12														25.0															
EFCAB13																		16.0											
EFCAB14														69.0	4.0														
EFCAB2														15.0	10.0							61.0			24.0				
EFCAB5																									41.0				24.0
EFCAB7															23.0														
EFHC1														32.0											110.0				
EFHD2														61.0	9.0														
EFNA1															38.0														
EFNA3														19.0															
EFNA4																													28.0
EFNA5														16.0															
EFNB1																		18.0											
EFNB3									14.0																				
EFR3A															12.0														
EFTUD2														90.0															6.0
EGFL6															28.0														
EGFLAM															140.0														
EGFR									21.0				30.0		15.0					21.0									
EGLN1																		14.0							18.0				
EGLN3															33.0														
EGR1															8.0	22.0													
EGR2															112.0														
EHBP1										140.0																			
EHD2															19.0										10.0				
EHD3														25.0															
EHF			36.0																										
EHHADH															36.0														
EID1														32.0				10.0											26.0
EID2																												6.0	
EID2B																									33.0				
EIF1																									19.0				
EIF1AD															112.0														
EIF1AX									19.0						13.0														
EIF2A									9.0																				
EIF2AK1														38.0	64.0														48.0
EIF2AK2															27.0										69.0	120.0			
EIF2AK4																									18.0				
EIF2B2														1.0															
EIF2C1																			29.0										
EIF2D														12.0															
EIF2S1														21.0															
EIF2S3														25.0															
EIF3I																									10.0				
EIF3J															9.0														
EIF4A2															17.0														
EIF4B									9.0																				
EIF4E1B														34.0															
EIF4E3														100.0										60.0					
EIF4EBP1														19.0	13.0														
EIF4EBP2				20.0					20.0																10.0				
EIF4EBP3														4.0															
EIF4ENIF1															48.0														
EIF4G2														54.0															
EIF4G3															72.0														
EIF4H															48.0														
EIF5															26.0														
EIF5A									136.0					32.0															
EIF5A2															31.0									10.0					
EIF5AL1															10.0														
ELAVL1														9.0					7.0										
ELAVL2														42.0													27.0		
ELAVL3														32.0	68.0														
ELAVL4															40.0														45.0
ELF3																													34.0
ELF4														68.0															
ELF5									48.0					80.0											160.0				
ELFN2														55.0	26.0														
ELK4								11.0						17.0	77.0										47.0				
ELL														13.0															
ELL2															6.0			26.0											
ELMO2															18.0			24.0											
ELMOD1															166.0										54.0				
ELMOD3																		100.0											
ELN														95.0															
ELOF1														17.0															
ELOVL2															26.0														
ELOVL4														27.0	14.0														
ELOVL6																									18.0				
ELOVL7									46.0						22.0										108.0				
ELP2															108.0														
ELP5		72.0												50.0															22.0
ELTD1														8.0															
EMB										25.0				15.0	37.0			20.0											
EMC1														16.0															
EMC10														114.0															
EMC4														28.0															
EMCN															18.0			42.0							82.0				
EME1															58.0														
EMILIN3														27.0	44.0														
EML1	22.0														22.0														
EML2														114.0															
EML4																16.0													
EML5														20.0															
EMP2			5.0						16.0																66.0				
EMR1															100.0														
EMR2																									31.0				
EMX2																													3.0
ENAH																		24.0											
ENAM															86.0														
ENC1														60.0	40.0														
ENDOD1															13.0														
ENDOV														11.0															16.0
ENGASE															6.0														
ENO2																			8.0										
ENO4															42.0														
ENOX2															64.0														
ENPEP														43.0	8.0														
ENPP1																									19.0				
ENPP4															9.0														
ENPP6														13.0											10.0				
ENPP7														12.0															
ENSA														43.0	12.0														
ENTHD1			20.0																										
ENTHD2														31.0															
ENTPD1									259.0					119.0	294.0										588.0		91.0		
ENTPD3															24.0														
ENTPD4																									38.0				
ENTPD5														24.0															
ENTPD7																		24.0											
ENTPD8														38.0															
EOMES														11.0															
EP300			83.0																										
EPB41																								70.0	130.0				
EPB41L1															44.0														
EPB41L2														78.0															
EPB41L3															16.0														
EPB41L4A														58.0															
EPB41L4B															20.0														
EPB41L5															30.0														
EPB49														60.0															
EPDR1																													104.0
EPG5															14.0														
EPHA10														12.0	65.0										10.0				
EPHA3									30.0			9.0		59.0	33.0									15.0	14.0				
EPHA4							10.0																						
EPHA5														44.0	34.0														
EPHA6			6.0											21.0															
EPHA7														18.0															
EPHB2																													32.0
EPHB3																											9.0		
EPHB4															21.0														
EPHX3				30.0																									
EPM2A														60.0															
EPM2AIP1								94.0						13.0	37.0											24.0			
EPN2														57.0															
EPO								39.0																					
EPPIN															21.0										18.0				
EPPIN-WFDC6														4.0															
EPPK1														50.0															
EPS15															52.0														
EPS8															47.0				19.0	19.0									
EPS8L2														17.0															
EPT1														10.0											20.0				
EQTN										42.0																			
ERAP1														34.0															
ERBB2IP														192.0															
ERBB3														28.0	29.0										49.0				
ERBB4	46.0								36.0						140.0														
ERC1															86.0														
ERCC1		40.0																											244.0
ERCC4									40.0																41.0				
ERCC6														21.0	8.0														
EREG															5.0										58.0				
ERG												198.0		132.0	12.0														
ERGIC2														4.0															
ERI1																									23.0				
ERI2																													38.0
ERLIN2														23.0	24.0	22.0													
ERMAP																									22.0				
ERMN												16.0		26.0	18.0														
ERP29		12.0			45.0	10.0									66.0														
ERRFI1														6.0	14.0														
ERVFRD-1															63.0														
ERVV-1									9.0							7.0													
ESAM														22.0															
ESCO1																									10.0				
ESCO2															14.0														
ESM1															78.0														
ESPNL			21.0																						23.0				
ESR2														16.0															
ESRP1															105.0														
ESRP2															27.0														
ESRRG														223.0	272.0														
ESYT1																			106.0										
ESYT2									9.0																				
ESYT3								61.0																					
ETNK1									53.0					27.0	18.0														
ETNK2														23.0															
ETS1														54.0															
ETV1															49.0														
ETV3														6.0															
ETV6															15.0														
ETV7														354.0															
EVA1A														30.0															
EVC										22.0																			
EVI5																									30.0				
EXD1				9.0																									
EXO1														30.0	39.0														
EXO5																									53.0				
EXOC1														27.0															
EXOC3L2																									64.0				
EXOC5									18.0																5.0				
EXOC7														200.0	75.0														115.0
EXOC8														20.0											52.0				
EXOG															50.0														
EXOSC10										28.0																			
EXOSC2																									81.0				
EXOSC6														25.0											12.0				
EXOSC9																28.0													
EXPH5																									32.0		6.0		
EXTL1														5.0															
EXTL2														56.0															
EXTL3															12.0														
EYA1														48.0	100.0	20.0								84.0					
EYA2														22.0															
EYA3															4.0														
EYS									66.0			9.0			17.0														
EZR														32.0															
F11R															26.0										129.0				
F2R								26.0																					
F2RL1																									79.0				
F2RL2															48.0										40.0				
F2RL3																									196.0				
F5														19.0															
FABP2										15.0																			
FABP3														9.0															
FABP4														12.0	13.0														
FABP7														27.0															
FADS1				11.0											25.0										22.0				
FADS2														8.0															
FADS6														24.0											38.0				
FAF1														27.0															
FAH														17.0															
FAHD1																									10.0				
FAHD2B														5.0	25.0														
FAIM2																			36.0										
FAIM3																													23.0
FAM101B																			6.0										
FAM102A									10.0					24.0	36.0														
FAM102B															20.0														
FAM104B														110.0															59.0
FAM105A															13.0														
FAM105B															12.0										54.0				
FAM107A																								14.0					
FAM108B1									18.0																				
FAM108C1																		24.0											
FAM109A														51.0															
FAM110B									3.0																				
FAM110C															21.0										29.0				
FAM111A																									210.0				
FAM111B																									363.0				
FAM114A1			7.0											13.0	19.0														
FAM115C																									42.0				
FAM117B															19.0														
FAM118A																									38.0				
FAM120C														10.0										53.0					
FAM122C																													38.0
FAM123C																		84.0											
FAM124A														36.0															
FAM124B																													10.0
FAM125B																								10.0					
FAM126B								40.0						29.0											95.0				
FAM127B									46.0																				
FAM127C																													52.0
FAM129A														19.0											102.0				
FAM129B														112.0															
FAM129C										7.0																			
FAM131A									28.0									56.0											
FAM133A															168.0														
FAM134A															19.0														
FAM134C															8.0	18.0		8.0							57.0				
FAM135A									75.0																				
FAM135B																		7.0											
FAM13A														32.0				46.0											
FAM13B			30.0													24.0													
FAM13C																							48.0						
FAM155A			19.0																										
FAM160A1														65.0															
FAM160B1				5.0						25.0				17.0				22.0											
FAM160B2														19.0															
FAM161A									14.0						16.0										116.0				
FAM161B																									101.0				
FAM162A																													13.0
FAM167A									13.0			27.0																	
FAM168A														10.0															
FAM168B															36.0														
FAM169A														8.0					18.0								13.0		
FAM169B														14.0				46.0											
FAM170B														92.0															
FAM171A1							20.0												18.0										
FAM171B											8.0																		
FAM172A														54.0	18.0														
FAM173B														20.0	14.0														
FAM175A		15.0												83.0															14.0
FAM175B															1.0														
FAM177A1														20.0											40.0				
FAM177B															22.0														
FAM178A														16.0															
FAM178B																													54.0
FAM181A														170.0															
FAM184A														34.0	20.0														
FAM184B														13.0	18.0										67.0				
FAM185A														100.0															36.0
FAM189A1															15.0														
FAM189A2														28.0															
FAM189B														46.0															
FAM18B2									24.0																				
FAM193A																											100.0		11.0
FAM196A														43.0											13.0				
FAM199X							18.0																						
FAM19A1			36.0																										
FAM19A2														31.0	20.0														
FAM19A4														22.0	110.0				10.0										
FAM208A														31.0		36.0													54.0
FAM20A																		10.0											
FAM20B														11.0											105.0				
FAM20C														25.0															
FAM210A																									62.0				
FAM210B																									7.0				
FAM211A															60.0														69.0
FAM212B									6.0					72.0	34.0										38.0				
FAM214B			26.0												13.0														
FAM216B												11.0			19.0														
FAM219A														60.0															
FAM219B															9.0														
FAM221A														48.0															
FAM221B															15.0														
FAM227A														64.0											137.0				
FAM228A														5.0															
FAM229A																													17.0
FAM229B																									27.0				
FAM26E															22.0														
FAM3A														96.0															
FAM46A															17.0													20.0	
FAM46C														22.0											8.0				
FAM46D															20.0														
FAM47E-STBD1		13.0												57.0	14.0														109.0
FAM49A															40.0														
FAM53A									20.0																				
FAM53B														34.0															
FAM53C															42.0														
FAM57A														15.0	29.0														
FAM58A																													32.0
FAM5B														10.0	15.0				19.0										
FAM5C														30.0															
FAM60A																									9.0				
FAM63B																									278.0				
FAM65A														52.0															
FAM65B															10.0										113.0				
FAM69A									84.0																				
FAM71E1															15.0														
FAM72B																													20.0
FAM75D3																			15.0										
FAM76A																									410.0				
FAM76B									7.0																				
FAM78A														29.0	28.0														
FAM81B														8.0															
FAM83A								35.0							8.0										63.0				7.0
FAM83C														32.0															
FAM83E														19.0											69.0				
FAM83G																													16.0
FAM83H														21.0											25.0				
FAM84A														20.0	16.0	18.0													
FAM86A		25.0				1.0																							
FAM86B1																													11.0
FAM89B		12.0																											
FAM91A1																		60.0											
FAM98A														5.0															
FAN1		19.0												21.0															30.0
FANCA						27.0																							42.0
FANCC															44.0										42.0				
FANCD2														28.0															
FANCD2OS				9.0										13.0															9.0
FANCF																									31.0				
FANCI														28.0															
FANCL														16.0															100.0
FANCM														20.0											34.0				
FARP1									11.0					17.0	27.0												21.0		
FAS														6.0															39.0
FASN														40.0															
FASTKD2									24.0						60.0				111.0										
FASTKD5														21.0															22.0
FAT1														7.0															
FAT2														21.0	9.0														
FAT3												22.0																	
FATE1			24.0																										
FAXC															15.0														
FAXDC2															18.0														
FBLIM1												16.0		28.0	44.0										26.0				
FBLN5														31.0															
FBN2														9.0	2.0														
FBP1															72.0														
FBRS																													15.0
FBXL13																									74.0				
FBXL16														11.0	14.0														
FBXL17												18.0		24.0															
FBXL18																									52.0				
FBXL19														29.0															
FBXL20															26.0										238.0				
FBXL22														28.0															
FBXL3														4.0	33.0														
FBXL4														10.0															
FBXL5															36.0			39.0											
FBXL8														10.0															
FBXO10								30.0							23.0														
FBXO11															36.0														
FBXO21																26.0													
FBXO25														21.0															
FBXO27																									15.0				
FBXO28															70.0														8.0
FBXO31			14.0						10.0																				13.0
FBXO32			48.0											24.0	96.0														
FBXO33														5.0				5.0											
FBXO40															13.0										21.0				
FBXO41															18.0														
FBXO44														56.0											76.0				
FBXO45														15.0											67.0				
FBXO47															17.0														
FBXO48														9.0	16.0										53.0				
FBXO5									32.0						26.0														
FBXO6																									15.0				
FBXO9														75.0											45.0				
FBXW11														27.0															
FBXW2									10.0											20.0				20.0					
FBXW7				15.0									123.0																
FBXW8														22.0											32.0				
FCAR																			224.0						318.0				9.0
FCER1A														9.0															
FCF1																									93.0				
FCGR1A									38.0																				
FCGR2A															12.0														
FCGR3A															55.0														
FCGR3B															40.0														
FCHO1															80.0														
FCHSD1														13.0															50.0
FCN1																													6.0
FCN2														14.0															
FCRL1														93.0	105.0														
FCRL2																									14.0				
FCRL3															18.0														
FCRL4																12.0													
FCRL5									132.0					106.0															
FCRL6															15.0														
FCRLA														70.0															
FDCSP								6.0																					
FDX1															23.0										8.0				
FECH														20.0	64.0														
FEM1A														25.0															36.0
FEM1C														5.0															
FERMT1				12.0																									
FEZF2														42.0															
FFAR2																									83.0				
FFAR4														98.0	28.0										96.0				
FGA															23.0				19.0										
FGB										28.0				24.0															
FGD1														7.0															
FGD2														16.0															
FGD4								30.0	4.0					17.0		15.0									67.0				
FGD5														20.0															
FGD6									25.0	20.0				6.0											26.0				
FGF1				98.0																									
FGF11														5.0															
FGF12															98.0														
FGF17														12.0															
FGF2										11.0				23.0											25.0				59.0
FGF23														20.0	20.0														
FGF5															58.0										78.0				56.0
FGF7															37.0														
FGFBP3														30.0															
FGFR1													1521.0	225.0	225.0			207.0							351.0				
FGFR1OP2															42.0														
FGFR2									196.0	78.0			273.0												4.0				
FGFR3													126.0																
FGFRL1														117.0				135.0											
FGG														9.0															
FGL2																									20.0				
FHAD1																									60.0				
FHDC1														43.0															
FHIT														50.0															
FHL1														248.0															
FHL5															28.0														
FIBCD1			80.0											64.0															
FIBIN														11.0															
FIGN														31.0															
FIP1L1															27.0														
FIZ1																			25.0										
FJX1															37.0														
FKBP10									13.0																				
FKBP14																									67.0				
FKBP1B								54.0																					
FKBP4								11.0																					
FKBP5														6.0	36.0										36.0				
FKBP7																						8.0							
FKBP9																									22.0				
FKTN														132.0											54.0				
FLCN																									29.0				
FLG2															13.0										34.0				
FLI1																22.0													
FLJ42280																54.0													
FLNB														72.0															
FLOT1														30.0															
FLRT2									42.0																				
FLT1															9.0														
FLT3													45.0																
FLT4	14.0																												
FLVCR1															41.0										83.0				
FLVCR2															28.0														
FLYWCH2														39.0															
FMNL2									17.0						25.0														
FMNL3		56.0							66.0					28.0															134.0
FMO2			15.0																										
FMO3														44.0															
FMO4									18.0																				
FMO5														40.0															31.0
FN1															95.0														
FNBP1																									22.0				
FNBP1L														51.0	78.0	90.0													8.0
FNDC3A									20.0					42.0															
FNDC3B														32.0		8.0													
FNDC4								18.0																	19.0				
FNIP1										46.0					32.0										30.0				
FNIP2			3.0																										
FOCAD														15.0															
FOPNL									30.0					5.0											58.0				
FOSB														16.0						60.0									
FOXC1									29.0																				
FOXD3														56.0															
FOXD4														6.0															
FOXE3			37.0																										
FOXF1									7.0																				
FOXF2														8.0	5.0														
FOXG1															21.0														
FOXI1															72.0														
FOXI2														26.0		16.0									8.0				
FOXJ2														24.0															
FOXJ3															16.0										40.0				
FOXK1								95.0						31.0	45.0										85.0				
FOXL1															37.0														
FOXL2														28.0															
FOXN1														23.0															
FOXN2															35.0			20.0											
FOXO1			24.0											26.0															
FOXO4														66.0															
FOXP1															144.0														
FOXP2														108.0				60.0											
FOXP3														50.0															
FOXP4														24.0											108.0				
FOXR2														17.0															
FOXRED1															17.0														
FOXRED2			36.0																						178.0				
FPGT		35.0												17.0															40.0
FPGT-TNNI3K														4.0									18.0						
FPR1														46.0															
FRA10AC1															13.0										31.0				
FRAS1														17.0														21.0	
FRAT2														17.0															
FREM1								46.0																					
FREM2														40.0	30.0			3.0											
FRG2C														25.0															
FRK															13.0														
FRMD1			18.0																										
FRMD3															52.0										16.0				
FRMD4A															29.0														
FRMD8															17.0										44.0				
FRMPD4														6.0	26.0														
FRS2															54.0														
FSCN1														65.0															
FSIP1								12.0																					
FST																													13.0
FSTL5														192.0															
FTCD														16.0															
FTL									49.0																				
FTO														7.0											9.0				
FTSJD2									7.0					34.0															
FUBP1			11.0											19.0															
FUBP3														5.0															
FUCA1														12.0															
FUK																										9.0			
FUOM														65.0															30.0
FURIN															21.0														
FUT1																		9.0							23.0				
FUT10																												13.0	
FUT11														15.0															
FUT2																									26.0				
FUT9									35.0						12.0				20.0										
FXN															60.0										136.0				
FXR1		8.0																											
FXR2				33.0																									
FXYD4														40.0															
FXYD5														48.0															
FYB														66.0	21.0									57.0					
FYCO1			12.0						6.0					26.0	26.0														
FYTTD1														18.0	20.0														
FZD1																19.0													
FZD10									11.0																				
FZD2									15.0					17.0															
FZD3			16.0												56.0										166.0				
FZD4															15.0														
FZD5															12.0														
FZD7			6.0																										
FZD8															6.0														
FZR1														63.0															
G0S2															79.0														
G2E3															15.0														
G3BP2			54.0																										
G6PC														27.0											16.0				
G6PC2										75.0				84.0	58.0										44.0				81.0
GAB1			52.0	106.0														28.0											
GAB2										12.0				76.0															
GAB3			54.0						18.0					38.0	38.0			8.0											
GABBR1																													108.0
GABPB1														40.0															
GABRA1															185.0														
GABRA2				18.0										26.0															
GABRA3															28.0					10.0									
GABRA4														27.0	78.0	123.0									54.0				
GABRB1														15.0															
GABRB2			34.0								62.0			48.0	64.0	16.0									50.0				
GABRB3														76.0	124.0										44.0				
GABRE																		39.0											
GABRG1			11.0								8.0			61.0	22.0														
GABRG2														93.0															
GABRG3														37.0															
GABRP									8.0			9.0		25.0	11.0														
GAD2														17.0															
GADD45A																								69.0					
GADD45B														39.0															
GADL1									7.0							12.0													
GAGE1														39.0															
GAL														7.0															
GAL3ST3																22.0													
GAL3ST4																									9.0				
GALE															93.0														
GALK2																													24.0
GALM																									19.0				
GALNT13														8.0															
GALNT14														63.0															
GALNT15															55.0										37.0				
GALNT16															30.0														
GALNT2																									14.0				
GALNT3															12.0			9.0											
GALNT4															16.0										13.0				
GALNT6								16.0																	134.0	1.0			
GALNT9														52.0															
GALNTL2									7.0																				
GALP																													24.0
GAP43														44.0															
GAPDH								38.0																					18.0
GAPT																									15.0				
GAPVD1																									24.0				
GAREM															32.0														
GAREML															44.0														
GARS							19.0							1.0															
GART									12.0																32.0				
GAS2L1		23.0												26.0															12.0
GAS7														160.0	292.0										496.0				
GAS8									27.0																				
GATA3														28.0															
GATA6									38.0			17.0																	
GATAD1																									134.0				
GATAD2A														56.0															
GATAD2B															28.0														
GATC														21.0															
GATM														20.0															
GATS		12.0								12.0				27.0															80.0
GATSL3														27.0															
GBA3															44.0														
GBE1															12.0														
GBP1														5.0															
GBP4																								33.0	224.0				
GBP6																									21.0				
GBP7															4.0														
GBX2														21.0															
GCC1															16.0														
GCDH			20.0																										14.0
GCG														12.0		21.0													
GCH1														16.0															
GCHFR														27.0															
GCLC															74.0														
GCLM																									69.0				
GCNT1								80.0						130.0											30.0	35.0			
GCNT2															18.0										192.0				
GCOM1									30.0														36.0	42.0	32.0				
GCSAM															72.0														
GCSAML															17.0										24.0				
GDA							27.0												90.0										
GDAP2										19.0					22.0														
GDF3																4.0													
GDF6														15.0															
GDPD1																									70.0				
GDPD5														57.0	23.0														
GEM																											24.0		
GEMIN7								438.0						39.0															
