	Acute myeloid leukemia	BladderUrothelialCarcinoma(TCGA,US)	Breast Cancer	BreastCarcinoma(WTSI,UK)	BreastInvasiveCarcinoma(TCGA,US)	CervicalSquamousCellCarcinoma(TCGA,US)	Chronic lymphocytic leukaemia	ColonAdenocarcinoma(TCGA,US)	Colorectal adenocarcinoma	GastricCancer(CCGC,CN)	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	LiverCancer(NCC,JP)	LiverCancer(RIKEN,JP)	Lung	MalignantMelanoma(WTSI,UK)	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Prostate	ProstateCancer(OICR,CA)	RectumAdenocarcinoma(TCGA,US)	Small cell lung cancer	T-cell ALL	UterineCorpusEndometrioidCarcinoma(TCGA,US)
NOB1															16.0														
NOC2L														48.0															
NOD1															23.0														
NOD2														7.0	5.0														
NOL12														37.0											21.0				
NOL3		15.0																											
NOL9														7.0	7.0										71.0				
NOM1									18.0																34.0				
NOMO1																													14.0
NONO														80.0															
NOP10										51.0																			
NOS1				56.0										64.0	144.0										152.0				
NOS1AP														12.0															
NOS2										26.0				47.0															
NOS3																									5.0				
NOSTRIN															48.0							40.0							
NOTCH1														22.0															
NOVA1									62.0					42.0															
NOX1														58.0															
NOX4															57.0										156.0				114.0
NPAP1																									108.0				
NPAS2														24.0															
NPAS4														4.0															
NPFFR2														186.0															
NPHP3																									35.0				
NPHP4															27.0														
NPHS1																									12.0				
NPHS2															49.0														
NPL														39.0															
NPM2														20.0															
NPNT														180.0					80.0										
NPPA														17.0															
NPR3															75.0			51.0											84.0
NPTX1														17.0				8.0											
NPTX2																33.0													
NPTXR																									59.0				
NPVF														6.0					5.0										
NPY1R														20.0															
NPY2R															32.0														
NQO1								24.0																	42.0				
NR0B1															12.0														
NR0B2															30.0														
NR1H2														12.0															
NR1H3															50.0														
NR1I3																													64.0
NR2C1																								25.0					
NR2C2															45.0														
NR2C2AP																													12.0
NR2E1														16.0															
NR2F2											104.0				44.0														
NR3C1														530.0	260.0														299.0
NR3C2														20.0	32.0														
NR4A2															26.0										12.0				
NR4A3														15.0															37.0
NRAS													29.0												22.0				
NRBP1														24.0															
NRD1														16.0															
NRF1															42.0														
NRG1		36.0												83.0	95.0												72.0		378.0
NRG3												105.0			51.0												75.0		
NRIP1									1.0					17.0	41.0														
NRIP2																									21.0				
NRIP3														9.0											5.0				
NRL																			19.0										
NRP2														48.0	138.0				54.0										
NRXN1										99.0					99.0										72.0				
NRXN2														66.0															
NRXN3			63.0											18.0	132.0			42.0											
NSA2															15.0														
NSD1												22.0																	
NSDHL														88.0															
NSF															10.0														
NSFL1C															51.0														
NSG1														16.0															
NSL1		18.0	60.0						56.0					72.0	90.0														
NSMF														180.0	60.0														
NSUN2														10.0															
NSUN4														87.0															
NSUN5										36.0																			
NT5C1B															270.0														
NT5C2									30.0						42.0										24.0				
NT5DC1																								20.0					
NT5DC2			36.0																										
NT5DC3									29.0						27.0	27.0									27.0				
NT5E														18.0															
NT5M														19.0															
NTF4															13.0														
NTHL1								11.0																					
NTM									45.0					39.0															
NTN1														79.0															
NTNG1														135.0															
NTRK2			22.0	26.0				20.0	38.0		66.0				268.0														
NTRK3														47.0	37.0														
NTSR1														89.0															
NUAK1												22.0		23.0															
NUAK2														11.0											120.0				
NUB1				52.0					40.0					70.0															
NUBPL																									39.0				
NUCKS1															13.0												16.0		
NUDC															11.0										9.0				
NUDCD3														15.0	34.0														
NUDT12														22.0															
NUDT13															24.0														
NUDT15																									9.0				
NUDT16														54.0	148.0		126.0										38.0		
NUDT16L1			23.0																										
NUDT18																30.0													
NUDT19									22.0																125.0				
NUDT2															33.0														
NUDT21																		14.0											
NUDT4																									44.0				
NUDT7																													17.0
NUDT8														32.0															
NUDT9									54.0						48.0										135.0		69.0		
NUFIP2												18.0		15.0	3.0										12.0				
NUGGC														14.0											18.0				
NUMB																													24.0
NUMBL			38.0																						10.0				
NUP205														17.0															
NUP210														18.0															
NUP210L														17.0															
NUP43								124.0							16.0										107.0	7.0			
NUP50									12.0						48.0														
NUP62																									195.0				
NUPL2															10.0														
NUPR1														38.0															
NUS1										18.0																			
NWD1															26.0														32.0
NXF1		22.0												5.0															92.0
NXPE1										5.0																			
NXPE3														20.0											244.0				
NXPH1														28.0	23.0														
NXPH3														21.0		33.0								22.0					
NXPH4														19.0															
NYAP2																									52.0				
OAS1															31.0														14.0
OAS3														14.0	57.0														
OASL		16.0												27.0											126.0				27.0
OBFC1																								11.0					
OBSCN														20.0															
OCA2																16.0													
OCIAD1														42.0	24.0														
OCLN																									39.0				
OCRL														34.0															
ODF2														55.0															
ODF2L														74.0	32.0	2.0									634.0				
ODZ1																				39.0									
ODZ3									7.0																				
OGDH										42.0																			
OGFOD1															17.0										13.0				
OGFOD2														16.0															
OGFOD3																									100.0				8.0
OGFR														17.0															
OGG1		9.0												111.0															133.0
OLA1															28.0										128.0				
OLFM1														29.0					5.0										
OLFM3															12.0														
OLFM4																		19.0											
OLFML1			9.0																										
OLFML2A															23.0										3.0				
OLIG1															12.0														
OMA1														7.0															
ONECUT2									9.0					43.0	18.0			23.0											
OPA3														28.0											152.0				
OPCML									32.0					136.0	60.0										12.0				
OPN5															6.0			11.0											
OPRK1															10.0				16.0										
OPRL1																39.0													
OPTN																									40.0				
OR12D3														21.0															
OR13A1																6.0													
OR2C3														9.0	10.0														
OR2H1																12.0												16.0	
OR2L13									13.0																				
OR4K1														12.0															
OR51E1															55.0														
OR51E2															21.0										10.0				
OR7D2																									19.0				
OR9Q1														14.0															
ORAI2									36.0					32.0	48.0										212.0				
ORAI3														20.0	21.0														
ORC2															9.0														
ORC4															204.0														
ORC6																									38.0				
ORMDL1															22.0														
ORMDL2								7.0						35.0	24.0														
ORMDL3														9.0															
OSBPL10															60.0														
OSBPL11														20.0															
OSBPL2															46.0														
OSBPL3			80.0																										
OSBPL7														35.0															
OSBPL8														8.0	68.0														
OSBPL9														133.0															
OSCAR																									44.0				
OSCP1																		19.0											
OSGIN1															12.0														
OSGIN2														40.0	24.0														
OSMR														18.0	11.0													16.0	
OSR1														10.0															
OST4														21.0															
OSTC															24.0														
OSTF1														31.0															
OSTM1														11.0															
OTC															14.0														
OTOF														72.0															
OTP														13.0															
OTUB1																													28.0
OTUB2															44.0														
OTUD3			11.0												9.0										11.0				
OTUD6A												15.0																	
OTUD6B															50.0														
OTX2															12.0														
OVOL2							10.0																						
OXCT1															17.0														
OXGR1															9.0														
OXNAD1				36.0										26.0	10.0														
OXR1								48.0							36.0														
OXSM																													36.0
OXSR1														20.0	30.0														
OXTR																									9.0				
P2RX7																									71.0				
P2RY10															6.0														
P2RY14																		24.0											
P2RY2			54.0											33.0															
P2RY6														17.0											39.0				
PABPC4L																											13.0		
PABPN1														20.0															
PABPN1L														30.0															
PACRG										18.0																			
PACS1														30.0															
PACS2														45.0	123.0										75.0				
PADI1															23.0														
PADI2														34.0															
PADI3																35.0													
PADI4														12.0	22.0														
PAFAH1B1															17.0										9.0				
PAFAH1B2														60.0	12.0										64.0				
PAG1															16.0														
PAH															15.0														
PAICS																									60.0				
PAIP2															30.0														
PAIP2B																									12.0				
PAK1IP1														3.0															
PAK2														33.0	36.0										96.0				
PAK3															240.0														
PAK7															16.0							30.0							
PALB2														6.0															
PALD1														16.0															
PALM2																26.0			36.0						106.0				
PALM2-AKAP2															52.0			22.0											
PAM															150.0														
PAN2																									36.0				
PANK1														30.0															
PANX1														28.0															
PAOX		29.0																											5.0
PAPD5									16.0																				
PAPL																									49.0				
PAPLN																									57.0				
PAPOLA															7.0										50.0				8.0
PAPOLG															16.0										159.0				
PAPPA														33.0	128.0														
PAPPA2			46.0																					14.0					
PAPSS2									6.0					46.0															
PAQR4			16.0																										
PAQR5														68.0											88.0				
PAQR8														30.0	15.0	21.0									40.0				
PARD3															64.0														
PARD3B			60.0						39.0					48.0											60.0				
PARD6B											8.0				32.0														
PARD6G																			31.0						45.0				
PARK2									27.0						81.0										108.0				
PARM1												12.0		43.0	21.0	26.0													
PARP11															14.0										44.0				
PARP15															30.0														
PARP16														5.0	21.0														
PARP8															42.0														
PARP9								100.0							25.0										42.0				
PARPBP														9.0															82.0
PARVG									48.0					57.0															
PASD1														15.0															
PASK															29.0														
PATE1														37.0															
PATE4														18.0											19.0				
PATZ1															12.0														7.0
PAX1														48.0	26.0														48.0
PAX2														85.0															17.0
PAX3		33.0								30.0				60.0	75.0			120.0							40.0				26.0
PAX4															10.0														20.0
PAX5															9.0														
PAX6														12.0				102.0									51.0		
PAX7								3.0							30.0				18.0									10.0	
PAX8			60.0																										
PBLD														12.0											7.0				
PBX1														18.0	115.0			90.0							45.0				31.0
PBX2														24.0															
PBX3																													20.0
PCBP2															203.0														
PCBP3															30.0														
PCDH1														10.0															
PCDH10														62.0	14.0														
PCDH11X		37.0	21.0			6.0									121.0														123.0
PCDH15		13.0												28.0	18.0				35.0						10.0				168.0
PCDH17									30.0						70.0									18.0					
PCDH19															42.0														
PCDH8														26.0															
PCDH9														62.0													54.0		
PCDHA9									32.0						16.0	15.0									24.0				
PCDHB11																									51.0				
PCDHB13																				16.0									27.0
PCDHB14																													65.0
PCDHB4															8.0														
PCDHB6										18.0																			
PCDHB9									7.0																				
PCDHGA1															19.0														
PCDHGA10															19.0														
PCDHGA11															38.0														
PCDHGA12															19.0														
PCDHGA2															19.0														
PCDHGA3															19.0														
PCDHGA4															19.0														
PCDHGA5															19.0														
PCDHGA6															19.0														
PCDHGA7															19.0														
PCDHGA8															19.0														
PCDHGA9															19.0														
PCDHGB1															19.0														
PCDHGB2															19.0														
PCDHGB3															19.0														
PCDHGB4															19.0														
PCDHGB5															19.0														
PCDHGB6															19.0														
PCDHGB7															19.0														
PCDHGC3															38.0														
PCDHGC4															19.0														
PCDHGC5															19.0														
PCF11														14.0	50.0														
PCGF1														22.0															
PCGF2														23.0															
PCGF3															33.0			13.0											
PCGF5														63.0	12.0														
PCIF1														20.0															
PCLO								43.0						29.0	57.0														
PCM1																									58.0				
PCMTD1									10.0					174.0											31.0				
PCMTD2															24.0									74.0					
PCNP									7.0						14.0														
PCNX															10.0														
PCOLCE														9.0															
PCSK1																30.0								42.0					
PCSK2														60.0															
PCSK5																								22.0	52.0				
PCSK7														12.0															
PCYOX1									2.0						13.0										24.0				
PCYT1B			72.0												42.0														
PDAP1														10.0															
PDCD1																		25.0											
PDCD10														45.0															
PDCD1LG2														16.0															
PDCD4														99.0	21.0										60.0				
PDCD6IP												26.0			18.0														
PDCD7															13.0														
PDCL														22.0															
PDCL3														12.0															
PDDC1														33.0											78.0				
PDE10A									13.0					55.0	8.0	14.0							17.0						
PDE12									12.0																10.0				
PDE1C														102.0															
PDE2A														92.0															
PDE3A																		48.0											
PDE4A																90.0													
PDE4C																									150.0				
PDE4D														279.0	558.0														
PDE4DIP			117.0																										
PDE5A			39.0																										
PDE6A																3.0									69.0				
PDE6B																									159.0				
PDE6G																													19.0
PDE8A															54.0														
PDGFB			60.0	30.0																									
PDGFC															13.0														
PDGFD														130.0	24.0														
PDGFRA														6.0															
PDGFRB														24.0															
PDHA1						104.0																							152.0
PDHA2															21.0														
PDHB															18.0														
PDIA4																		7.0											
PDIK1L														24.0											57.0				69.0
PDK2															48.0														
PDK3												31.0																	
PDK4														21.0															
PDLIM2														13.0		14.0									37.0				35.0
PDLIM4														68.0															
PDLIM5									85.0						102.0										220.0				65.0
PDLIM7														34.0															
PDP1											75.0			108.0															
PDP2														19.0									26.0		64.0				
PDPK1														66.0	30.0														
PDPN																									56.0				
PDPR				39.0										13.0		12.0													
PDS5B														11.0															
PDX1											22.0																		
PDXK														36.0											56.0				
PDYN														200.0															
PDZD11														18.0															
PDZD2															23.0														
PDZK1															41.0														
PDZRN3														30.0															
PEAK1															9.0			33.0							19.0	11.0			
PECR																									80.0				
PEG10									210.0			132.0		138.0	114.0	66.0													
PEG3																		130.0											85.0
PELI2														18.0															
PELO															14.0														
PEMT														102.0															
PEPD															24.0														
PET117		15.0																											18.0
PEX1														1.0						17.0									
PEX11A														20.0															
PEX11B														56.0	36.0														
PEX13															12.0														
PEX19											20.0			22.0	16.0														
PEX2				52.0																					100.0				
PEX26																									60.0				30.0
PEX5L									56.0					88.0	112.0										696.0				
PFDN1														26.0											38.0				
PFDN4														14.0															
PFKFB1														39.0															
PFKFB2											6.0				8.0														
PFKFB4																23.0													
PFKL														54.0															34.0
PGAM5														124.0											190.0				
PGAP1								21.0						47.0	15.0				18.0										
PGAP2																													192.0
PGBD3														8.0															
PGGT1B														8.0															
PGLYRP4														24.0															
PGM2			8.0																										
PGM2L1															22.0										37.0				
PGM3			54.0																										78.0
PGP														59.0															
PGPEP1																									110.0				
PGR															106.0														
PGRMC2															14.0														
PGS1																													15.0
PHACTR1															20.0														
PHACTR2															88.0			8.0	68.0						148.0				
PHACTR3														65.0															
PHACTR4			48.0																						216.0				
PHAX																									172.0				
PHC2			26.0																										
PHC3									23.0																				
PHEX												19.0																	
PHF1		36.0																											57.0
PHF12															17.0														
PHF13														18.0	18.0														
PHF14									12.0																				
PHF15														35.0	48.0														
PHF17																									34.0				
PHF20															27.0										9.0				
PHF20L1			15.0											5.0	25.0	8.0													3.0
PHF21A															38.0														
PHF21B														93.0															
PHF6															16.0														
PHKA1																									60.0				
PHKA2																													27.0
PHKG2				33.0					16.0																				9.0
PHLDA1															15.0										19.0				
PHLDA2														7.0	16.0														
PHLDB1																											30.0		
PHLDB3														23.0															
PHLPP1															25.0														
PHLPP2									32.0																62.0				
PHOSPHO2-KLHL23														28.0															
PHRF1								15.0																					
PHYHIPL																							18.0						56.0
PI15									15.0						13.0					17.0									
PI4K2A															15.0														
PIAS3														12.0															
PICALM									60.0																84.0				
PID1														8.0															
PIDD														22.0															
PIF1																						30.0							
PIFO														40.0															
PIGA														72.0	46.0														
PIGH																									14.0				
PIGK															56.0														
PIGL										26.0																			
PIGM														26.0															
PIGO																		15.0											
PIGQ			21.0																										82.0
PIGW																									14.0				
PIGX									46.0						26.0									8.0	34.0				
PIH1D3												88.0													14.0				
PIK3AP1									9.0																				
PIK3C2A														8.0											112.0				
PIK3C2B																								25.0					
PIK3C2G									5.0																				
PIK3CD																									48.0				
PIK3CG															37.0										24.0				
PIK3IP1																													20.0
PIK3R1													168.0	76.0	112.0														
PIK3R2																									20.0				
PIK3R3			40.0											90.0	72.0														
PIK3R5														102.0	114.0	150.0													
PIKFYVE																									39.0				
PIM1													40.0																
PINLYP														74.0															
PIP														20.0															
PIP4K2B								16.0							8.0														
PIP5K1A														68.0															
PIP5K1C														32.0															
PIPOX																									31.0				
PIRT																17.0													
PITPNB									27.0																				
PITPNC1																													29.0
PITPNM2																		35.0											
PITPNM3														44.0															
PIWIL1									26.0																				
PIWIL2																									24.0				
PJA1														45.0															
PJA2															17.0														
PKD2			9.0											18.0	27.0														
PKD2L2																													11.0
PKDREJ														12.0															
PKHD1			10.0							27.0				12.0	25.0														
PKHD1L1														3.0	30.0														
PKIG														54.0															
PKM														28.0															
PKN2														16.0															
PKN3														46.0															
PKNOX1														51.0											32.0				
PKNOX2														14.0															
PKP1															66.0														
PKP4														52.0															
PLA1A														84.0															
PLA2G12A																									60.0				
PLA2G12B									19.0																				
PLA2G15														31.0															
PLA2G4A															20.0														
PLA2G4B															30.0														
PLA2G4C														75.0															
PLA2G4D															18.0														
PLA2G4E															39.0										10.0				
PLA2G6														36.0															
PLA2G7														46.0															
PLA2R1															13.0			22.0											
PLAC1L														8.0															
PLAC8															6.0										24.0				
PLAG1														30.0	78.0														
PLAGL1															280.0														
PLAGL2														13.0	17.0														
PLAU														24.0	20.0														
PLAUR																									16.0				
PLB1														22.0															
PLBD2														20.0															
PLCB1		15.0																											13.0
PLCB2														31.0															
PLCD1																													22.0
PLCD3														35.0															
PLCD4														10.0															
PLCG1														36.0	38.0									36.0					
PLCH1		53.0												41.0	20.0														169.0
PLCL1									26.0						44.0	9.0													
PLCXD2														80.0															16.0
PLCXD3			17.0											20.0	13.0	34.0			10.0										
PLD1									22.0						18.0														
PLD5														57.0	159.0	54.0													
PLD6									27.0																				
PLEKHA1														25.0															78.0
PLEKHA2														17.0	30.0										42.0				
PLEKHA5														29.0											28.0				
PLEKHA6																		12.0											
PLEKHA7	19.0																												
PLEKHB2																									44.0				
PLEKHF1														37.0															
PLEKHF2														3.0	13.0														
PLEKHG1																									31.0				
PLEKHG2																									69.0				
PLEKHG3															16.0														
PLEKHG4B														11.0															
PLEKHG6														36.0															
PLEKHH1																		32.0											
PLEKHH2																			24.0						17.0				
PLEKHJ1														17.0															
PLEKHM1									28.0																				
PLEKHS1														42.0	13.0														73.0
PLG																28.0													
PLIN1														44.0															
PLIN3															114.0										132.0				
PLIN4														14.0															
PLIN5																									54.0				
PLK2																		30.0											
PLN															16.0									16.0					
PLOD2															26.0														
PLRG1																													16.0
PLSCR3														52.0															
PLSCR4										15.0															60.0				
PLTP														180.0															
PLVAP			16.0											7.0															
PLXDC1											17.0			37.0				36.0							23.0				
PLXNA4									25.0					30.0	87.0														
PM20D2															9.0										32.0				
PMAIP1														50.0															21.0
PMEPA1														150.0	25.0	45.0													
PMF1-BGLAP		32.0												72.0															
PML														14.0											52.0				96.0
PMM2															14.0					42.0									17.0
PMP2														33.0											4.0				
PMPCB														15.0															16.0
PMVK														19.0															
PNKD														50.0															
PNMA2														24.0	12.0										5.0				
PNMA3														26.0															37.0
PNMAL1																													94.0
PNO1														25.0											13.0				
PNPLA1																									81.0				
PNPLA3														5.0															
PNPLA4															30.0			132.0											
PNPLA8									36.0																198.0				
PNPO																									19.0				
PNPT1														4.0											57.0				
POC1A										48.0																			
POC1B-GALNT4															32.0										26.0				
POC5										56.0																			
PODN														88.0															
PODNL1														75.0															
POF1B														17.0	15.0														
POFUT1															23.0										66.0				
POFUT2														64.0															13.0
POGK														11.0	8.0														
POGLUT1															8.0														
POLA2								53.0																					
POLE														26.0															
POLE3																													21.0
POLH																									80.0				
POLK							11.0																						
POLN																													18.0
POLR1B																									86.0				
POLR1C															34.0														
POLR1E																									16.0				
POLR2A														15.0															
POLR2C														23.0															
POLR2E																									64.0				
POLR2F														38.0															
POLR2J2																									31.0				
POLR2K			12.0																										
POLR2M									30.0														36.0	42.0	32.0				
POLR3A									7.0																91.0				
POLR3D								68.0						26.0															
POLR3F														14.0															
POLR3G															7.0														
POLR3H		51.0							48.0					111.0															126.0
POM121		23.0				22.0								44.0															31.0
POM121L12														29.0															
POMC															26.0														
PON3																1.0													
POP4																9.0			23.0					24.0					
POPDC3																													11.0
POSTN														36.0															
POT1														20.0	12.0														32.0
POTEC																													38.0
POTEH																									21.0				
POU2F1														108.0	96.0										99.0				
POU2F2																								18.0					
POU2F3																									60.0				
POU3F1														10.0					14.0										
POU3F2														7.0	14.0												12.0		
POU3F4									6.0																13.0				
POU4F1															27.0				13.0				9.0						
POU4F2									17.0					20.0	34.0														
POU6F1			31.0											19.0											44.0				14.0
PPA2									68.0					88.0											60.0				
PPAN-P2RY11		26.0																											159.0
PPAP2A														12.0															
PPAP2B														7.0	30.0														
PPAP2C			36.0																										
PPAPDC1B																									64.0				
PPARA				56.0																					38.0				
PPARD														148.0											30.0				
PPARGC1A																								4.0					
PPARGC1B														102.0	174.0										36.0				
PPAT															15.0														
PPCDC															28.0														
PPDPF														78.0															
PPFIA1			15.0												17.0														
PPFIA4												12.0			41.0												23.0		
PPFIBP1															36.0										180.0				
PPFIBP2														60.0	111.0														
PPHLN1										225.0					36.0										105.0				
PPIA																									16.0				
PPIAL4G																									19.0				
PPIC														32.0															
PPID																									30.0				
PPIL2														61.0															
PPIL6															66.0														
PPL														9.0															
PPM1A											14.0				24.0	20.0									34.0				
PPM1B																								20.0	12.0				18.0
PPM1E														4.0															
PPM1F														16.0															
PPM1K																											16.0		
PPM1L														14.0															
PPM1N														8.0															
PPP1CA														84.0															
PPP1CB																									34.0				
PPP1CC														49.0															14.0
PPP1R10															45.0														
PPP1R12A														15.0				65.0											
PPP1R12B														41.0	314.0	68.0									93.0				38.0
PPP1R12C														15.0															
PPP1R13L														20.0															
PPP1R14C															36.0														
PPP1R15B														23.0	26.0										39.0				
PPP1R16B															210.0														
PPP1R17									20.0					98.0															
PPP1R18																													64.0
PPP1R21																													33.0
PPP1R26														13.0															
PPP1R3A															8.0														
PPP1R3B																32.0													
PPP1R3C															6.0														
PPP1R3D														9.0	4.0														
PPP1R9A														70.0															
PPP2R1B														96.0	18.0										81.0				
PPP2R2A														50.0															
PPP2R2C																			96.0										
PPP2R2D														19.0															
PPP2R3A																									210.0				
PPP2R4															90.0														
PPP2R5A										58.0					32.0														
PPP2R5C														80.0															
PPP2R5D														66.0	96.0														
PPP3CB														45.0	30.0														
PPP4R1														26.0															
PPP4R4														17.0															
PPP6R3																													132.0
PPT1														34.0															
PPTC7															20.0														
PQLC2																									108.0				
PRAMEF1																									23.0				
PRAMEF14														16.0															
PRAMEF16														30.0															
PRAMEF4																								22.0					
PRCD														15.0															
PRDM1												26.0												28.0					
PRDM10															32.0														
PRDM13														9.0															
PRDM14																		16.0											
PRDM16																		44.0	60.0										
PRDM2														22.0															
PRDM7																													14.0
PRDM8								14.0																					
PRDM9																15.0									6.0				
PRDX2														13.0															
PRELID2																									225.0				
PRELP																									46.0				
PREP														43.0	9.0														
PREPL																									644.0				49.0
PREX1														9.0															
PRIMA1														5.0	15.0														
PRKAA1																									44.0				
PRKAA2														56.0											70.0				
PRKAB2														53.0	13.0														
PRKACB				280.0										104.0	128.0														
PRKAR1B														90.0															
PRKAR2B															17.0														
PRKCA												21.0			17.0														
PRKCB			11.0											66.0	38.0										12.0				23.0
PRKCI															14.0														
PRKCZ																88.0													164.0
PRKD3														11.0															
PRKG1														22.0	96.0				24.0										
PRKG2								18.0																					
PRKRIP1										24.0									18.0										
PRKX									19.0						17.0										2.0				
PRLR														50.0				80.0											
PRM2																													33.0
PRMT2															66.0														
PRMT8														16.0									42.0						
PRND															17.0	44.0													
PRNP				180.0																									
PROK1														12.0	29.0														
PROK2														20.0															
PROM2									14.0																118.0				
PROSC			3.0																										
PROSER1																21.0													
PROZ														34.0	8.0														
PRPF18															6.0														
PRPF31																													27.0
PRPF38A										8.0				5.0	11.0														
PRPF4																									130.0				
PRPF40A														23.0	50.0														
PRPF4B								27.0																					
PRPH																9.0													
PRPH2															7.0														
PRPSAP1															4.0														
PRPSAP2														35.0															
PRR11									8.0							6.0									79.0				
PRR13														84.0															
PRR15														15.0															
PRR18															26.0														
PRR23A														15.0											15.0				
PRR23B														24.0															
PRR23C														12.0															
PRR3														74.0															
PRR5-ARHGAP8														5.0															
PRR5L														24.0															
PRR9																	27.0												
PRRC1														4.0				4.0											
PRRC2B															22.0														
PRRC2C															45.0														
PRRG1				13.0										18.0	48.0														
PRRG2																									35.0				
PRRG4															38.0										103.0				
PRRT2														21.0				69.0											41.0
PRRT3														8.0	14.0										22.0				
PRRT4														9.0															11.0
PRRX1														30.0	38.0														
PRSS1																									23.0				
PRSS12			11.0	23.0											13.0														
PRSS16														22.0	39.0														
PRSS45														19.0															
PRSS55														8.0															
PRTFDC1															15.0														
PRTG									16.0					59.0	23.0			29.0									21.0		
PRUNE2															10.0														
PRX		275.0				28.0								61.0														20.0	343.0
PSAPL1												7.0		36.0															
PSAT1															18.0														
PSD														12.0															
PSD2												13.0		24.0	9.0			12.0											
PSD3									20.0						68.0	44.0		30.0							58.0				
PSD4														35.0					18.0										
PSEN2																18.0													
PSENEN												20.0																	
PSG1									18.0																				
PSG2												19.0		5.0															
PSG6																									4.0				
PSG8														20.0															
PSIP1																						11.0							
PSMA3															30.0														
PSMA5														140.0															
PSMB2																									111.0				
PSMB5														48.0															
PSMC2														13.0	10.0														
PSMD10																													16.0
PSMD5																									31.0				
PSMD9																									52.0				
PSME4														18.0															
PSMF1														66.0															
PSMG2														10.0															
PSPH										12.0				8.0	16.0														
PSTPIP2										30.0		51.0																	13.0
PTAFR														132.0	168.0										152.0				
PTAR1									19.0					41.0	13.0														
PTBP1														141.0	45.0														
PTBP2									3.0						6.0														
PTBP3															151.0										60.0				
PTCD1														17.0											52.0				53.0
PTCD2														29.0															
PTCD3														8.0	14.0				19.0						37.0				
PTCH1													119.0	189.0	63.0														
PTCH2														28.0	4.0														
PTCHD2														25.0															
PTCHD4														27.0	19.0										51.0				
PTGDR														41.0	4.0														
PTGDR2															24.0														
PTGER3														102.0	62.0	5.0								24.0					
PTGER4														18.0	13.0														
PTGES																									43.0				
PTGES3															17.0														
PTGES3L																									30.0				
PTGFR																													82.0
PTGFRN									16.0																				
PTGIR														21.0	14.0														
PTGR2																									111.0				
PTGS1			28.0											58.0															
PTGS2									19.0						6.0												7.0		
PTH1R														8.0															
PTH2R															26.0					19.0									
PTHLH															26.0														
PTK6			14.0																										
PTMA																									74.0				
PTN																								7.0					
PTP4A1															28.0			74.0											
PTP4A2															81.0														
PTP4A3														78.0	40.0														
PTPLAD1																									24.0				
PTPLB														13.0															
PTPMT1														40.0	44.0														310.0
PTPN1														24.0															
PTPN11													33.0		13.0														
PTPN14										23.0																			
PTPN18																									116.0				
PTPN2														13.0	10.0														
PTPN21															44.0														
PTPN3															90.0										138.0				234.0
PTPRB														164.0	32.0				36.0						212.0		44.0		184.0
PTPRD														66.0	198.0														
PTPRE														26.0															
PTPRJ															9.0										65.0				
PTPRM											38.0																		
PTPRN2															45.0														
PTPRO															40.0			36.0											
PTPRS																								32.0					
PTPRT									40.0						126.0	156.0													
PTRF				9.0												16.0									9.0				
PTTG1IP										14.0																			67.0
PUM2															7.0														
PURA																13.0													
PURB														35.0	26.0										63.0				
PURG															14.0														
PUS1														57.0															
PUS10								7.0						16.0															
PUS3														12.0															
PUS7															12.0														
PUS7L															54.0														
PVALB																		11.0											
PVR														54.0	78.0										132.0				
PVRL2														50.0															
PVRL3														20.0	20.0														60.0
PWWP2A																		19.0											
PXDN															10.0														
PXN															136.0														
PYCRL														9.0					34.0						72.0				
PYDC1														3.0															
PYGM														38.0															
PYGO2															21.0														
PYHIN1														36.0															
PYROXD1														18.0											19.0				9.0
PYROXD2														24.0															
PYURF														18.0															
QKI			80.0							64.0				195.0	173.0	152.0													
QPCTL																									80.0				
QPRT														8.0															
QRICH1														8.0															
QRICH2																								37.0					
QRSL1								11.0																					
QSER1															11.0														
QTRT1														20.0															
QTRTD1																									128.0				
R3HCC1														8.0															
R3HDM1															22.0														
R3HDM2														54.0															
RAB11A														26.0	20.0										18.0				
RAB11B														42.0															
RAB11FIP1																									78.0				
RAB11FIP2														6.0															
RAB11FIP4															18.0										101.0				
RAB11FIP5								20.0						17.0	20.0														
RAB15														15.0															9.0
RAB18														45.0															
RAB1A			62.0																										
RAB22A															8.0			14.0							47.0				
RAB27A										24.0																			
RAB27B			15.0												12.0														
RAB28																													30.0
RAB2A														22.0															
RAB2B														40.0	20.0										204.0				
RAB31																											17.0		
RAB33A														21.0															
RAB33B															6.0										50.0				
RAB34															136.0														175.0
RAB35														96.0								42.0							18.0
RAB36															24.0										42.0				
RAB37														132.0															
RAB38									15.0																				
RAB39A															37.0										37.0				
RAB3A														17.0															
RAB3B									21.0					35.0	5.0			16.0							95.0				
RAB3D												25.0																	
RAB3GAP1														30.0															
RAB3GAP2			11.0						20.0					22.0	10.0														
RAB3IP															135.0										245.0				
RAB40C			60.0											80.0															
RAB43								322.0																					99.0
RAB4A															27.0														
RAB5A														42.0															
RAB5B									18.0																				
RAB5C														84.0															
RAB6B														44.0		20.0													
RAB6C																		12.0											
RAB7A															8.0														
RAB7L1																									172.0				
RAB8A																8.0													
RAB9A														18.0															
RAB9B															36.0														
RABEP1															26.0														
RABGAP1																									12.0				
