	Acute myeloid leukemia	BladderUrothelialCarcinoma(TCGA,US)	Breast Cancer	BreastCarcinoma(WTSI,UK)	BreastInvasiveCarcinoma(TCGA,US)	CervicalSquamousCellCarcinoma(TCGA,US)	Chronic lymphocytic leukaemia	ColonAdenocarcinoma(TCGA,US)	Colorectal adenocarcinoma	GastricCancer(CCGC,CN)	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	LiverCancer(NCC,JP)	LiverCancer(RIKEN,JP)	Lung	MalignantMelanoma(WTSI,UK)	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Prostate	ProstateCancer(OICR,CA)	RectumAdenocarcinoma(TCGA,US)	Small cell lung cancer	T-cell ALL	UterineCorpusEndometrioidCarcinoma(TCGA,US)
KIAA0754															9.0										9.0		8.0		
KIAA0825							7.0							16.0		1.0													
KIAA0947									20.0						13.0														
KIAA1009															11.0														
KIAA1024														1.0															
KIAA1045																											12.0		
KIAA1143														7.0											54.0				
KIAA1147			7.0								10.0																		
KIAA1161																									35.0				
KIAA1191														27.0	9.0														
KIAA1210																									3.0				
KIAA1244														8.0	2.0									6.0	3.0				
KIAA1267									27.0																				
KIAA1274									8.0																				
KIAA1328														12.0															
KIAA1377															6.0										22.0				
KIAA1429										4.0				13.0	5.0														
KIAA1430														12.0	10.0			4.0											
KIAA1432															4.0														
KIAA1462				16.0											3.0										26.0				
KIAA1467			2.0																										
KIAA1468														7.0															
KIAA1522														27.0															
KIAA1524															13.0														
KIAA1549									6.0							16.0									38.0				
KIAA1549L														9.0	24.0										5.0				
KIAA1586														17.0															
KIAA1598																													3.0
KIAA1614																									19.0				
KIAA1644														10.0	13.0										10.0				
KIAA1671																									41.0				
KIAA1683																													27.0
KIAA1704														8.0															
KIAA1715														16.0	5.0														
KIAA1737														18.0															
KIAA1751									9.0																28.0				
KIAA1841			4.0																						8.0				
KIAA2018								6.0				4.0		8.0	22.0										39.0	5.0			
KIAA2022			25.0						6.0																				
KIDINS220															6.0														
KIF11														5.0											15.0				
KIF13A									1.0																				
KIF17														30.0															
KIF1A			32.0											48.0															
KIF1B														19.0										18.0	47.0				
KIF1C														7.0	6.0										33.0				
KIF21A															48.0														
KIF21B									32.0					52.0	4.0														
KIF24																												15.0	
KIF26B														4.0															
KIF2A														68.0															
KIF2B														11.0															
KIF3A															14.0														
KIF3B									6.0																8.0				
KIF5C														16.0	18.0			6.0											
KIR2DL3														16.0	8.0														
KIR2DL4																			81.0										
KIR3DL1										10.0				7.0															
KIR3DL2										18.0	24.0			30.0															
KIRREL3														7.0															
KISS1														6.0															
KIT													24.0		36.0														
KITLG														4.0	12.0				38.0										
KL														16.0															
KLB			7.0												1.0										10.0				
KLC4														18.0															
KLF12			8.0											7.0	23.0	4.0								20.0					
KLF13			2.0											6.0															
KLF16														10.0															
KLF17														5.0											41.0				
KLF2														4.0															
KLF6														24.0	12.0														
KLF8								10.0																					3.0
KLHDC3														41.0															
KLHDC7A														12.0															
KLHDC9																													2.0
KLHL13														30.0															
KLHL18															6.0				11.0										
KLHL2														51.0															
KLHL21															7.0														
KLHL23														21.0															
KLHL24									14.0																				
KLHL26															2.0														
KLHL28									1.0																				
KLHL3															48.0			45.0											
KLHL30														19.0											36.0				
KLHL31															23.0														
KLHL32														3.0															
KLHL4												4.0																	50.0
KLHL40															7.0														
KLHL5			32.0													16.0													
KLHL6				13.0															3.0										
KLHL8														1.0		19.0									17.0				
KLK10								27.0																	24.0				
KLK11														60.0															
KLK12										16.0																			
KLK2									30.0						51.0														
KLK3																								27.0					11.0
KLK7																									16.0				
KLK8																													2.0
KLKB1															3.0														
KLLN																3.0													
KLRC1																		32.0											
KLRC2															2.0														
KLRC4																											10.0		
KLRC4-KLRK1															21.0														
KLRD1															33.0										144.0				
KLRK1															21.0														
KMO																													10.0
KNDC1														14.0															
KNG1														66.0											28.0				
KPNA1															4.0										11.0				22.0
KPNA2															7.0														
KPNA3			10.0																										
KPNA4															24.0	7.0									25.0				
KPNA6															4.0	5.0									35.0				
KPNB1									4.0																				
KPRP															18.0														
KRAS					8.0										24.0										12.0				
KRBOX4						8.0						44.0																	34.0
KREMEN1														11.0											34.0				
KREMEN2																													4.0
KRIT1																									55.0				
KRR1														12.0															17.0
KRT15														9.0							12.0								
KRT17																					6.0								
KRT19																					4.0								
KRT20															16.0														
KRT24															9.0														
KRT25										5.0											15.0								
KRT31							9.0														5.0								
KRT32														18.0															
KRT33B																					22.0								
KRT34																					11.0								
KRT36																					11.0								
KRT4																										17.0			12.0
KRT77																21.0													
KRT80														10.0	34.0														8.0
KRT81														6.0															
KRT82														27.0															
KRT84															3.0														22.0
KRT86														11.0															
KRT9															18.0														
KRTAP1-1																					12.0								
KRTAP1-3																					6.0								
KRTAP1-5																					14.0								
KRTAP10-9														7.0															
KRTAP19-3														29.0															
KRTAP2-4														5.0															
KRTAP20-3															8.0														
KRTAP3-1																					8.0								
KRTAP3-2																					4.0								
KRTAP3-3															9.0														
KRTAP4-1																			10.0		6.0								
KRTAP4-11																					17.0								
KRTAP4-12														17.0							11.0								
KRTAP4-2																					8.0								
KRTAP4-3															5.0						6.0								
KRTAP4-4																					14.0								
KRTAP4-5																					14.0								
KRTAP4-6										11.0				20.0							12.0								
KRTAP4-7														19.0		28.0													
KRTAP4-8																					16.0								
KRTAP4-9																													5.0
KRTAP5-11																1.0													
KRTAP5-2																													12.0
KRTAP9-3														6.0															
KRTAP9-4														35.0	19.0										50.0				
KRTAP9-8										10.0																			
KRTAP9-9														11.0															
KRTCAP3																													6.0
KSR2			20.0									11.0			38.0	5.0		15.0	6.0										
KTN1															12.0														
L2HGDH																									22.0				
L3MBTL2														18.0															
LACC1											36.0																		
LACTB2										15.0					9.0														
LAD1															18.0														
LAG3																13.0													
LAIR1																8.0													
LALBA				8.0																									
LAMA3															72.0														
LAMB4															10.0														
LAMC2									6.0					9.0											6.0				
LAMP3																									12.0				
LAMTOR3																6.0									78.0				
LANCL1														27.0	15.0														
LANCL2														1.0															
LANCL3																													13.0
LARGE														12.0	8.0														
LARP1															14.0														
LARP1B												14.0		12.0															
LARP4														25.0	15.0										75.0				
LARP4B															8.0														
LARS2															11.0														
LASP1																									8.0				
LAX1																									12.0				
LCA5															8.0														
LCE1D																													10.0
LCE1E															3.0									23.0					
LCE2A															3.0														
LCE2D															20.0														
LCE4A																		5.0											
LCE5A														5.0															
LCK													42.0																
LCLAT1														8.0															
LCN10														13.0															
LCOR									12.0					22.0															
LCORL											10.0				14.0										1.0				8.0
LCP1															8.0														
LCP2															11.0														
LDB1														38.0															
LDB2														66.0															5.0
LDB3																									45.0				
LDHA								30.0																					8.0
LDHAL6A															24.0										22.0				
LDLR																											114.0		
LDLRAD2														36.0															6.0
LDLRAD3														8.0															
LDLRAD4														78.0															
LDLRAP1															4.0														
LDOC1														12.0															
LECT2																													7.0
LEFTY2															38.0														
LEKR1																		5.0											
LEMD3															44.0			8.0											
LENG8														9.0															
LEO1															3.0														
LEP									2.0																29.0				
LEPR									12.0			19.0																	
LEPREL4									9.0																10.0				
LEPROT																									18.0				
LEPROTL1										3.0					3.0														
LETM1												4.0																	
LFNG														58.0															
LGALS13														6.0															
LGALS3																													8.0
LGALS8														112.0	44.0														
LGALS9C																			26.0										
LGI2									2.0																				
LGSN																									72.0				20.0
LHFP														6.0	17.0														
LHFPL1			6.0																										
LHFPL3															5.0														
LHFPL5														8.0	16.0														
LHPP		3.0																											13.0
LHX2									5.0																				
LHX4															8.0														
LHX6									10.0					42.0															
LHX8															12.0														
LIAS																									42.0				
LIF														6.0															22.0
LIFR			16.0												32.0														
LILRA5														48.0											20.0				
LILRB1									20.0					20.0											44.0				
LILRB2			26.0												6.0														
LILRB3																									56.0				
LILRB5															3.0														
LIMA1														48.0															
LIMCH1														235.0	210.0														
LIMD2														27.0															
LIME1														17.0															
LIMS1														66.0	72.0										18.0				
LIN28A								27.0	4.0										21.0						12.0				
LIN28B															18.0														
LIN54																									51.0				
LIN7C															2.0										17.0				
LIN9															12.0														
LINGO2															2.0														
LINGO4										22.0																			
LIPI														6.0	5.0														
LIPJ														5.0															
LITAF																									18.0				25.0
LIX1															9.0										11.0				
LIX1L														8.0															
LLGL1									5.0																				
LLGL2																													3.0
LLPH														2.0				9.0											
LMAN1																		10.0											
LMBR1														14.0															
LMBR1L														23.0															
LMLN															4.0										58.0				36.0
LMNB2									7.0					23.0															
LMO3			56.0											77.0	56.0														
LMO7															14.0														
LMOD1															15.0														
LMOD3								4.0																	10.0				
LMTK2									3.0					15.0															
LMX1B																									72.0				
LNX2																									17.0				
LOC100131094														7.0															8.0
LOC100506688									4.0																				
LOC256021									9.0																				
LOC339862									5.0																				
LOC388630									12.0									10.0											
LOC388813															8.0														
LOC401052																		30.0											
LOC646851																								18.0					
LOH12CR1																													4.0
LONP2														18.0	15.0										20.0				
LONRF1																									1.0				
LONRF2									14.0					4.0	15.0														
LOXL3								46.0							13.0														2.0
LPAR6																									45.0				
LPCAT2								16.0						20.0															
LPGAT1															16.0					8.0					16.0				
LPHN1			24.0																										
LPHN2														8.0	15.0														
LPHN3														46.0	7.0														
LPIN1																									6.0				
LPIN2														18.0	8.0														
LPIN3			16.0											14.0	9.0	3.0									10.0				
LPL			12.0																										
LPO															12.0														
LPP			27.0												87.0										138.0				
LPPR2														6.0														6.0	7.0
LPPR5														18.0	12.0														
LRAT																			10.0						21.0				
LRCH1									26.0																				
LRCH2									28.0								16.0								2.0				
LRFN2	6.0													10.0															
LRFN5														5.0															
LRG1																									22.0				
LRIG1															14.0														
LRIG2														5.0															
LRIG3															16.0														
LRIT2															23.0														
LRP1															11.0														
LRP12									14.0																				
LRP1B															3.0														
LRP2BP																									11.0				
LRP3														4.0															
LRP4																4.0													
LRP5L										16.0																			
LRP6			13.0											4.0	7.0	6.0													
LRPAP1									10.0					16.0	8.0				16.0				8.0		11.0				
LRRC1														2.0															
LRRC10															11.0										8.0				
LRRC14				5.0										8.0															12.0
LRRC15														10.0															
LRRC16A														46.0	8.0														
LRRC16B														14.0															
LRRC17																													26.0
LRRC18														8.0															
LRRC19														3.0											6.0				
LRRC2																									36.0				
LRRC20									63.0							93.0													
LRRC27												24.0			90.0										44.0				
LRRC3																									15.0				
LRRC36														14.0															
LRRC38														7.0															
LRRC41														4.0															25.0
LRRC46								24.0						33.0															
LRRC47														4.0															
LRRC49															18.0														
LRRC4B												4.0																	
LRRC4C														11.0															
LRRC52															19.0														
LRRC55															28.0												5.0		
LRRC56														15.0															
LRRC57																									16.0				
LRRC58									3.0						23.0										38.0				
LRRC59															10.0														
LRRC73										16.0																			
LRRC8A																		9.0											
LRRC8B															6.0										14.0				
LRRC8C																		9.0											
LRRCC1															8.0														
LRRFIP2															24.0														
LRRIQ1														13.0															
LRRK2															5.0														
LRRN4														7.0															
LRRN4CL																									12.0				
LRRTM4														10.0	4.0												8.0		
LRSAM1														76.0					68.0										
LRTM2			36.0									21.0		12.0															
LRTOMT														8.0											2.0				10.0
LSM1									5.0																				
LSM14A														50.0	28.0														
LSM5														12.0											75.0				
LSM6															6.0														
LSP1														185.0															
LSR														36.0															
LSS														21.0	48.0														
LTBP1														15.0	55.0														
LTBP3														27.0															
LTBP4														48.0															
LTBR														10.0															
LTN1														17.0															
LUC7L3														24.0				4.0											
LUM														5.0															
LUZP1														10.0	4.0														
LUZP2														15.0	45.0										15.0				
LY6D														12.0															
LY6K																													16.0
LY75														13.0															
LY75-CD302									26.0					20.0											58.0				
LY9															9.0														
LYG1														5.0															
LYNX1														66.0															
LYPD1																													54.0
LYPD3														31.0															
LYPD5															22.0														
LYPD6									2.0						10.0														
LYPLA1																									7.0				
LYRM2											21.0			47.0											24.0				
LYRM4														14.0											14.0				
LYRM5									7.0																				
LYRM7														6.0	21.0										68.0				
LYRM9														24.0															17.0
LYSMD2														6.0															
LYSMD3									6.0					6.0	6.0														
LYSMD4														9.0															
LYST														7.0															
LYVE1									3.0						2.0														
LYZ														20.0	5.0				12.0										
LZIC															5.0														
LZTR1															13.0														
M1AP														2.0											25.0				
MAB21L1														20.0															
MAB21L2																		7.0											
MAB21L3																									5.0				
MACC1															16.0			1.0							49.0				
MACF1															5.0														
MAD2L1BP														6.0															
MADD																18.0	6.0	60.0											12.0
MAEL																4.0													
MAF														6.0	33.0														
MAF1														13.0															
MAFA															13.0														
MAFB															5.0														
MAFK															15.0														
MAG														66.0															5.0
MAGEA10																									9.0				
MAGEA8															12.0														
MAGEB1									60.0						81.0														
MAGEB6														6.0															
MAGEC1															3.0		8.0												
MAGEC3																													22.0
MAGEL2															20.0														
MAGI1		10.0												5.0															24.0
MAGI2															10.0														
MAGI3														37.0															50.0
MAGOHB															14.0				2.0										
MAGT1																									10.0				
MAK														21.0															
MAK16															3.0										2.0				6.0
MAL																												44.0	
MAL2									7.0																				
MAMLD1								42.0																					
MAN1A2														8.0	4.0														
MAN2A2														14.0											11.0				
MANEA															4.0														
MANEAL		13.0																											47.0
MAP1B															16.0														
MAP1LC3A														18.0															
MAP1LC3B																1.0													
MAP2									8.0						16.0														
MAP2K1															3.0														
MAP2K3				6.0					4.0						32.0														
MAP2K4													46.0												12.0				
MAP2K5														15.0															
MAP2K7			20.0											14.0															
MAP3K1														4.0															
MAP3K13															216.0										27.0				
MAP3K14														10.0															
MAP3K19														6.0															
MAP3K2															5.0														
MAP3K3									26.0					14.0		18.0			42.0										
MAP3K5																			4.0										
MAP3K9															2.0										7.0				
MAP4			32.0											8.0	10.0										18.0				
MAP4K4														50.0															
MAP6D1																		4.0											
MAP7																		50.0											
MAP7D3			3.0												32.0										17.0				
MAP9														5.0	8.0														
MAPK1									8.0						6.0														
MAPK10																									100.0				4.0
MAPK13																3.0													
MAPK14															6.0														
MAPK1IP1L															3.0														
MAPK3														87.0															12.0
MAPK4															15.0														
MAPK7															20.0														
MAPK8IP2														40.0															
MAPK8IP3														32.0															
MAPK9														8.0															8.0
MAPKAPK2														12.0															4.0
MAPKBP1															60.0														
MAPRE1									2.0																				
MAPRE2										56.0					68.0														28.0
MAPRE3														8.0															
MAPT														256.0															
MARC1									7.0																				
MARC2														5.0															
MARCH1															10.0	18.0	26.0												
MARCH3										3.0																			
MARCH4																18.0													
MARCH7														3.0															
MARCH8																				36.0									
MARK2														80.0															
MARK4		20.0												18.0															
MARS2															10.0														
MARVELD2																									72.0				
MARVELD3																									15.0				
MASP1														7.0															
MAST1														10.0															
MAST3			10.0																						7.0				
MAST4														28.0															
MAT1A																									6.0				
MATN2															12.0														
MATN4														6.0															
MATR3														50.0	40.0														
MAU2														11.0															
MAVS			26.0															6.0											
MAX														17.0															
MAZ																													3.0
MB21D2														10.0	3.0														
MBD1									40.0																				55.0
MBD3														5.0											3.0				
MBD4															18.0														
MBL2									16.0					2.0	14.0														
MBLAC2									6.0					4.0											7.0				
MBNL1																													12.0
MBNL2																													6.0
MBNL3															162.0														
MBOAT2														38.0	4.0										8.0				
MBP														160.0	33.0														
MBTPS1																													13.0
MBTPS2															8.0														
MC1R														9.0						14.0									
MC2R										6.0				1.0															
MCAM														16.0															
MCAT									2.0																				26.0
MCC															52.0														
MCCC2														8.0															
MCCD1														5.0															
MCF2																													40.0
MCF2L2															4.0														
MCFD2							35.0																		35.0				
MCHR1															10.0														
MCHR2															38.0														
MCL1																								6.0	72.0				
MCM10																									36.0				
MCM3														11.0	1.0														
MCM4														18.0															
MCM6				7.0											1.0														
MCM8															14.0														
MCM9										7.0															4.0				
MCMBP									27.0																				
MCMDC2															8.0										3.0				
MCOLN1														1.0															
MCPH1			16.0																						46.0				
MCTP1														10.0															
MCTP2															24.0														
MDFIC															28.0														
MDGA1																									8.0				
MDGA2							32.0							44.0															
MDM1									2.0						4.0														10.0
MDM2								11.0							10.0										82.0				
MDM4														87.0		78.0									198.0				
MDP1																													24.0
ME1															3.0														
ME2														18.0															5.0
MEA1														6.0	4.0														
MEAF6								7.0																					
MECOM															49.0														
MECP2			7.0																										
MED1														15.0	6.0														
MED10														2.0															
MED12L			4.0											26.0															
MED13														9.0															
MED13L								4.0							19.0														
MED15														34.0															
MED17																									11.0				
MED18																									82.0				
MED19														9.0															
MED20																			9.0										
MED22														27.0															
MED23														16.0															
MED24																													16.0
MED27														18.0															
MED29																									16.0				
MED30														12.0															
MED4										14.0																			
MED8														3.0															
MED9	1.0																												4.0
MEF2A															30.0														
MEF2BNB														12.0	13.0										8.0				
MEF2D														19.0															
MEFV		5.0																							30.0				18.0
MEGF10														36.0	8.0	6.0													
MEGF11														6.0										29.0					
MEGF8															6.0														
MEGF9														12.0										4.0	12.0				
MEI1										5.0																			
MEIG1										19.0																			
MEIS1														5.0	2.0														
MEIS2														120.0		32.0													
MEIS3														40.0															
MEP1A														7.0	11.0														
MESDC2															10.0										31.0				
MET																									54.0				
METAP1D															10.0														
METAP2														2.0	4.0									9.0					
METTL1																													3.0
METTL15															12.0										24.0				11.0
METTL16														10.0	7.0										24.0				
METTL17														12.0															
METTL19			10.0																										
METTL20																									45.0				
METTL21A														12.0											36.0				
METTL21B		2.0													14.0										64.0				51.0
METTL21D															16.0														
METTL2A									8.0						10.0										23.0				
METTL2B														24.0	5.0										34.0				
METTL6									8.0																13.0				
METTL7A																									29.0				
METTL7B																									8.0				
METTL8									4.0																				
MEX3A														6.0															
MEX3C															12.0														
MFAP1														2.0															
MFAP2															24.0														
MFAP5															2.0										10.0				
MFI2															10.0														
MFN2														14.0															
MFRP														17.0															24.0
MFSD1															10.0														
MFSD10														36.0															
MFSD11																									133.0				
MFSD4																									22.0	12.0			
MFSD8																									9.0				
MFSD9																									19.0				
MGARP														5.0															
MGAT1														50.0															
MGAT2																													35.0
MGAT3														56.0	30.0														
MGAT4A															19.0														
MGAT4B														22.0															
MGAT5															29.0														
MGAT5B			30.0											102.0															
MGEA5														34.0															
MGLL														36.0															
MGRN1									18.0					92.0											96.0				10.0
MIA3														11.0															
MICA															16.0														
MICAL3				12.0										14.0	11.0			16.0						17.0			12.0		
MID1															45.0														
MIDN														62.0															
MIER1														60.0	120.0														
MIF4GD														44.0															
MINA		75.0												15.0															102.0
MINOS1															27.0														
MINPP1																													8.0
MIOX															24.0														
MIP														8.0	3.0														
MIPOL1															12.0														
MITF																								63.0					
MKL2															9.0														
MKLN1															10.0				54.0										
MKNK1		2.0																											
MKNK2														14.0															7.0
MKRN2														10.0											4.0				
MKX															28.0										6.0				
MLANA														5.0											46.0				
MLEC														4.0	24.0														
MLF1												108.0		12.0	144.0			42.0											
MLH3									6.0																				
MLL															26.0														
MLL2			5.0																										
MLL3															15.0														
MLL5															12.0														
MLLT10															26.0														
MLLT4														8.0											17.0				
MLLT6									5.0						5.0										30.0				
MLPH										12.0																			
MLST8															20.0														
MLX																													3.0
MLXIP														12.0	17.0														
MLYCD			7.0																										
MMAA														12.0											8.0				
MMAB														30.0											8.0				
MMACHC														6.0	4.0										13.0				
MME															40.0														
MMGT1														1.0															
MMP1										30.0																			
MMP11												16.0																	
MMP14															9.0														
MMP15														13.0															
MMP16														18.0	20.0	4.0		3.0											
MMP19														12.0											15.0				
MMP20														9.0	3.0														
MMP25														3.0	4.0														
MMP27														18.0															
MMP28														12.0															
MMP8															8.0									3.0					
MMP9														4.0															
MMRN1															4.0														
MMS22L														29.0															
MN1																								5.0					
MND1																													19.0
MNS1																											11.0		
MOAP1														3.0															
MOB1B									10.0																12.0				
MOB2			30.0											22.0															
MOB3A																			13.0						38.0				
MOB3B									6.0					9.0	6.0														
MOB4																									60.0				
MOCS1														68.0															40.0
MOCS2														6.0															26.0
MOCS3																									24.0				
MOG															40.0														
MOGAT3																													1.0
MON1B														4.0															
MON2														5.0											7.0				
MORC1														15.0	6.0														
MORC2																													4.0
MORC3															7.0														
MORN1														7.0															
MORN4									4.0																38.0				
MOSPD1															1.0														
MOSPD2															12.0														
MOV10																													22.0
MPC2															28.0										12.0				
MPDZ														2.0															
MPEG1																									6.0				
MPHOSPH6										15.0																			
MPHOSPH8																									24.0				
MPI														16.0															
MPP3			11.0																										
MPP5														2.0															
MPP7															8.0										9.0				
MPPED1																			11.0										
MPPED2																15.0													
MPRIP																								8.0					
MPST														15.0															
MPV17L																									68.0			22.0	6.0
MPV17L2																													16.0
MPZ			14.0																										
MR1			68.0																						188.0				
MRAP														13.0															
MRAP2															20.0										40.0				
MRC2														26.0															
MRE11A											34.0				64.0														
MREG			7.0												4.0														
MRI1														4.0											84.0				
MRO															28.0										64.0				
MROH9														17.0															
MRP63														15.0											106.0				
MRPL10														30.0															
MRPL11														56.0															
MRPL17														13.0															
MRPL19			11.0																										
MRPL2														21.0															
MRPL20														6.0															
MRPL22															28.0										14.0				
MRPL27														5.0															
MRPL30																									5.0				
MRPL4														38.0											33.0				
MRPL42														24.0															
MRPL43		8.0																											
MRPL44																									14.0				
MRPL47										8.0																			
MRPL49			2.0									3.0		15.0											8.0				
MRPL52																									90.0				
MRPS10																									2.0				
MRPS14															10.0														
MRPS16														40.0											21.0				
MRPS18A														9.0															
MRPS25														16.0	32.0														
MRPS26														19.0															
MRPS27								3.0																	22.0				
MRPS35														6.0															
MRPS5														17.0															
MRPS7														3.0	7.0														
MRS2															22.0														
MRTO4											6.0				7.0										20.0				
MS4A1			8.0																										
MS4A10									45.0					5.0											11.0				
MS4A14														6.0															
MS4A2														40.0															
MS4A3															42.0				27.0										
MS4A4A															12.0														
MS4A6A								26.0							32.0											8.0			
MS4A6E														11.0															
MS4A7														4.0	76.0			32.0							116.0				
MSANTD3																													6.0
MSANTD3-TMEFF1															3.0														
MSC														13.0	8.0														
MSH2														5.0															
MSH3																									15.0				
MSH4														8.0															
MSI1														4.0															
MSL2																									6.0				
MSMO1															20.0														
MSN									12.0																				
MSR1									19.0					28.0	14.0														
MSRB2																									3.0				
MSS51															7.0										9.0				
MSTN															7.0										2.0				
MSTO1														81.0															
MT1G										4.0																			
MT1H															1.0														
MTA1		10.0																											15.0
MTA2														3.0	2.0														
MTAP																									27.0				
MTBP														7.0															
MTCH1														28.0															
MTCP1														9.0															
MTDH															6.0										35.0				
MTF2															20.0														
MTFP1														9.0															
MTFR1														30.0															
MTFR1L															108.0														
MTHFD2														13.0	6.0														
MTHFR														10.0															
MTL5														14.0											24.0				
MTM1															4.0														
MTMR10														13.0															
MTMR11														9.0															
MTMR12														29.0											17.0				
MTMR2																													36.0
MTMR3														54.0															
MTMR4														8.0	2.0														
MTMR6														4.0															
MTMR7															8.0														
MTMR9														3.0	2.0														
MTPAP									18.0						6.0										69.0				
MTPN														10.0											5.0				
MTR															3.0	16.0									25.0				
MTRF1L									28.0					14.0															4.0
MTRNR2L3														7.0															
MTSS1														22.0	7.0														
MTTP															11.0									1.0					
MTUS1			40.0												5.0				10.0										
MTX2														16.0	16.0														
MTX3															74.0										32.0				10.0
MUC1														19.0															42.0
MUC12														8.0															
MUC13																19.0													
MUC15				18.0					27.0					141.0	18.0														
MUC17															4.0														
MUC2																			4.0										
MUC20														36.0				12.0							60.0				
MUC21															28.0														
MUC7														12.0															
MUL1														9.0															
MUM1															8.0	4.0													
MURC														9.0		10.0								7.0					
MVB12A														10.0															
MVB12B								12.0							1.0														
MXD1				21.0											12.0														
MXD3										27.0																			19.0
MXI1															93.0														
MXRA5															13.0														
MXRA7															15.0										24.0				
MXRA8			20.0																										
MYADM																									170.0				
MYADML2															2.0														
MYBL1															26.0														
MYBL2														11.0															
MYBPC1														72.0															
MYC														8.0															
MYCL1			16.0											10.0	7.0														
MYCT1														8.0	3.0														
MYD88														125.0															24.0
MYEF2		24.0												2.0	24.0														25.0
MYH11			18.0																					88.0					
MYH13										4.0																			
MYH14														42.0															
MYH7															8.0														
MYL12B														36.0															
MYLK3									4.0																				
MYLK4																26.0													
MYNN																									36.0				
MYO10												8.0			4.0			12.0									11.0		
MYO18A		32.0																											
MYO19														13.0															
MYO1C																									39.0				
MYO1D																			5.0										
MYO3B																									24.0				
MYO5A														52.0	24.0										32.0				
MYO5B									14.0		9.0			45.0	21.0										60.0				
MYO5C																									5.0				
MYO6															27.0										1.0				
MYO9A														20.0															
MYOC														4.0	15.0														
MYOCD			44.0											50.0															24.0
MYOD1														15.0	27.0														
MYOF							20.0																						
MYOG														3.0															
MYOZ2																									6.0				
MYOZ3																									40.0				
MYPN															51.0														
MYPOP														1.0				3.0											
MYRF														20.0															
MYSM1									2.0						9.0														
MYT1L															42.0														
MZT1														27.0															
N4BP1															19.0														
N4BP2									4.0						11.0										14.0				
N4BP2L1									10.0																				20.0
N4BP2L2															4.0														
N4BP3																16.0							25.0						
NAA15															2.0									13.0	16.0				
NAA30														7.0		6.0													
NAA35																						13.0							
NAA38														3.0	3.0														
NAA40																									6.0				
NAAA														10.0															
NAALAD2															4.0														
NAALADL1														19.0															
NAALADL2									7.0						8.0														
NAB1								41.0						35.0	28.0														
NABP1																													28.0
NABP2																									7.0				
NACC1														18.0															
NACC2														5.0															
NAF1									7.0																				
NAIF1				3.0										16.0											22.0				
NALCN														3.0	17.0														
NANOS1															4.0														
NAP1L1														15.0	58.0														
NAP1L3															5.0														
NAP1L5														2.0															
NAPB												36.0																	
NAPEPLD								6.0																					
NAPG									23.0																				
NAPSA														9.0															
NARG2														16.0										14.0					
NAT16			9.0													2.0													
NAT8L			11.0											26.0	17.0														
NAV1														34.0											50.0				
NAV2				40.0					68.0					216.0				16.0											
NAV3															11.0	17.0													
NBEA															10.0														
NBEAL1														4.0															
NBEAL2														25.0															
NBN														10.0						5.0									
NBPF10														5.0											15.0				
NBPF9														27.0	17.0														
NCALD														64.0														128.0	
NCAM1								20.0						18.0										20.0	27.0				
NCAM2															16.0														
NCAN														6.0															
NCAPD2																									17.0				
NCAPG2															5.0														
NCBP1																									19.0				
NCBP2														14.0											30.0				
NCCRP1																									16.0				
NCDN														3.0										42.0					
NCEH1																			24.0										
NCF4																													7.0
NCK2																													6.0
NCKAP1															18.0														
NCKAP5															6.0														
NCKIPSD															10.0														
NCL														18.0															
NCMAP				6.0																					19.0				
NCOA2														5.0															
NCOA3														28.0	24.0														
NCOA5									2.0																				
NCOA7								198.0																	114.0				
NCOR1															58.0														
NCOR2														30.0															
NCR3LG1															34.0										8.0				
NCS1									18.0					14.0															
NCSTN														20.0											11.0				
NDE1		6.0												18.0															
NDEL1														4.0															
NDFIP1																10.0													
NDFIP2															26.0														
NDN														2.0															
NDNF														29.0															
NDOR1														256.0															
NDRG1														46.0															
NDST1														15.0	5.0														
NDST3																									6.0				
NDUFA10															7.0		5.0												
NDUFA2																													26.0
NDUFA4L2														26.0															
NDUFA5															6.0														
NDUFAF3														24.0															
NDUFAF5								14.0						14.0															
NDUFAF6														20.0	12.0														
NDUFAF7														2.0											20.0				
NDUFB1														4.0															
NDUFB5																								21.0					4.0
NDUFB9																						7.0							
NDUFC2														36.0										54.0	45.0				
NDUFC2-KCTD14														9.0													51.0		150.0
NDUFS1			135.0																										
NDUFS2														25.0															
NEBL									9.0																				
NECAB1															2.0														
NEDD4															58.0														
NEDD9														38.0															
NEFL																		2.0											
NEGR1									8.0			10.0			3.0										19.0				
NEIL2														36.0															
NEK2																									23.0				
NEK6															49.0														
NEK7									6.0			11.0			12.0														
NELL1														44.0															
NEMF																									6.0				
NEO1																								9.0					
NES																													8.0
NET1														20.0	22.0										30.0				
NETO1															25.0														
NETO2														36.0															
NEU4			70.0											30.0															
NEURL1B														24.0															
NEUROD1															12.0														
NEUROD4												6.0			10.0														
NEUROG1														18.0	5.0														
NEUROG2															13.0														
NF1													110.0		6.0														
NF2			49.0										21.0	196.0	56.0										140.0				
NFAM1																22.0									2.0				
NFASC									68.0					36.0		12.0													
NFAT5									30.0					35.0	180.0										55.0				
NFATC1														40.0															
NFATC2																													4.0
