	Acute myeloid leukemia	"BladderUrothelialCarcinoma(TCGA,US)"	Breast Cancer	"BreastCarcinoma(WTSI,UK)"	"BreastInvasiveCarcinoma(TCGA,US)"	"CervicalSquamousCellCarcinoma(TCGA,US)"	Chronic lymphocytic leukaemia	"ColonAdenocarcinoma(TCGA,US)"	Colorectal adenocarcinoma	"GastricCancer(CCGC,CN)"	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	"LiverCancer(NCC,JP)"	"LiverCancer(RIKEN,JP)"	Lung	"MalignantMelanoma(WTSI,UK)"	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	"PediatricBrainTumors(DKFZ,DE)"	Prostate	"ProstateCancer(OICR,CA)"	"RectumAdenocarcinoma(TCGA,US)"	Small cell lung cancer	T-cell ALL	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"
KCTD8														3															
KCTD9															3														
KDELC2														12											10				
KDELR2															18														
KDM1A														6															
KDM2B		24												24	74														
KDM3B				21																				25	8				
KDM4B														15															
KDM4C														15	8														
KDM5A			13																10										
KDM5C																													15
KDR													8																
KDSR																									10				
KEAP1														34															
KEL															7														
KHDC1L										19																			
KHDRBS1														40															
KHDRBS2														5															
KHK			8											62	10														22
KHNYN														35	28			9											3
KIAA0020														7															
KIAA0040																44													
KIAA0100														8															
KIAA0101																12									78				
KIAA0141																		22							6				
KIAA0226															18														12
KIAA0226L									7																				
KIAA0232														12															
KIAA0319														66	6														
KIAA0355														9															
KIAA0368									3																				
KIAA0408															5				6										
KIAA0494																11													
KIAA0513														4															
KIAA0564																		5											
KIAA0754															10										16		3		
KIAA0825							4							7		3													
KIAA0947									12						4														
KIAA1009															7														
KIAA1024														5															
KIAA1045																											10		
KIAA1143														5											76				
KIAA1147			10								6			2															
KIAA1161																									49				
KIAA1191														33	54														
KIAA1210																									10				
KIAA1244														17	1									5	7				
KIAA1267									39																				
KIAA1274									12																				
KIAA1328														10															
KIAA1377															4										49				
KIAA1429										8				29	3														
KIAA1430														22	4			3											
KIAA1432															26														
KIAA1462				5											4										15				
KIAA1467			8																						3				
KIAA1468														6															
KIAA1522														9															
KIAA1524															4														
KIAA1549									14							8									130				
KIAA1549L														19	6										9				
KIAA1586														9															
KIAA1598																													15
KIAA1614																									44				
KIAA1644														5	6										21				
KIAA1671																									35				
KIAA1683																													18
KIAA1704														1															
KIAA1715														15	10														
KIAA1751									6																58				
KIAA1841			12																						7				
KIAA2018								15				9		5	11										37	9			
KIAA2022			20						7																				
KIDINS220															3														
KIF11														8											16				
KIF13A									4																				
KIF17														18															
KIF1A			30											16															
KIF1B														5										16	98				
KIF1C														30	8										20				
KIF21A															16														
KIF21B									20					72	28														
KIF24																												9	
KIF26B														2															
KIF2A														44															
KIF2B														4															
KIF3A															4														
KIF3B									4																29				
KIF5C														25	11			4											
KIR2DL3														1	3														
KIR2DL4														12					63										
KIR3DL1										7				23															
KIR3DL2										52	22			66															
KIRREL3														13															
KISS1														2															
KIT													18		16														
KITLG														4	6				18										
KL														5															
KLB			6												3										29				
KLC4														24															
KLF12			7											4	20									13					
KLF13			5											8															
KLF16														4															
KLF17														7											21				
KLF2														3															
KLF6														3															
KLF8																													13
KLHDC3														3															
KLHDC7A														6															
KLHDC9																													15
KLHL18															4				5										
KLHL2														105															
KLHL21															5														
KLHL23														7															
KLHL24									18																				
KLHL26															17														
KLHL28									1																				
KLHL3															66			39											
KLHL30														16											47				
KLHL31															7														
KLHL32														13															
KLHL4												13																	36
KLHL40															3														
KLHL5			40																										
KLHL6				2															19										
KLHL8														5		1									11				
KLK10								12																	87				
KLK11														32															
KLK12										16																			
KLK2									15						36														
KLK3																								81					11
KLK7																									76				
KLK8																													14
KLKB1															15														
KLLN																1													
KLRC1																		8											
KLRC2															6														
KLRC4																											4		
KLRC4-KLRK1															18														
KLRD1															9										225				
KLRK1															18														
KMO																													20
KNDC1														10															
KNG1														50											37				
KPNA1															5										1				50
KPNA2															2														
KPNA3			10																										
KPNA4															29	2									47				
KPNA6															9	12									58				
KPNB1									3																				
KPRP															11														
KRAS					10										20										10				
KRBOX4						2						40																	32
KREMEN1														2											50				
KREMEN2																													24
KRIT1																									130				
KRR1																													8
KRT15														5							11								
KRT17																					8								
KRT19																					10								
KRT20															15														
KRT24															10														
KRT25										7											11								
KRT31							22														2								
KRT32														3															
KRT33B																					3								
KRT34																					6								
KRT36																					5								
KRT4																										9			3
KRT77																9													
KRT80														24	44														25
KRT81														10															
KRT82														16															
KRT84															21														16
KRT86														4															
KRT9															25														
KRTAP1-1																					11								
KRTAP1-3																					5								
KRTAP1-5																					11								
KRTAP10-9														15															
KRTAP19-3														10															
KRTAP2-4														28															
KRTAP20-3															3														
KRTAP3-1																					20								
KRTAP3-2																					3								
KRTAP3-3															4														
KRTAP4-1																			15		13								
KRTAP4-11																					3								
KRTAP4-12														9							8								
KRTAP4-2																					2								
KRTAP4-3															5						11								
KRTAP4-4																					12								
KRTAP4-5																					10								
KRTAP4-6										13				19							2								
KRTAP4-7														30		1													
KRTAP4-8																					14								
KRTAP4-9																													4
KRTAP5-2																													30
KRTAP8-1																													
KRTAP9-3														6															
KRTAP9-4														15	9										56				
KRTAP9-8										7																			
KRTAP9-9														15															
KRTCAP3																													6
KSR2			9									24			21	12		7	12										
KTN1															27														
L2HGDH																									48				
L3MBTL2														29															
LACC1											8																		
LACTB2										14					4														
LAD1															4														
LAG3																15													
LAIR1																18													
LALBA				20																									
LAMA3															20														
LAMB4															8														
LAMC2									8					10											9				
LAMP3																									11				
LAMTOR3																4									88				
LANCL1														12	54														
LANCL2														7															
LANCL3																													6
LARGE														40	8														
LARP1															13														
LARP1B												17		2															
LARP4														15	50										25				
LARP4B															2														
LARS2															2														
LASP1																									6				
LAX1																									20				
LCA5															42														
LCE1D																													7
LCE1E															5									28					
LCE2A															3														
LCE2D															5														
LCE4A																		4											
LCE5A														1															
LCK													30																
LCLAT1														10															
LCN10														9															
LCOR									18					24															
LCORL															9										11				3
LCP1															15														
LCP2															7														
LDB2														38															14
LDB3																									30				
LDHA								30																					24
LDHAL6A															8										16				
LDLR																											66		
LDLRAD2														18															2
LDLRAD3														3															
LDLRAD4														66															
LDLRAP1															19														
LDOC1														4															
LECT2																													15
LEFTY2															28														
LEKR1																		6											
LEMD3															42			4											
LEO1															3														
LEP									10																9				
LEPR									30			7																	
LEPREL4									2																38				
LEPROT																									18				
LEPROTL1										7					3														
LETM1												2																	
LFNG														87															
LGALS13														12															
LGALS3																													11
LGALS8														112	88														
LGALS9C																			17										
LGI1																													
LGI2									17																				
LGSN																									98				20
LHFP															26														
LHFPL1			3																										
LHFPL3															5														
LHFPL5														3	3														
LHPP		18																											12
LHX4															10														
LHX6									90					45															
LHX8															18														
LIAS																									46				
LIF														12															20
LIFR			22												18														
LILRA5														42											58				
LILRB1									28					40											104				
LILRB2			6												18														
LILRB3																									100				
LILRB5															3														
LIMA1														20															
LIMCH1														5	180														
LIMD2														16															
LIME1														25															
LIMS1														48	294										42				
LIN28A								16											10						17				
LIN28B															4														
LIN54																									108				
LIN7C															11										29				
LIN9															19														
LINGO2															8														
LINGO4										20																			
LIPI														10	13														
LITAF																									9				34
LIX1															8										8				
LIX1L														2															
LLGL1									3																				
LLGL2																													1
LLPH														7				1											
LMAN1																		25											
LMBR1														7															
LMBR1L														12															
LMLN															10										42				
LMNB2									5					17															
LMO3			63											42	126														
LMO7															12														
LMOD1															8														
LMOD3								6																	46				
LMTK2									9					7															
LMX1B																									126				
LNX2																									32				
LOC100131094																													9
LOC100506688									11																				
LOC256021									51																				
LOC339862									7																				
LOC388630									2									9											
LOC388813															8														
LOC401052																		12											
LOC646851																								10					
LOH12CR1																													7
LONP2														39	6										36				
LONRF1																									7				
LONRF2									14					9	36														
LOXL3								24							7														6
LPCAT2														4															
LPCAT3																									15				
LPGAT1															13					13					10				
LPHN1			42																										
LPHN2														6	25														
LPHN3														26	1														
LPIN1																									12				
LPIN2														6	14														
LPIN3			2											8	17	12									21				
LPL			7																										
LPO															8														
LPP			36												24										267				
LPPR2														6														8	20
LPPR5														6	16														
LRAT																			6						36				
LRCH1									14																				
LRCH2									34								12								12				
LRFN2	12													10															
LRG1																									31				
LRIG1															11														
LRIG3															26														
LRIT2															12														
LRP1															37														
LRP12									90																				
LRP1B															4														
LRP2BP																									28				
LRP3														8															
LRP4																12													
LRP5L										14																			
LRP6			4											17	27	2													
LRPAP1									11					10	10				7				12		16				
LRRC1														5															
LRRC10															8										7				
LRRC14				15										3															5
LRRC15														26															
LRRC16A														2	16														
LRRC16B														18															
LRRC17																													33
LRRC18														9															
LRRC19														2											20				
LRRC2																									74				
LRRC20									66							27													
LRRC27												52			14										68				
LRRC3																									10				
LRRC36														14															
LRRC38														8															
LRRC3B																													
LRRC41														6															26
LRRC45														5															
LRRC46								37						26															
LRRC47														1															
LRRC49															6														
LRRC4B												4																	
LRRC4C														12															
LRRC52															30														
LRRC55															54														
LRRC56														28															
LRRC57																									51				
LRRC58									14						15										33				
LRRC59															11														
LRRC73										8																			
LRRC8B															12										26				
LRRC8C														2				17											
LRRCC1															15														
LRRFIP2															27														
LRRIQ1														1															
LRRK2															10														
LRRN4														11															
LRRN4CL																									13				
LRRTM4															9												8		
LRSAM1														72					32										
LRTM2			15									15		15															
LRTOMT														7											10				9
LSM14A														22	4														
LSM5														24											114				
LSM6															6														
LSP1														120															
LSR														54															
LSS														27	24														
LTBP1														50	45														
LTBP3														60															
LTBP4														21															
LTBR														4															
LTN1														9															
LUC7L3														8	8			7											
LUM														7															
LUZP1														20	10														
LUZP2														27	45										9				
LY6D														15															
LY6K																													23
LY75														8															
LY75-CD302									6																74				
LY9															19														
LYG1														2															
LYNX1														12															
LYPD1																													80
LYPD3														21															
LYPD5															2														
LYPD6									6						22														
LYPLA1																									12				
LYRM2											13			36											26				
LYRM4														22											11				
LYRM5									2																				
LYRM7														1	18										73				
LYRM9														17															17
LYSMD2														16															
LYSMD3									5					7	15														
LYSMD4														3															
LYST														1															
LYVE1															6														
LYZ														7	15				7										
LZIC															7														
LZTR1															11														
M1AP														4											57				
MAB21L1														9															
MAB21L2																		5											
MAB21L3																									24				
MACC1															8			7							22				
MACF1															3														
MAD2L1BP														20															
MADD																8	14	90											4
MAEL																10													
MAF														11	13														
MAF1														25															
MAFA															13														
MAFB															8														
MAFK															3														
MAG														39															6
MAGEA10																									24				
MAGEA8															42														
MAGEB1									9						12														
MAGEB6														8															
MAGEC1															6		7												
MAGEC3																													23
MAGEL2															9														
MAGI1		6												15															40
MAGI2															14														
MAGI3														14															44
MAGOHB															15				27										
MAGT1																									11				
MAK														12															
MAK16															8										4				4
MAL																												40	
MAL2									9																				
MAMLD1								60																					
MAN1A2														17	12														
MAN2A2														17											41				
MANEA															18														
MANEAL		18																											16
MAP1B															12														
MAP1LC3A														12															
MAP1LC3B																10													
MAP2									24						20														
MAP2K1															11														
MAP2K3				14					26						34														
MAP2K4													38												21				
MAP2K5														15															
MAP2K7			14											16															
MAP3K13															111										6				
MAP3K14														5															
MAP3K19														20															
MAP3K2															8														
MAP3K3									8					18		10			30										
MAP3K5																			6										
MAP3K9															6										41				
MAP4			22											14	3										32				
MAP4K4														30															
MAP6D1																		12											
MAP7																		50											
MAP7D3			28												14										22				
MAP9														1	16														
MAPK1									8						11														
MAPK10																									52				28
MAPK13																9													
MAPK14															12														
MAPK1IP1L															3														
MAPK3														81															23
MAPK4															15														
MAPK7															16														
MAPK8IP2														10															
MAPK8IP3														26															
MAPK9														6															16
MAPKAPK2														6															3
MAPKBP1															44														
MAPRE1									9																				
MAPRE2										108					72														4
MAPRE3														8															
MAPT														136															
MARC1									7																				
MARC2														12															
MARCH1															2	10	10												
MARCH3										4																			
MARCH4																7													
MARCH7														1															
MARCH8																				24									
MARK2														85															
MARK4		10												16															
MARS2															11														
MARVELD2																									106				
MARVELD3																									17				
MASP1														1															
MAST1														4															
MAST3			1																						5				
MAST4														12															
MAT1A																									6				
MATN2															14														
MATN4														21															
MATR3														50	10														
MAU2														5															
MAVS			18															34											
MAX														14															
MAZ																													3
MB21D2															3														
MBD1									5																				45
MBD3														5											11				
MBD4															17														
MBL2									11					8	21														
MBLAC2									14					12											2				
MBNL1																													4
MBNL2																													18
MBNL3															24														
MBOAT2															6										29				
MBP														30	8														
MBTPS1																													2
MBTPS2															4														
MC1R														14						22									
MC2R										5				8															
MCAM														3															
MCAT									3																				47
MCC															10														
MCCC2														7															
MCCD1														11															
MCF2																													24
MCF2L2															10														
MCFD2							35																		77				
MCHR1															6														
MCHR2															28														
MCL1																								33	12				
MCM10																									24				
MCM3														9	5														
MCM4														12	4														
MCM6				5											1														
MCM8															6														
MCM9										1															7				
MCMBP									15																				
MCMDC2															13										9				
MCOLN1														15															
MCPH1			2																						40				
MCTP1														2															
MCTP2															14														
MDFIC															10														
MDGA1																									4				
MDGA2							20							16															
MDM1									6						8														12
MDM2								7							13										69				
MDM4																21		21							180				
MDP1																													18
ME2														38															9
MEA1														1	9														
MECOM															91														
MECP2			13																										
MED1														9															
MED10														5															
MED12L			1											29															
MED13														3															
MED13L								2							5														
MED15														18															
MED17																									8				
MED18																									98				
MED19														8															
MED20																			7										
MED22														19															
MED23														7															
MED24																													14
MED27														18															
MED29																									61				
MED30														1															
MED8														4															
MED9	16																												10
MEF2A															60														
MEF2BNB														3	13										37				
MEF2D														2															
MEFV		8																							14				15
MEGF10														36	14														
MEGF11														8										27					
MEGF8															4														
MEGF9														2										8	18				
MEI1										11																			
MEIG1										12																			
MEIS1														33	7														
MEIS2														184		40													
MEIS3														28															
MEP1A														1	2														
MESDC2															4										44				
MET																									26				
METAP1D															7														
METAP2														5	2									2					
METTL1																													11
METTL15															40										32				15
METTL16														9	3										18				
METTL17														14															
METTL19			13																										
METTL20																									54				
METTL21A														34											98				
METTL21B		10													14										58				18
METTL21D			10												22														
METTL2A									9						6										81				
METTL2B														13	4										14				
METTL6									15																42				
METTL7A																									45				
METTL7B																									1				
METTL8									7																				
MEX3A														5															
MEX3C															9														
MFAP1														6															
MFAP2															10														
MFAP5															5										11				
MFI2															2														
MFN2														4															
MFRP														16															27
MFSD1															24														
MFSD10														4															
MFSD11																									84				
MFSD4																									16				
MFSD8																									10				
MFSD9																									15				
MGAT1														75															
MGAT2																													40
MGAT3														62	16														
MGAT4A															12														
MGAT4B														24															
MGAT5															8														
MGAT5B			3											99															
MGEA5														30															
MGLL														6															
MGRN1									22					112											28				22
MIA3														16															
MICA															13														
MICAL3				6										15	12			14						7			7		
MID1															35														
MIDN														39															
MIER1															60														
MIF4GD														84															
MINA		48												42															102
MINOS1															18														
MINPP1																													16
MIOX															7														
MIP														12	6														
MITF																								84					
MKL2															45														
MKLN1															2				34										
MKNK1		4																											
MKNK2														26															3
MKRN2														2											2				
MKX															36										8				
MLANA														8											14				
MLEC															12														
MLF1												54		102	72			12											
MLH3									24																				
MLL															64														
MLL2			16																										
MLL3															11														
MLL5															2														
MLLT10															28														
MLLT4														2											8				
MLLT6									15						12										65				
MLPH										28																			
MLST8															40														
MLX																													30
MLXIP														7	13														
MLYCD			6																										
MMAA														18											6				
MMAB														17											1				
MMACHC														24	7										39				
MME															12														
MMGT1														5															
MMP1										4																			
MMP11												4																	
MMP14															10														
MMP15														7															
MMP16														17	19	3		5											
MMP19														8											25				
MMP20														7	13														
MMP25														5	3														
MMP27														16															
MMP28														11															
MMP8															16									5					
MMP9														11															
MMRN1															10														
MMS22L														13															
MN1																								10					
MND1																													13
MNS1																											11		
MOAP1														3															
MOB1B			12						4																18				
MOB2			30											18															
MOB3A																			8						46				
MOB3B									24						6														
MOB4																									128				
MOCS1														46															28
MOCS2														4															30
MOCS3																									7				
MOG															15														
MOGAT3																													15
MON1B														5															
MON2														9											12				
MORC1														4	19														
MORC2																													9
MORC3															3														
MORN1														12															
MORN4									22																32				
MOSPD1															7														
MOSPD2															12														
MOV10																													12
MPC2															6										14				
MPDU1																													
MPDZ														6															
MPEG1																									3				
MPHOSPH6										3																			
MPHOSPH8																									31				
MPI														11															
MPP3			3																										
MPP5														12															
MPP7															14										7				
MPPED1																			13										
MPPED2																6													
MPRIP																								44					
MPST														3															
MPV17L																									90			28	4
MPV17L2																													7
MPZ			31																										
MR1			60																						456				
MRAP														12															
MRAP2															2										16				
MRC2														13															
MRE11A											16				8														
MREG			5												2														
MRI1														4											144				
MRO															64										148				
MROH9														11															
MRP63														4											138				
MRPL10														10															
MRPL11														15															
MRPL17														4															
MRPL19			13																										
MRPL2														3															
MRPL20														4															
MRPL22															20										22				
MRPL27														4															
MRPL30																									3				
MRPL4														2											53				
MRPL42														6															
MRPL43		11																											
MRPL44																									12				
MRPL47										20																			
MRPL49			3									20		19											16				
MRPL52																									36				
MRPS10																									7				
MRPS14															8														
MRPS16														7											37				
MRPS18A														14															
MRPS25														7	15														
MRPS26														5															
MRPS27								9																	31				
MRPS5														19															
MRPS7														4	2														
MRS2															23														
MRTO4											7				11										21				
MS4A1			10																										
MS4A10									9					2											8				
MS4A14														40															
MS4A2														14															
MS4A3															45				15										
MS4A4A															33														
MS4A6A															26											36			
MS4A6E														4															
MS4A7															56			48							208				
MSANTD3																													6
MSANTD3-TMEFF1															6														
MSC														6	2														
MSH2														12															
MSH3																									25				
MSH4														6															
MSI1														7															
MSL2																									2				
MSMO1															22														
MSN									10																				
MSR1									38					78	4														
MSRB2																									6				
MSS51															8										5				
MSTN															5										3				
MSTO1														81															
MT1G										7																			
MT1H															17														
MTA1		12																											22
MTA2														9	14														
MTAP																									45				
MTBP														5															
MTCH1														21															
MTCP1														4															
MTDH															7										108				
MTF2															12														
MTFP1														6															
MTFR1														68															
MTFR1L															60														
MTHFD2														9	11														
MTHFR														7															
MTL5														10											32				
MTM1															7														
MTMR10														31															
MTMR11														11															
MTMR12														21											26				
MTMR2																													20
MTMR3														3															
MTMR4														12	7														
MTMR6														4															
MTMR7															12														
MTMR9														6	6														
MTPAP									10						23										39				
MTPN														14											5				
MTR															12	2									17				
MTRF1L									16					36															4
MTRNR2L3														2															
MTSS1														8	8														
MTTP															6									3					
MTUS1			45												10				30										
MTX2														5	19														
MTX3															84										20				8
MUC1														16															24
MUC12														26															
MUC13																11													
MUC15				6					18					117	6														
MUC17															6														
MUC2																			11										
MUC20														8				2							76				
MUC21															22														
MUC4																													
MUC7														15															
MUL1														40															
MUM1															11	8													
MUM1L1																													
MURC														12		1								5					
MVB12A														4															
MVB12B								9							10														
MXD1				24											3														
MXD3										21																			23
MXI1															48														
MXRA5															11														
MXRA7															22										19				
MXRA8			27																										
MYADM																									170				
MYADML2															5														
MYBL1															30														
MYBL2														1															
MYBPC1														135															
MYC														2															
MYCBP																													
MYCL1			18											26	16														
MYCT1														12	8														
MYD88														45															46
MYEF2		6												16	36														26
MYH11			12																					64					
MYH13										10																			
MYH14														60															
MYH7															6														
MYL12B														27															
MYLK4																3													
MYNN																									45				
MYO10												12			9			13									1		
MYO18A		16																											
MYO19														5															
MYO1C																									63				
MYO1D																			9										
MYO3B																									52				
MYO5A														26	2										32				
MYO5B									9		4			41	23										73				
MYO5C																									9				
MYO6															23										7				
MYO9A														34															
MYOC														5	7														
MYOCD			20											16															18
MYOD1														15	22														
MYOF							96																						
MYOG														9															
MYOZ2																									8				
MYOZ3																									34				
MYPN															63														
MYPOP														10				11											
MYRF														14															
MYSM1									11						9														
MYT1L															27														
MZT1														26															
N4BP1															4														
N4BP2									10						3										9				
N4BP2L1																													17
N4BP2L2															18														
N4BP3																2							7						
NAA15															11									28	13				
NAA30														5		7													
NAA35																						5							
NAA38															5														
NAA40																									7				
NAAA														10															
NAALAD2															3														
NAALADL1														8															
NAALADL2									3						5														
NAB1														12	1														
NABP1																													40
NABP2																									30				
NACC1														33															
NACC2														1															
NAF1									5																				
NAIF1				7										10											65				
NALCN														9	18														
NANOS1														4	37														
NAP1L1														6	19														
NAP1L3															11														
NAP1L5														3															
NAPB												24																	
NAPEPLD								12																					
NAPSA														9															
NARG2														4										4					
NAT16			8													5													
NAT8L			15											26	23														
NAV1														10											110				
NAV2				20					52					240				48											
NAV3															6	11													
NBEA															2														
NBEAL1														12															
NBEAL2														29															
NBN														14						1									
NBPF10														8											7				
NBPF9														17	4														
NCALD														192														64	
NCAM1								32						24										8	18				
NCAM2															3														
NCAN														12															
NCAPD2																									25				
NCAPG2															4														
NCBP1																									28				
NCBP2														6											98				
NCCRP1																									11				
NCDN														33										12					
NCEH1																			8										
NCF4																													15
NCK2																													2
NCKAP1															22														
NCKAP5															24														
NCKIPSD															14														
NCL														15															
NCMAP				6																					31				
NCOA2														8															
NCOA3														64	16														
NCOA5									4																				
NCOA7								72																	192				
NCOR1															78														
NCOR2														12															
NCR1																													20
NCR3LG1															7										14				
NCS1									42																				
NCSTN														14											7				
NDE1		2												12															
NDEL1														10															
NDFIP1																11													
NDFIP2															34														
NDN														14															
NDNF														9															
NDOR1														188															
NDRG1														42															
NDST1														19	7														
NDST3																									8				
NDUFA10															9		3												
NDUFA2																													21
NDUFA4L2														4															
NDUFA5															5														
NDUFAF3														16															
NDUFAF5								2						10															
NDUFAF6														5	11														
NDUFAF7														16											20				
NDUFB1														4															
NDUFB5																								14					12
NDUFB9																						6							
NDUFC2														6										30	54				
NDUFC2-KCTD14														24													33		135
NDUFS1			15																										
NDUFS2														18															
NEBL									21																				
NECAB1															5														
NEDD4															8														
NEDD9														38															
NEFL																		3											
NEGR1									8			20			1										15				
NEK2																									12				
NEK6															21														
NEK7									6			11			5														
NELL1														24															
NEMF																									6				
NEO1																								48					
NES																													10
NET1															4										10				
NETO1															47														
NETO2														10															
NEU4			25											35															
NEURL1B														16															
NEUROD1															11														
NEUROD4												8			1														
NEUROG1														16	9														
NEUROG2															2														
NF1													60		12														
NF2			63										35	133	42										112				
NFAM1																12									9				
NFASC									60					20		44													
NFAT5									25						190										40				
NFATC1														64															
NFATC2																													18
NFATC2IP																									6				
NFATC3														30															
NFE2L1														7															
NFE2L3															3														
NFIA											4			84	140														
NFIB															78														
NFIC															7														
NFKBIA										11																			
NFKBID														10															
NFKBIZ														14											6				
NFX1															13										69				
NFXL1															6														
NFYA														16															
NFYB															27														
NGDN																													4
NGFR														2	13										6				
NGLY1														12															10
NHEJ1																									30				
NHLH1														12															
NHLH2								2							14														
NHLRC1																									14				
NHLRC2																									32				
NHP2																													8
NICN1															8										50				
NID1															6														
NIN														21	51			6											
NIP7								6						60	48														
NIPA1									4					22				10											
NIPAL1																			2						38				
NIPAL3															39			9							7				
NIPAL4														22															
NIPSNAP3A			10																										
NIPSNAP3B														40															
NISCH														9															
NIT1									10					12											63				12
NKAIN1									7																				
NKAIN2														24															
NKAIN4																									9				
NKD2														22															
NKIRAS1																													
NKPD1			16											23											6				
NKTR														2															
NKX2-1														14	8						20								
NKX2-2														33															
NKX2-4														5															
NKX2-5		22																											
NKX2-8														3															
NKX3-1														4	20	10													
NLGN4Y									18																				
NLN															9										53				
NLRC3			2																						26				
NLRC5										11																			
NLRP12														17															
NLRP4																											13		
NLRP8			2																										
NLRP9										9																			
NLRX1																													10
NMB																													12
NME6															29										7				
NME7															12														
NMNAT1															12										52				
NMNAT2															16														
NMRK1																													24
NMUR1														16	6										9				
NOB1															5														
NOC2L														24															
NOD1															15														
NOD2														5	1														
NOL12														15											5				
NOL3		13																											
NOL9														3	5										52				
NOM1									11																17				
NOMO1																													9
NOP10										26																			
NOS1				24										56	72										88				
NOS1AP														9															
NOS2										11				19															
NOS3																									3				
NOSTRIN															20							32							
NOTCH1														6															
NOVA1									42					14															
NOX1														36															
NOX4															24										123				45
NPAP1																									58				
NPAS2														17															
NPFFR2														27															
NPHP3																									29				
NPHP4															14														
NPHS1																									10				
NPHS2															11														
NPL														12															
NPM2														9															
NPNT														70					60										
NPPA														9															
NPR3															48			9											30
NPTX1														2				6											
NPTX2																10													
NPTXR																									24				
NPVF														3					2										
NPY1R														10															
NPY2R															25														
NQO1								6																	27				
NR0B1															9														
NR0B2															13														
NR1H2														8															
NR1H3															25														
NR1I3																													24
NR2C1																								20					
NR2C2															35														
NR2C2AP																													10
NR2E1														8															
NR2F2											16																		
NR3C1														326	156														169
NR3C2														4	16														
NR4A2															9										3				
NR4A3														9															32
NRAS													9												10				
NRBP1														9															
NRD1														11															
NRF1															12														
NRG1		18												46	13												20		210
NRG3												54			27												51		
NRIP1														8	13														
NRIP2																									10				
NRIP3														5											4				
NRL																			9										
NRP2														15	83				18										
NRXN1										36					57										36				
NRXN2														39															
NRXN3			30											18	87			33											
NSA2															6														
NSD1												12																	
NSDHL														64															
NSF															3														
NSFL1C															39														
NSG1														8															
NSL1		4	26						16					40	34														
NSMF														95	45														
NSUN2														10															
NSUN4														69															
NSUN5										28																			
