	Acute myeloid leukemia	BladderUrothelialCarcinoma(TCGA,US)	Breast Cancer	BreastCarcinoma(WTSI,UK)	BreastInvasiveCarcinoma(TCGA,US)	CervicalSquamousCellCarcinoma(TCGA,US)	Chronic lymphocytic leukaemia	ColonAdenocarcinoma(TCGA,US)	Colorectal adenocarcinoma	GastricCancer(CCGC,CN)	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	LiverCancer(NCC,JP)	LiverCancer(RIKEN,JP)	Lung	MalignantMelanoma(WTSI,UK)	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Prostate	ProstateCancer(OICR,CA)	RectumAdenocarcinoma(TCGA,US)	Small cell lung cancer	T-cell ALL	UterineCorpusEndometrioidCarcinoma(TCGA,US)
CRNKL1															3.0					8.0									
CROT								16.0																	22.0				
CRTAC1														1.0															
CRTAM										7.0				3.0											34.0				
CRTAP														48.0											25.0				
CRTC1														16.0	26.0												16.0		
CRTC2														2.0															
CRTC3														18.0	36.0														
CRY2																									14.0				
CRYGS														6.0															
CRYZ			44.0																										
CS															12.0														
CSAD																									30.0				
CSAG1															12.0														
CSDC2															8.0														
CSF1														15.0															
CSF2RA						12.0																							28.0
CSF2RB																									3.0				
CSGALNACT1														14.0	26.0														12.0
CSGALNACT2												7.0			5.0														
CSH2		6.0																											
CSK									10.0																				
CSMD1									2.0						9.0				5.0										
CSMD2														4.0															
CSMD3																									30.0				
CSNK1A1L			8.0																										
CSNK1D														16.0															
CSNK1G1														3.0											38.0				
CSNK1G3																								24.0					
CSPG5										35.0																			
CSPP1														2.0															
CSRNP3									24.0					12.0	20.0				46.0										
CSRP1								92.0						24.0															
CSRP3								2.0																					
CST9														22.0															
CSTA														14.0															
CSTF3			2.0																										
CTAG2																													9.0
CTAGE1								17.0						15.0															
CTBP1									10.0																				
CTBP2														69.0											27.0				
CTC1														7.0	21.0										41.0				
CTCF			18.0	18.0																									
CTCFL															5.0														
CTDP1															76.0														
CTDSPL									14.0					56.0															
CTHRC1									16.0																				
CTIF															42.0			10.0											
CTLA4																			16.0										
CTNNA1														16.0															
CTNNA2														4.0	14.0														
CTNNB1													9.0																
CTNNBIP1														62.0															
CTNND1																									220.0				
CTNND2															6.0														
CTNS																													5.0
CTPS2															54.0														
CTSA														57.0															
CTSB														95.0															
CTSC									16.0					44.0	46.0			18.0							538.0				
CTSH														5.0															
CTSK																													6.0
CTSL2														16.0															
CTSO															10.0														
CTSS																		16.0							188.0				
CTTNBP2														4.0	3.0														
CTTNBP2NL															21.0										5.0				
CTXN1														20.0															
CUEDC2														4.0															
CUL2														16.0											48.0				
CUL3															33.0														
CUL4A														20.0															
CUL5															6.0										1.0				
CUX1								40.0						20.0															
CUX2								7.0						10.0															
CWF19L1																									10.0				
CWH43															14.0														
CXADR															36.0										108.0				36.0
CXCL1															2.0														
CXCL12														17.0	31.0														
CXCL14												13.0																	
CXCL16									3.0	10.0				16.0											22.0				
CXCL2														2.0															
CXCL3														8.0															
CXCL5															5.0				2.0										
CXCL6												6.0		6.0															
CXCR1														2.0															
CXCR2														10.0								24.0			58.0				
CXCR5														20.0															
CXXC1																													62.0
CXXC11														5.0															
CXXC4															5.0														
CXorf21				9.0																									
CXorf23																									29.0				
CXorf27														4.0															
CXorf36															8.0										10.0				
CXorf64														10.0															
CYB561A3														18.0															
CYB561D1																									40.0				19.0
CYB5A		8.0																											9.0
CYB5B								2.0						6.0															
CYB5D1									6.0					35.0											15.0				
CYB5RL															4.0										6.0				
CYCS														6.0											54.0				
CYFIP1														12.0															
CYFIP2											48.0																		
CYLC2															6.0														
CYLD			24.0															30.0							18.0				
CYP11A1														16.0															
CYP11B1									38.0						38.0														
CYP11B2														2.0															
CYP1A1														3.0															
CYP1A2															4.0										14.0				
CYP1B1														4.0															
CYP20A1			3.0																						84.0				
CYP24A1															28.0				4.0						14.0				
CYP26B1														10.0										3.0					
CYP27C1															3.0										25.0				
CYP2A13														11.0															
CYP2A7														62.0															
CYP2B6														5.0											15.0				
CYP2C8										104.0																			
CYP2C9														6.0															
CYP2E1															9.0														
CYP2J2														6.0															
CYP2S1														2.0															
CYP2W1														7.0															
CYP3A4														14.0											136.0				
CYP3A5														5.0															
CYP3A7																			10.0										
CYP46A1														9.0															
CYP4A11																							14.0						
CYP4F11									4.0																				
CYP4F3																30.0													
CYP4V2															8.0										3.0				
CYP51A1									20.0						80.0														
CYP7A1														5.0															
CYP8B1														6.0	22.0										10.0				
CYR61															2.0														
CYS1															5.0														
CYSLTR2														11.0															
CYTH2														12.0	16.0														
CYTL1														9.0															
D2HGDH			10.0																										
D4S234E																			18.0										
DAAM1															6.0														
DAAM2															48.0														
DAB2IP															4.0														
DACH1															15.0														
DACT1															10.0														
DAG1															52.0			91.0											
DAGLA			11.0											12.0															
DAGLB																											4.0		
DAK														10.0											6.0				
DALRD3																													26.0
DAND5																									17.0				
DAPK2																									26.0				
DAPP1																									44.0				
DBF4B																									18.0				
DBN1								18.0																					
DBR1																									7.0				
DBT															2.0			14.0							27.0		11.0		
DBX2																4.0													
DCAF10														2.0	7.0										7.0				
DCAF11																									111.0				
DCAF12L1															9.0														
DCAF13														19.0															
DCAF16																									80.0				
DCAF4L2									5.0					6.0	11.0														
DCAF5															10.0														
DCAF7														27.0	36.0										38.0				
DCAF8														7.0															
DCAKD									36.0					44.0															
DCBLD1														6.0															
DCBLD2									16.0						19.0														
DCC														3.0	38.0														
DCDC2																									6.0				
DCDC2B														5.0															
DCDC5															10.0														
DCHS1																													14.0
DCHS2														3.0															
DCLK1	9.0								5.0					6.0	66.0														54.0
DCLK3									5.0						4.0														
DCLRE1C														40.0															
DCP2									16.0			4.0		16.0										8.0					
DCTD														2.0															
DCTN2														2.0															
DCTN3														5.0															13.0
DCTN5			6.0																										
DCUN1D2	3.0														8.0				18.0						42.0				
DCUN1D3															8.0														
DCUN1D4															18.0														
DCUN1D5									13.0																				
DCX									50.0					105.0	90.0			5.0											
DDA1			19.0											43.0											32.0				
DDHD1														3.0				6.0											
DDI1														3.0	4.0														
DDI2														13.0															5.0
DDN														9.0															
DDO																									20.0				
DDOST														5.0															
DDR1		10.0												104.0															8.0
DDT														16.0															
DDX10														10.0															
DDX11		21.0			12.0																								
DDX19A																								28.0	55.0				
DDX21															12.0														
DDX23														4.0															
DDX28														23.0															
DDX31																			5.0										
DDX39A										13.0																			
DDX42															16.0														
DDX46																									38.0				
DDX51															7.0										31.0				
DDX52																									17.0				
DDX54														26.0															
DDX55														14.0											23.0				
DDX56														4.0															
DDX58															4.0										2.0				
DDX60														8.0															
DDX60L														13.0															
DEDD														27.0															
DEF8														24.0															
DEFA4																									4.0				
DEFB118														8.0															
DEGS1																									40.0				
DEK														28.0															
DENND1B															4.0														
DENND2A										6.0																			
DENND2C																									80.0				
DENND4A														32.0	46.0														
DENND4C														17.0	11.0														
DENND5A									4.0																				
DENND5B								63.0																	67.0				
DENND6A																									37.0				
DENR				2.0										3.0															
DEPDC1															10.0														
DEPDC1B														16.0															
DEPDC7														10.0															
DERL1												24.0																	
DES														5.0															
DESI1																									16.0				
DESI2															2.0														
DEXI															12.0														
DFFA																									18.0				
DFFB															3.0										64.0				
DFNB31														54.0															
DGAT2												10.0																	
DGCR14			9.0											10.0															65.0
DGCR8															24.0														
DGKA																							80.0						
DGKB															32.0									9.0	5.0				
DGKD												44.0		10.0					18.0										
DGKE																									8.0				
DGKG																			24.0						39.0				
DGKI															17.0	15.0													
DGKQ														10.0															
DGKZ														21.0															
DHCR24															4.0														27.0
DHCR7														22.0															
DHDDS														20.0											76.0				
DHFR																									41.0				
DHFRL1																									20.0				
DHODH																									4.0				
DHRS11																											1.0		
DHRS4L2																													92.0
DHRS7														4.0															
DHRS7B														6.0															
DHTKD1														10.0											36.0				
DHX32										5.0																			
DHX35														12.0															
DHX36															30.0														
DHX40																									14.0				
DHX57									3.0					18.0															
DHX58														6.0															
DHX8														6.0															
DIAPH1														20.0															
DICER1															12.0														
DIDO1															32.0														12.0
DIEXF									8.0																				
DIMT1														7.0															
DIO1																													4.0
DIO2	30.0								25.0						95.0														76.0
DIP2A														6.0											39.0				
DIP2B																									3.0				
DIRAS1															4.0	9.0													
DIRC2															12.0														
DIS3															16.0										74.0				
DIS3L																									42.0				
DISC1									12.0					56.0	16.0			68.0	28.0						176.0				
DIXDC1																									52.0				
DKK2							22.0																						
DKK3														12.0	30.0														
DLAT															4.0														
DLC1																									33.0				
DLD														7.0															
DLEC1														4.0															
DLEU7														4.0															
DLG1														25.0															
DLG2																15.0													
DLG3															18.0														
DLG5														7.0															
DLGAP1														36.0															
DLGAP2														32.0	3.0			8.0											
DLGAP5														12.0															
DLK1														16.0															
DLK2														18.0															
DLL1																							4.0						
DLX1														36.0															1.0
DLX2														8.0															
DLX4												22.0																	
DMAP1																									7.0				
DMBX1														44.0	24.0										10.0				
DMC1																									4.0				
DMD															272.0										51.0				36.0
DMP1															8.0														
DMRT1												9.0		1.0															
DMRT2		10.0												31.0			10.0												64.0
DMRTA2														10.0															
DMRTB1															12.0														
DMRTC2														9.0	4.0														
DMTF1																27.0													
DMWD																												3.0	
DMXL1														10.0															
DMXL2																24.0													
DNA2														7.0															
DNAAF1										3.0																			
DNAH1														3.0															
DNAH12														1.0	4.0														
DNAH5															1.0														
DNAJA2									2.0																				
DNAJB1															11.0														
DNAJB12			7.0											18.0															
DNAJB3																		3.0											
DNAJB7														8.0															
DNAJB9														5.0															
DNAJC11														17.0															
DNAJC14																									19.0				
DNAJC16									10.0						14.0														
DNAJC18			5.0									7.0													17.0				10.0
DNAJC19																									78.0			6.0	
DNAJC21														2.0									26.0						
DNAJC24														18.0					12.0						55.0				
DNAJC27				14.0					44.0																				
DNAJC30								18.0																					
DNAJC5														19.0	12.0														
DNAJC6															51.0														
DNAJC8															7.0														
DNAJC9				29.0																									
DNAL1																		2.0							38.0				
DNALI1										10.0				4.0											7.0				
DNER											6.0			22.0															
DNHD1														4.0	12.0														
DNM1																													3.0
DNM1L														75.0											36.0				
DNM2														25.0															
DNM3									14.0																				
DNMBP								22.0							13.0														
DNMT1														10.0															
DNMT3B															30.0														
DNPEP																									38.0				
DNPH1														13.0															
DNTTIP2																													18.0
DOC2A														12.0															
DOCK1																		1.0											
DOCK2															16.0														
DOCK3															28.0														
DOCK4									2.0																				
DOCK5														9.0															
DOCK7														4.0	25.0														
DOCK8	24.0													9.0															
DOCK9																													22.0
DOHH														24.0															
DOK1														4.0															
DOK6															28.0			6.0											
DOK7														11.0															7.0
DOPEY2																			3.0						29.0				
DPF1														6.0															
DPF2														11.0															
DPH1																													14.0
DPM1															1.0														
DPM2										17.0				4.0															
DPP10															15.0														
DPP6														30.0															
DPP9																									13.0				
DPPA3																									36.0				
DPPA4																4.0			11.0										
DPPA5														3.0															
DPY19L1												13.0																	
DPY19L2															8.0														
DPY19L3														14.0															
DPY19L4																									16.0				
DPY30														3.0															
DPYD																									4.0				
DPYS															4.0														
DPYSL2															9.0														
DPYSL3												16.0			20.0														
DPYSL5															48.0														
DR1														20.0															
DRAM1																									13.0				
DRD1														28.0															
DRD2															42.0														
DROSHA															40.0														
DSC1																													6.0
DSC2		7.0																											9.0
DSCC1										22.0																			
DSCR3														7.0	8.0										23.0				
DSCR6			4.0																										
DSE															20.0														
DSEL															8.0										48.0				
DSG1				10.0										9.0															
DSG2									5.0																50.0				
DST												7.0		3.0															
DSTN														6.0	6.0														
DSTYK			8.0																						42.0				
DTD2																									37.0				
DTL									6.0					1.0															
DTNA														72.0	27.0														
DTWD1															18.0														
DTWD2									9.0						3.0										21.0				
DTX1														7.0															
DTX3L														20.0	16.0										18.0				
DTX4														12.0															
DUOX2			18.0													4.0													
DUSP1														10.0															
DUSP13										3.0				8.0															29.0
DUSP19															32.0										140.0				
DUSP21														6.0															
DUSP23														6.0															
DUSP27														2.0															
DUSP3															14.0														
DUSP4				26.0										12.0	16.0														
DUSP5														10.0															
DUSP8														1.0															
DUSP9			7.0																										
DUXA															10.0										8.0				
DVL1														3.0															
DVL2															3.0														
DVL3														4.0	7.0										18.0				
DYNAP																1.0													
DYNC1H1														7.0															
DYNC1LI2														9.0															
DYNLL2														1.0															
DYNLRB1														15.0															
DYNLT1															21.0														
DYRK1A						10.0								12.0	9.0										84.0				
DYRK2															12.0														
DYX1C1										8.0																			
DZIP1														12.0	28.0										40.0				
DZIP3																									7.0				
Dec-1														14.0															
E2F1									1.0																				
E2F3			2.0																										
E2F7															3.0														
E2F8														33.0															
E4F1																10.0													
EAF1								9.0																					
EARS2														18.0															17.0
EBAG9														16.0															
EBF2															2.0														
EBLN2														3.0	30.0														
ECD																													12.0
ECE2														9.0															
ECHDC1						16.0								73.0															2.0
ECSIT														32.0															10.0
ECT2L																2.0													
EDA2R				33.0											57.0														
EDARADD														24.0				14.0							4.0				
EDC3															18.0														
EDEM1														30.0											25.0				
EDEM3															7.0														
EDIL3														1.0															
EDN3															16.0														
EDNRA														51.0	27.0														
EDNRB															93.0														
EEA1															17.0														
EED																													21.0
EEF1A1				10.0											7.0										44.0				
EEF2K																									11.0				
EEFSEC												12.0																	
EEPD1														12.0															
EFCAB12														18.0															
EFCAB13																		3.0											
EFCAB14														47.0	1.0														
EFCAB2														6.0	3.0							30.0			8.0				
EFCAB5																									22.0				11.0
EFCAB7															10.0														
EFHC1														6.0											76.0				
EFHD2														13.0	2.0														
EFNA1															26.0														
EFNA3														14.0															
EFNA4																													4.0
EFNA5														12.0															
EFNB1																		6.0											
EFNB3									6.0																				
EFR3A															7.0														
EFTUD2														72.0															2.0
EGFL6															8.0														
EGFLAM															84.0														
EGFR									12.0				15.0		12.0					10.0									
EGLN1																		12.0							5.0				
EGLN3															17.0														
EGR1															4.0	1.0													
EGR2															80.0														
EHBP1										28.0																			
EHD2															8.0										5.0				
EHD3														12.0															
EHF			18.0																										
EHHADH															24.0														
EID1														26.0				7.0											12.0
EID2																												5.0	
EID2B																									20.0				
EIF1																									8.0				
EIF1AD															77.0														
EIF1AX									11.0						4.0														
EIF2A									2.0																				
EIF2AK1														6.0	24.0														32.0
EIF2AK2															15.0										24.0	51.0			
EIF2AK4																									8.0				
EIF2C1																			9.0										
EIF2D														6.0															
EIF2S3														17.0															
EIF3I																									6.0				
EIF3J															5.0														
EIF4A2															7.0														
EIF4B									1.0																				
EIF4E1B														24.0															
EIF4E3														24.0										20.0					
EIF4EBP1														15.0	13.0														
EIF4EBP2				8.0					15.0																7.0				
EIF4EBP3														1.0															
EIF4ENIF1															21.0														
EIF4G2														18.0															
EIF4G3															48.0														
EIF4H															24.0														
EIF5															6.0														
EIF5A									104.0					32.0															
EIF5A2															18.0														
ELAVL1														5.0					4.0										
ELAVL2														21.0													18.0		
ELAVL3														20.0	38.0														
ELAVL4															35.0														21.0
ELF3																													18.0
ELF4														14.0															
ELF5									36.0					56.0											76.0				
ELFN2														23.0	16.0														
ELK4								4.0						12.0	41.0										35.0				
ELL														6.0															
ELL2															3.0			11.0											
ELMO2															6.0			12.0											
ELMOD1															104.0										38.0				
ELMOD3																		20.0											
ELN														30.0															
ELOF1														7.0															
ELOVL2															17.0														
ELOVL4														15.0	6.0														
ELOVL6																									10.0				
ELOVL7									28.0						14.0										66.0				
ELP2															42.0														
ELP5		32.0												27.0															16.0
ELTD1														3.0															
EMB										6.0				9.0	25.0			7.0											
EMC1														14.0															
EMC10														68.0															
EMC4														21.0															
EMCN															10.0			26.0							42.0				
EME1															28.0														
EMILIN3														14.0	31.0														
EML1	10.0														14.0														
EML2														57.0															
EML5														10.0															
EMP2			4.0						12.0																50.0				
EMR1															35.0														
EMR2																									23.0				
ENAH																		6.0											
ENAM															43.0														
ENC1														36.0	12.0														
ENDOD1															9.0														
ENDOV														6.0															12.0
ENGASE															2.0														
ENO2																			5.0										
ENO4															13.0														
ENOX2															36.0														
ENPEP														30.0	3.0														
ENPP1																									8.0				
ENPP4															3.0														
ENPP6														4.0											8.0				
ENPP7														10.0															
ENSA														5.0															
ENTHD1			9.0																										
ENTHD2														21.0															
ENTPD1									42.0					63.0	147.0										294.0		70.0		
ENTPD3															9.0														
ENTPD4																									14.0				
ENTPD5														7.0															
ENTPD7																		14.0											
ENTPD8														26.0															
EOMES														1.0															
EP300			46.0																										
EPB41																								35.0	85.0				
EPB41L1															28.0														
EPB41L2														36.0															
EPB41L3															3.0														
EPB41L4A														48.0															
EPB41L4B															8.0														
EPB41L5															22.0														
EPB49														42.0															
EPDR1																													87.0
EPG5															11.0														
EPHA10														8.0	25.0										7.0				
EPHA3									12.0			3.0		20.0	20.0									7.0	10.0				
EPHA4							9.0																						
EPHA5														24.0	26.0														
EPHA6			4.0											5.0															
EPHA7														16.0															
EPHB2																													16.0
EPHB3																											6.0		
EPHB4															8.0														
EPHX3				11.0																									
EPM2A														46.0															
EPM2AIP1								37.0						5.0	18.0											8.0			
EPO								9.0																					
EPPIN															16.0										7.0				
EPPIN-WFDC6														1.0															
EPPK1														30.0															
EPS15															34.0														
EPS8															13.0				7.0	11.0									
EPS8L2														3.0															
EPT1														5.0											13.0				
EQTN										28.0																			
ERAP1														14.0															
ERBB2IP														24.0															
ERBB3														17.0	14.0										35.0				
ERBB4	20.0								18.0						76.0														
ERC1															22.0														
ERCC1		26.0																											162.0
ERCC4									26.0																27.0				
ERCC6														3.0	5.0														
EREG																									24.0				
ERG												162.0		60.0															
ERI1																									18.0				
ERI2																													21.0
ERLIN2															17.0	9.0													
ERMAP																									18.0				
ERMN												4.0		16.0	16.0														
ERP29		8.0			29.0	2.0									36.0														
ERRFI1														1.0	9.0														
ERVFRD-1															20.0														
ERVV-1									9.0																				
ESAM														8.0															
ESCO1																									4.0				
ESCO2															7.0														
ESM1															30.0														
ESPNL			4.0																						13.0				
ESR2														8.0															
ESRP1															75.0														
ESRP2															20.0														
ESRRG														118.0	192.0														
ESYT1																			66.0										
ESYT2									8.0																				
ESYT3								30.0																					
ETNK1									16.0					17.0	10.0														
ETNK2														18.0															
ETS1														42.0															
ETV3														1.0															
ETV6															2.0														
ETV7														150.0															
EVA1A														16.0															
EVC										18.0																			
EVI5																									20.0				
EXD1				5.0																									
EXO1														9.0	27.0														
EXO5																									28.0				
EXOC1														12.0															
EXOC3L2																									49.0				
EXOC5									6.0																1.0				
EXOC7														125.0	60.0														50.0
EXOC8														8.0											24.0				
EXOG															22.0														
EXOSC10										4.0																			
EXOSC2																									56.0				
EXOSC6														16.0											6.0				
EXPH5																									6.0		4.0		
EXTL1														1.0															
EXTL2														44.0															
EXTL3															9.0														
EYA1														12.0	44.0									28.0					
EYA2														16.0															
EYS									38.0			3.0			8.0														
EZR														6.0															
F11R															7.0										67.0				
F2R								16.0																					
F2RL1																									43.0				
F2RL2															16.0										28.0				
F2RL3																									109.0				
F5														11.0															
FABP2										12.0																			
FABP3														2.0															
FABP4														10.0	5.0														
FABP7														6.0															
FADS1				6.0											7.0										13.0				
FADS2														2.0															
FADS6														17.0											29.0				
FAF1														6.0															
FAH														10.0															
FAHD1																									10.0				
FAHD2B														2.0	12.0														
FAIM2																			10.0										
FAIM3																													7.0
FAM101B																			2.0										
FAM102A									4.0					20.0	6.0														
FAM102B															7.0														
FAM104B														45.0															34.0
FAM105A															7.0														
FAM105B															5.0										22.0				
FAM108B1									5.0																				
FAM108C1																		20.0											
FAM109A														12.0															
FAM110B									2.0																				
FAM110C															19.0										14.0				
FAM111A																									130.0				
FAM111B																									159.0				
FAM114A1			7.0											8.0	12.0														
FAM115C																									17.0				
FAM117B															14.0														
FAM118A																									16.0				
FAM120C														1.0										23.0					
FAM122C																													25.0
FAM123C																		36.0											
FAM124A														12.0															
FAM124B																													2.0
FAM125B																								4.0					
FAM126B								12.0						18.0											56.0				
FAM127B									29.0																				
FAM127C																													30.0
FAM129A														3.0											54.0				
FAM129B														54.0															
FAM129C										5.0																			
FAM131A									20.0									22.0											
FAM133A															100.0														
FAM134A															14.0														
FAM134C															4.0	11.0		3.0							27.0				
FAM135A									24.0																				
FAM135B																		7.0											
FAM13A														10.0				22.0											
FAM13B			27.0													3.0													
FAM13C																							16.0						
FAM155A			13.0																										
FAM160A1														33.0															
FAM160B1				5.0						13.0				8.0				6.0											
FAM160B2														9.0															
FAM161A															12.0										84.0				
FAM161B																									74.0				
FAM162A																													2.0
FAM167A									11.0			15.0																	
FAM168A														1.0															
FAM168B															24.0														
FAM169A														4.0					12.0								6.0		
FAM169B														1.0				21.0											
FAM170B														29.0															
FAM171A1							5.0												1.0										
FAM171B											5.0																		
FAM172A														39.0	15.0														
FAM173B														13.0	8.0														
FAM175A		6.0												45.0															11.0
FAM177A1														20.0											6.0				
FAM177B															7.0														
FAM178A														13.0															
FAM178B																													24.0
FAM181A														35.0															
FAM184A														18.0	10.0														
FAM184B														11.0	8.0										59.0				
FAM185A														56.0															20.0
FAM189A1															7.0														
FAM189B														26.0															
FAM18B2									13.0																				
FAM193A																											44.0		4.0
FAM196A														4.0											10.0				
FAM199X							1.0																						
FAM19A1			8.0																										
FAM19A2														27.0	13.0														
FAM19A4														20.0	58.0				6.0										
FAM208A														10.0		6.0													16.0
FAM20A																		10.0											
FAM20B														2.0											73.0				
FAM20C														10.0															
FAM210A																									30.0				
FAM210B																									1.0				
FAM211A															36.0														41.0
FAM212B									6.0					28.0	12.0										20.0				
FAM214B			8.0												6.0														
FAM216B												7.0			10.0														
FAM219A														48.0															
FAM219B															6.0														
FAM221A														24.0															
FAM221B															9.0														
FAM227A														32.0											81.0				
FAM228A														2.0															
FAM229A																													12.0
FAM229B																									19.0				
FAM26E															10.0														
FAM3A														32.0															
FAM46A															7.0													15.0	
FAM46C														12.0											7.0				
FAM46D															20.0														
FAM47E-STBD1		5.0												30.0	7.0														54.0
FAM49A															24.0														
FAM53A									4.0																				
FAM53B														11.0															
FAM53C															26.0														
FAM57A														12.0	16.0														
FAM58A																													14.0
FAM5B														7.0	1.0				9.0										
FAM5C														8.0															
FAM60A																									9.0				
FAM63B																									168.0				
FAM65A														32.0															
FAM65B															7.0										70.0				
FAM69A									48.0																				
FAM71E1															6.0														
FAM72B																													1.0
FAM75D3																			7.0										
FAM76A																									320.0				
FAM76B									4.0																				
FAM78A														18.0	8.0														
FAM81B														4.0															
FAM83A								14.0							6.0										44.0				7.0
FAM83C														9.0															
FAM83E														10.0											41.0				
FAM83G																													4.0
FAM83H														8.0											8.0				
FAM84A														12.0	9.0	1.0													
FAM86A		4.0																											
FAM86B1																													4.0
FAM89B		6.0																											
FAM91A1																		43.0											
FAM98A														2.0															
FAN1		3.0												5.0															10.0
FANCA						18.0																							19.0
FANCC															24.0										14.0				
FANCD2														18.0															
FANCD2OS				5.0										10.0															6.0
FANCF																									15.0				
FANCI														20.0															
FANCL														4.0															60.0
FANCM														12.0											18.0				
FARP1									8.0					8.0	23.0												10.0		
FAS														6.0															22.0
FASN														24.0															
FASTKD2									6.0						27.0				33.0										
FASTKD5														13.0															7.0
FAT1														4.0															
FAT2														8.0	8.0														
FAT3												13.0																	
FATE1			11.0																										
FAXC															5.0														
FAXDC2															9.0														
FBLIM1												6.0		6.0	22.0										16.0				
FBLN5														11.0															
FBN2														2.0	1.0														
FBP1															24.0														
FBRS																													11.0
FBXL13																									58.0				
FBXL16														5.0	5.0														
FBXL17												13.0		11.0															
FBXL18																									41.0				
FBXL19														18.0															
FBXL20															16.0										128.0				
FBXL22														16.0															
FBXL3														2.0	12.0														
FBXL4														4.0															
FBXL5															6.0			15.0											
FBXL8														4.0															
FBXO10								9.0							14.0														
FBXO11															16.0														
FBXO21																16.0													
FBXO25														9.0															
FBXO27																									10.0				
FBXO28															28.0														5.0
FBXO31			3.0						6.0																				13.0
FBXO32			30.0											3.0	36.0														
FBXO33																		4.0											
FBXO40															6.0										7.0				
FBXO41															2.0														
FBXO44														12.0											32.0				
FBXO45														4.0											48.0				
FBXO47															6.0														
FBXO48														2.0	6.0										38.0				
FBXO5															16.0														
FBXO6																									9.0				
FBXO9														30.0											21.0				
FBXW11														9.0															
FBXW2									2.0											8.0				10.0					
FBXW7				15.0									60.0																
FBXW8														8.0											16.0				
FCAR																			64.0						166.0				2.0
FCER1A														6.0															
FCF1																									59.0				
FCGR1A									12.0																				
FCGR2A															6.0														
FCGR3A															50.0														
FCGR3B															14.0														
FCHO1															28.0														
FCHSD1														7.0															28.0
FCN1																													2.0
FCN2														10.0															
FCRL1														24.0	39.0														
FCRL2																									8.0				
FCRL3															9.0														
FCRL4																8.0													
FCRL5									106.0					42.0															
FCRL6															7.0														
FCRLA														28.0															
FDCSP								4.0																					
FDX1															13.0										3.0				
FECH														4.0	52.0														
FEM1A														9.0															12.0
FERMT1				8.0																									
FEZF2														25.0															
FFAR2																									57.0				
FFAR4														48.0	18.0										76.0				
FGA															10.0				6.0										
FGB										12.0				4.0															
FGD1														2.0															
FGD2														13.0															
FGD4								17.0	2.0					8.0		5.0									33.0				
FGD5														16.0															
FGD6									5.0	11.0				1.0											18.0				
FGF1				42.0																									
FGF11														4.0															
FGF12															36.0														
FGF17														6.0															
FGF2										8.0				3.0											16.0				30.0
FGF23														4.0	8.0														
FGF5															22.0										62.0				33.0
FGF7															31.0														
FGFBP3														10.0															
FGFR1													756.0	27.0	99.0			117.0							207.0				
FGFR1OP2															16.0														
FGFR2									119.0	36.0			161.0												4.0				
FGFR3													51.0																
FGFRL1														36.0				60.0											
FGG														4.0															
FGL2																									11.0				
FHAD1																									42.0				
FHDC1														12.0															
FHIT														16.0															
FHL1														176.0															
FHL5															14.0														
FIBCD1			40.0											28.0															
FIBIN														6.0															
FIGN														8.0															
FIP1L1															21.0														
FIZ1																			15.0										
FJX1															9.0														
FKBP10									6.0																				
FKBP14																									49.0				
FKBP1B								24.0																					
FKBP4								3.0																					
FKBP5														4.0	24.0										14.0				
FKBP9																									9.0				
FKTN														58.0											27.0				
FLCN																									14.0				
FLG2															6.0										17.0				
FLI1																6.0													
FLJ42280																24.0													
FLNB														24.0															
FLOT1														15.0															
FLRT2									18.0																				
FLT1															4.0														
FLT3													11.0																
FLT4	9.0																												
FLVCR1															24.0										60.0				
FLVCR2															14.0														
FLYWCH2														24.0															
FMNL2									8.0						13.0														
FMNL3		34.0							28.0					12.0															64.0
FMO2			5.0																										
FMO3														20.0															
FMO4									3.0																				
FMO5														14.0															12.0
FN1															55.0														
FNBP1																									12.0				
FNBP1L														28.0	51.0	48.0													3.0
FNDC3A									12.0					16.0															
FNDC3B														16.0		4.0													
FNDC4								9.0																	7.0				
FNIP1										22.0					6.0										10.0				
FNIP2			2.0																										
FOCAD														10.0															
FOPNL									9.0																24.0				
FOSB														10.0						30.0									
FOXC1									11.0																				
FOXD3														27.0															
FOXD4														2.0															
FOXE3			16.0																										
FOXF1									4.0																				
FOXF2														4.0	4.0														
FOXG1															18.0														
FOXI1															36.0														
FOXI2														8.0											7.0				
FOXJ2														12.0															
FOXJ3																									8.0				
FOXK1								9.0						23.0	13.0										54.0				
FOXL1															20.0														
FOXL2														18.0															
FOXN1														5.0															
FOXN2															9.0			15.0											
FOXO1			11.0											19.0															
FOXO4														38.0															
FOXP1															80.0														
FOXP2														74.0				32.0											
FOXP3														26.0															
FOXP4														12.0											69.0				
FOXR2														6.0															
FOXRED1															6.0														
FOXRED2			10.0																						116.0				
FPGT		12.0												11.0															21.0
FPGT-TNNI3K																							1.0						
FPR1														24.0															
FRA10AC1															5.0										7.0				
FRAS1														2.0														13.0	
FRAT2														13.0															
FREM1								18.0																					
FREM2														28.0	21.0														
FRG2C														15.0															
FRK															11.0														
FRMD1			14.0																										
FRMD3															36.0										14.0				
FRMD4A															8.0														
FRMD8															5.0										23.0				
FRMPD4														6.0	16.0														
FRS2															32.0														
FSCN1														33.0															
