	Acute myeloid leukemia	BladderUrothelialCarcinoma(TCGA,US)	Breast Cancer	BreastCarcinoma(WTSI,UK)	BreastInvasiveCarcinoma(TCGA,US)	CervicalSquamousCellCarcinoma(TCGA,US)	Chronic lymphocytic leukaemia	ColonAdenocarcinoma(TCGA,US)	Colorectal adenocarcinoma	GastricCancer(CCGC,CN)	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	LiverCancer(NCC,JP)	LiverCancer(RIKEN,JP)	Lung	MalignantMelanoma(WTSI,UK)	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	PediatricBrainTumors(DKFZ,DE)	Prostate	ProstateCancer(OICR,CA)	RectumAdenocarcinoma(TCGA,US)	Small cell lung cancer	T-cell ALL	UterineCorpusEndometrioidCarcinoma(TCGA,US)
NPR3															48.0			9.0											30.0
NPTX1														2.0				6.0											
NPTX2																10.0													
NPTXR																									24.0				
NPVF														3.0					2.0										
NPY1R														10.0															
NPY2R															25.0														
NQO1								6.0																	27.0				
NR0B1															9.0														
NR0B2															13.0														
NR1H2														8.0															
NR1H3															25.0														
NR1I3																													24.0
NR2C1																								20.0					
NR2C2															35.0														
NR2C2AP																													10.0
NR2E1														8.0															
NR2F2											16.0																		
NR3C1														326.0	156.0														169.0
NR3C2														4.0	16.0														
NR4A2															9.0										3.0				
NR4A3														9.0															32.0
NRAS													9.0												10.0				
NRBP1														9.0															
NRD1														11.0															
NRF1															12.0														
NRG1		18.0												46.0	13.0												20.0		210.0
NRG3												54.0			27.0												51.0		
NRIP1														8.0	13.0														
NRIP2																									10.0				
NRIP3														5.0											4.0				
NRL																			9.0										
NRP2														15.0	83.0				18.0										
NRXN1										36.0					57.0										36.0				
NRXN2														39.0															
NRXN3			30.0											18.0	87.0			33.0											
NSA2															6.0														
NSD1												12.0																	
NSDHL														64.0															
NSF															3.0														
NSFL1C															39.0														
NSG1														8.0															
NSL1		4.0	26.0						16.0					40.0	34.0														
NSMF														95.0	45.0														
NSUN2														10.0															
NSUN4														69.0															
NSUN5										28.0																			
NT5C1B															195.0														
NT5C2									12.0						22.0										18.0				
NT5DC1																								12.0					
NT5DC2			16.0																										
NT5DC3									15.0						20.0	13.0									6.0				
NT5E														6.0															
NT5M														10.0															
NTF4															7.0														
NTM									12.0					15.0															
NTN1														27.0															
NTNG1														69.0															
NTRK2			12.0	16.0				5.0	26.0		30.0				141.0														
NTRK3														16.0	13.0														
NTSR1														40.0															
NUAK1												11.0		10.0															
NUAK2														5.0											75.0				
NUB1				24.0					24.0					20.0															
NUBPL																									21.0				
NUCKS1															8.0												8.0		
NUDC															7.0										5.0				
NUDCD3														10.0	18.0														
NUDT12														15.0															
NUDT13															11.0														
NUDT15																									5.0				
NUDT16														26.0	36.0		94.0										16.0		
NUDT16L1			17.0																										
NUDT18																23.0													
NUDT19									6.0																77.0				
NUDT2															3.0														
NUDT21																		5.0											
NUDT4																									28.0				
NUDT7																													6.0
NUDT8														7.0															
NUDT9									27.0						27.0										69.0		18.0		
NUFIP2												8.0		2.0	1.0										6.0				
NUGGC														5.0											13.0				
NUMB																													12.0
NUMBL			29.0																						7.0				
NUP205														9.0															
NUP210														6.0															
NUP210L														4.0															
NUP43								68.0							4.0										59.0	2.0			
NUP50									6.0						20.0														
NUP62																									145.0				
NUPL2															5.0														
NUPR1														14.0															
NUS1										14.0																			
NWD1															12.0														13.0
NXF1		11.0												2.0															57.0
NXPE1										2.0																			
NXPE3														6.0											118.0				
NXPH1														15.0	16.0														
NXPH3														8.0		14.0								13.0					
NXPH4														4.0															
NYAP2																									39.0				
OAS1															9.0														9.0
OAS3														2.0	25.0														
OASL		10.0												15.0											88.0				5.0
OBFC1																								3.0					
OBSCN														11.0															
OCA2																3.0													
OCIAD1														12.0	12.0														
OCLN																									21.0				
OCRL														16.0															
ODF2L														52.0	8.0										296.0				
ODZ1																				12.0									
ODZ3									5.0																				
OGDH										32.0																			
OGFOD1															8.0										8.0				
OGFOD2														2.0															
OGFOD3																									68.0				5.0
OGFR														8.0															
OGG1		7.0												39.0															73.0
OLA1															12.0										98.0				
OLFM3															4.0														
OLFM4																		5.0											
OLFML1			7.0																										
OLFML2A															10.0										3.0				
OLIG1															7.0														
ONECUT2									5.0					11.0	7.0			7.0											
OPA3														12.0											103.0				
OPCML									8.0					42.0	24.0										6.0				
OPN5															4.0			8.0											
OPRK1															7.0				4.0										
OPRL1																21.0													
OPTN																									28.0				
OR12D3														6.0															
OR13A1																3.0													
OR2C3														2.0	4.0														
OR2H1																7.0												2.0	
OR2L13									5.0																				
OR4K1														7.0															
OR51E1															15.0														
OR51E2															11.0										5.0				
OR7D2																									10.0				
OR9Q1														8.0															
ORAI2									20.0					28.0	18.0										128.0				
ORAI3														6.0	11.0														
ORC2															4.0														
ORC4															30.0														
ORC6																									28.0				
ORMDL1															6.0														
ORMDL2														13.0	14.0														
ORMDL3														4.0															
OSBPL10															40.0														
OSBPL11														10.0															
OSBPL2															30.0														
OSBPL3			52.0																										
OSBPL7														17.0															
OSBPL8															24.0														
OSBPL9														49.0															
OSCAR																									16.0				
OSCP1																		4.0											
OSGIN1															10.0														
OSGIN2														24.0	10.0														
OSMR														6.0	9.0													10.0	
OSR1														8.0															
OST4														9.0															
OSTC															12.0														
OSTF1														15.0															
OSTM1														8.0															
OTC															5.0														
OTOF														24.0															
OTP														5.0															
OTUB1																													9.0
OTUB2															27.0														
OTUD3			8.0												5.0										8.0				
OTUD6A												4.0																	
OTUD6B															18.0														
OTX2															6.0														
OVOL2							2.0																						
OXCT1															10.0														
OXGR1															7.0														
OXNAD1				19.0										10.0	8.0														
OXSM																													18.0
OXSR1														12.0	3.0														
OXTR																									3.0				
P2RX7																									44.0				
P2RY10															4.0														
P2RY14																		12.0											
P2RY2			21.0											6.0															
P2RY6														8.0											29.0				
PABPC4L																											11.0		
PABPN1														10.0															
PABPN1L														7.0															
PACRG										12.0																			
PACS1														13.0															
PACS2														24.0	72.0										33.0				
PADI1															9.0														
PADI2														12.0															
PADI3																20.0													
PADI4														5.0	10.0														
PAFAH1B1															8.0										5.0				
PAFAH1B2														21.0	4.0										49.0				
PAG1															8.0														
PAH															8.0														
PAICS																									48.0				
PAIP2															20.0														
PAIP2B																									10.0				
PAK2														9.0	21.0										69.0				
PAK3															96.0														
PAK7															10.0							16.0							
PALB2														5.0															
PALD1														8.0															
PALM2																8.0			16.0						58.0				
PALM2-AKAP2															12.0			4.0											
PAM															85.0														
PAN2																									15.0				
PANK1														18.0															
PANX1														10.0															
PAOX		6.0																											5.0
PAPD5									10.0																				
PAPL																									29.0				
PAPLN																									31.0				
PAPOLA															2.0										30.0				7.0
PAPOLG															3.0										110.0				
PAPPA														14.0	67.0														
PAPPA2			26.0																					7.0					
PAPSS2									4.0					24.0															
PAQR4			1.0																										
PAQR5														52.0											54.0				
PAQR8														9.0	9.0	12.0									17.0				
PARD3															32.0														
PARD3B			18.0						15.0					21.0											15.0				
PARD6B											3.0				19.0														
PARD6G																			4.0						19.0				
PARK2									9.0						39.0										81.0				
PARM1												9.0		20.0	12.0	4.0													
PARP11															9.0										32.0				
PARP15															16.0														
PARP16														1.0	13.0														
PARP8															24.0														
PARP9								25.0							5.0										18.0				
PARPBP														4.0															21.0
PARVG									18.0					33.0															
PASD1														5.0															
PASK															14.0														
PATE1														13.0															
PATE4														9.0											8.0				
PATZ1																													4.0
PAX1														19.0	22.0														20.0
PAX2														35.0															12.0
PAX3		24.0								25.0				17.0	40.0			40.0							35.0				17.0
PAX4															2.0														5.0
PAX5															6.0														
PAX6																		9.0									39.0		
PAX7								1.0							16.0				9.0									5.0	
PAX8			32.0																										
PBLD														7.0											1.0				
PBX1														6.0	59.0			30.0							21.0				18.0
PBX2														18.0															
PBX3																													10.0
PCBP2															91.0														
PCBP3															20.0														
PCDH1														6.0															
PCDH10														31.0	1.0														
PCDH11X		28.0	13.0			2.0									43.0														55.0
PCDH15		5.0												14.0	10.0				15.0						6.0				91.0
PCDH17									4.0						34.0									3.0					
PCDH19															12.0														
PCDH8														16.0															
PCDH9														36.0													18.0		
PCDHA9									21.0						1.0	9.0									16.0				
PCDHB11																									34.0				
PCDHB13																				12.0									12.0
PCDHB14																													43.0
PCDHB4															4.0														
PCDHB6										12.0																			
PCDHB9									4.0																				
PCDHGA1															5.0														
PCDHGA10															5.0														
PCDHGA11															10.0														
PCDHGA12															5.0														
PCDHGA2															5.0														
PCDHGA3															5.0														
PCDHGA4															5.0														
PCDHGA5															5.0														
PCDHGA6															5.0														
PCDHGA7															5.0														
PCDHGA8															5.0														
PCDHGA9															5.0														
PCDHGB1															5.0														
PCDHGB2															5.0														
PCDHGB3															5.0														
PCDHGB4															5.0														
PCDHGB5															5.0														
PCDHGB6															5.0														
PCDHGB7															5.0														
PCDHGC3															10.0														
PCDHGC4															5.0														
PCDHGC5															5.0														
PCF11														4.0	21.0														
PCGF1														12.0															
PCGF2														11.0															
PCGF3															14.0			4.0											
PCGF5														30.0	6.0														
PCIF1														10.0															
PCLO								16.0						6.0	28.0														
PCM1																									44.0				
PCMTD1									4.0					78.0											16.0				
PCMTD2															10.0									52.0					
PCNP									2.0						11.0														
PCNX															4.0														
PCOLCE														6.0															
PCSK1																9.0								15.0					
PCSK2														18.0															
PCSK5																								11.0	39.0				
PCSK7														4.0															
PCYOX1									1.0						1.0										16.0				
PCYT1B			44.0												33.0														
PDAP1														4.0															
PDCD1																		10.0											
PDCD10														6.0															
PDCD1LG2														8.0															
PDCD4														42.0	9.0										15.0				
PDCD6IP												22.0			10.0														
PDCD7															7.0														
PDCL														15.0															
PDCL3														5.0															
PDDC1														18.0											39.0				
PDE10A														28.0	5.0	2.0							11.0						
PDE12									5.0																5.0				
PDE1C														39.0															
PDE2A														40.0															
PDE3A																		12.0											
PDE4C																									96.0				
PDE4D														99.0	351.0														
PDE4DIP			75.0																										
PDE5A			18.0																										
PDE6A																									43.0				
PDE6B																									117.0				
PDE6G																													9.0
PDE8A															33.0														
PDGFB			22.0	14.0																									
PDGFC															9.0														
PDGFD														42.0	16.0														
PDGFRA														1.0															
PDGFRB														10.0															
PDHA1						44.0																							40.0
PDHA2															11.0														
PDHB															4.0														
PDIA4																		6.0											
PDIK1L														15.0											27.0				15.0
PDK2															24.0														
PDK3												17.0																	
PDK4														8.0															
PDLIM2														5.0		7.0									28.0				20.0
PDLIM4														34.0															
PDLIM5									35.0						42.0										80.0				20.0
PDLIM7														14.0															
PDP1											10.0			48.0															
PDP2														8.0									13.0		39.0				
PDPK1														16.0	20.0														
PDPN																									36.0				
PDPR				23.0										6.0		7.0													
PDS5B														2.0															
PDX1											17.0																		
PDXK														11.0											23.0				
PDYN														75.0															
PDZD11														9.0															
PDZD2															8.0														
PDZK1															23.0														
PDZRN3														11.0															
PEAK1															3.0			15.0							9.0	9.0			
PECR																									47.0				
PEG10									39.0			72.0		54.0	84.0	21.0													
PEG3																		40.0											15.0
PELI2														7.0															
PELO															5.0														
PEMT														45.0															
PEPD															9.0														
PET117		5.0																											13.0
PEX1																				7.0									
PEX11A														11.0															
PEX11B														14.0	22.0														
PEX13															4.0														
PEX19											14.0			12.0	6.0														
PEX2				36.0																					76.0				
PEX26																									33.0				15.0
PEX5L									40.0					64.0	80.0										440.0				
PFDN1														11.0											14.0				
PFDN4														11.0															
PFKFB1														22.0															
PFKFB2											2.0				4.0														
PFKFB4																11.0													
PFKL														35.0															20.0
PGAM5														44.0											92.0				
PGAP1								11.0						27.0	6.0				8.0										
PGAP2																													56.0
PGBD3														3.0															
PGGT1B														5.0															
PGLYRP4														11.0															
PGM2			3.0																										
PGM2L1															7.0										29.0				
PGM3			45.0																										60.0
PGP														22.0															
PGPEP1																									66.0				
PGR															68.0														
PGRMC2															6.0														
PGS1																													6.0
PHACTR1															8.0														
PHACTR2															72.0				36.0						104.0				
PHACTR3														20.0															
PHACTR4			22.0																						136.0				
PHAX																									108.0				
PHC2			12.0																										
PHC3									16.0																				
PHEX												6.0																	
PHF1		21.0																											38.0
PHF12															5.0														
PHF13														9.0	4.0														
PHF14									5.0																				
PHF15														19.0	20.0														
PHF17																									9.0				
PHF20															20.0										7.0				
PHF20L1			10.0											3.0	9.0	4.0													1.0
PHF21A															12.0														
PHF21B														57.0															
PHF6															10.0														
PHKA1																									15.0				
PHKA2																													11.0
PHKG2				25.0					3.0																				6.0
PHLDA1															6.0										8.0				
PHLDA2														6.0	7.0														
PHLDB1																											18.0		
PHLDB3														14.0															
PHLPP1															17.0														
PHLPP2									11.0																38.0				
PHOSPHO2-KLHL23														7.0															
PHRF1								11.0																					
PHYHIPL																							8.0						30.0
PI15									9.0						4.0					13.0									
PI4K2A															5.0														
PIAS3														2.0															
PICALM									28.0																76.0				
PID1														2.0															
PIDD														10.0															
PIF1																						19.0							
PIFO														12.0															
PIGA														26.0	26.0														
PIGH																									6.0				
PIGK															32.0														
PIGL										19.0																			
PIGM														10.0															
PIGQ			10.0																										58.0
PIGW																									12.0				
PIGX									42.0						4.0									4.0	16.0				
PIH1D3												30.0													12.0				
PIK3AP1									5.0																				
PIK3C2A														6.0											50.0				
PIK3C2B																								22.0					
PIK3C2G									3.0																				
PIK3CD																									23.0				
PIK3CG															14.0										11.0				
PIK3IP1																													8.0
PIK3R1													40.0	32.0	48.0														
PIK3R2																									5.0				
PIK3R3			16.0											34.0	36.0														
PIK3R5														42.0	48.0	72.0													
PIKFYVE																									17.0				
PIM1													28.0																
PINLYP														20.0															
PIP														8.0															
PIP4K2B								2.0							3.0														
PIP5K1A														36.0															
PIP5K1C														12.0															
PIPOX																									17.0				
PIRT																5.0													
PITPNB									9.0																				
PITPNC1																													24.0
PITPNM2																		17.0											
PITPNM3														20.0															
PIWIL1									11.0																				
PIWIL2																									12.0				
PJA1														9.0															
PJA2															11.0														
PKD2			8.0											11.0	14.0														
PKD2L2																													3.0
PKDREJ														4.0															
PKHD1			4.0							7.0				4.0	12.0														
PKHD1L1														2.0	19.0														
PKIG														3.0															
PKM														14.0															
PKN2														3.0															
PKN3														27.0															
PKNOX1														24.0											17.0				
PKNOX2														5.0															
PKP1															42.0														
PKP4														2.0															
PLA1A														18.0															
PLA2G12A																									29.0				
PLA2G12B									15.0																				
PLA2G15														8.0															
PLA2G4A															14.0														
PLA2G4B															4.0														
PLA2G4C														24.0															
PLA2G4D															10.0														
PLA2G4E															18.0										2.0				
PLA2G6														18.0															
PLA2G7														34.0															
PLA2R1															8.0			22.0											
PLAC1L														3.0															
PLAC8															1.0										12.0				
PLAG1														6.0	18.0														
PLAGL1															64.0														
PLAGL2														5.0	4.0														
PLAU														8.0	8.0														
PLAUR																									8.0				
PLB1														8.0															
PLBD2														16.0															
PLCB1		14.0																											11.0
PLCB2														15.0															
PLCD1																													4.0
PLCD3														19.0															
PLCD4														3.0															
PLCG1														26.0	6.0									16.0					
PLCH1		20.0												22.0	4.0														68.0
PLCL1									3.0						22.0	7.0													
PLCXD2														34.0															4.0
PLCXD3			4.0											6.0	8.0	14.0			6.0										
PLD1									6.0						4.0														
PLD5														36.0	135.0	27.0													
PLD6									20.0																				
PLEKHA1														7.0															29.0
PLEKHA2														8.0	12.0										24.0				
PLEKHA5														17.0											12.0				
PLEKHA7	8.0																												
PLEKHB2																									22.0				
PLEKHF1														27.0															
PLEKHF2															8.0														
PLEKHG1																									7.0				
PLEKHG2																									45.0				
PLEKHG3															7.0														
PLEKHG4B														9.0															
PLEKHG6														6.0															
PLEKHH1																		16.0											
PLEKHH2																			13.0						7.0				
PLEKHJ1														6.0															
PLEKHM1									7.0																				
PLEKHS1														27.0	7.0														50.0
PLG																16.0													
PLIN1														16.0															
PLIN3															57.0										78.0				
PLIN4														6.0															
PLIN5																									36.0				
PLK2																		14.0											
PLN															11.0									6.0					
PLOD2															12.0														
PLRG1																													6.0
PLSCR3														18.0															
PLSCR4										5.0															30.0				
PLTP														40.0															
PLVAP			11.0											3.0															
PLXDC1											12.0			15.0				11.0							7.0				
PLXNA4									10.0					14.0	49.0														
PM20D2															7.0										11.0				
PMAIP1														29.0															14.0
PMEPA1														90.0	15.0	30.0													
PMF1-BGLAP		24.0												52.0															
PML														9.0											12.0				38.0
PMM2															3.0					19.0									15.0
PMP2														23.0															
PMPCB														9.0															12.0
PMVK														12.0															
PNKD														34.0															
PNMA2														6.0	8.0										3.0				
PNMA3														5.0															16.0
PNMAL1																													56.0
PNO1														12.0											5.0				
PNPLA1																									48.0				
PNPLA4															9.0			66.0											
PNPLA8									18.0																138.0				
PNPO																									9.0				
PNPT1														1.0											33.0				
POC1A										27.0																			
POC1B-GALNT4															22.0										18.0				
POC5										40.0																			
PODN														32.0															
PODNL1														12.0															
POF1B														13.0	5.0														
POFUT1															8.0										47.0				
POFUT2														36.0															4.0
POGK														4.0	2.0														
POGLUT1															6.0														
POLA2								21.0																					
POLE														13.0															
POLE3																													7.0
POLH																									59.0				
POLK							2.0																						
POLN																													2.0
POLR1B																									58.0				
POLR1C															10.0														
POLR1E																									6.0				
POLR2A														9.0															
POLR2C														13.0															
POLR2E																									49.0				
POLR2F														12.0															
POLR2J2																									13.0				
POLR2K			6.0																										
POLR2M									20.0														14.0	20.0	20.0				
POLR3A									3.0																62.0				
POLR3D								26.0						11.0															
POLR3F														8.0															
POLR3G															4.0														
POLR3H		36.0							15.0					48.0															75.0
POM121		8.0				8.0								18.0															14.0
POM121L12														2.0															
POMC															22.0														
POP4																6.0			9.0					11.0					
POPDC3																													8.0
POSTN														20.0															
POT1														10.0	2.0														14.0
POTEC																													13.0
POTEH																									12.0				
POU2F1														54.0	45.0										51.0				
POU2F3																									42.0				
POU3F1																			3.0										
POU3F2															3.0												3.0		
POU3F4									5.0																10.0				
POU4F1															14.0				4.0				4.0						
POU4F2									7.0					7.0	8.0														
POU6F1			21.0											7.0											32.0				6.0
PPA2									24.0					40.0											44.0				
PPAN-P2RY11		8.0																											84.0
PPAP2A														10.0															
PPAP2B															15.0														
PPAP2C			21.0																										
PPAPDC1B																									49.0				
PPARA				38.0																					18.0				
PPARD														96.0											14.0				
PPARGC1A																								1.0					
PPARGC1B														24.0	48.0										12.0				
PPAT															7.0														
PPCDC															12.0														
PPDPF														45.0															
PPFIA1			7.0												7.0														
PPFIA4												8.0			21.0												10.0		
PPFIBP1															24.0										68.0				
PPFIBP2														24.0	66.0														
PPHLN1										50.0					16.0										25.0				
PPIA																									3.0				
PPIAL4G																									6.0				
PPIC														1.0															
PPID																									17.0				
PPIL2														27.0															
PPIL6															48.0														
PPL														4.0															
PPM1A											7.0				4.0	6.0									14.0				
PPM1B																								4.0	9.0				6.0
PPM1F														4.0															
PPM1K																											11.0		
PPM1L														6.0															
PPM1N														2.0															
PPP1CA														33.0															
PPP1CB																									24.0				
PPP1CC														15.0															9.0
PPP1R10															24.0														
PPP1R12A																		20.0											
PPP1R12B														7.0	178.0	32.0									42.0				31.0
PPP1R12C														4.0															
PPP1R13L														12.0															
PPP1R14C															20.0														
PPP1R15B														2.0	19.0										31.0				
PPP1R16B															74.0														
PPP1R17									20.0					90.0															
PPP1R18																													32.0
PPP1R21																													9.0
PPP1R26														8.0															
PPP1R3A															3.0														
PPP1R3B																16.0													
PPP1R3C															3.0														
PPP1R3D														3.0	1.0														
PPP1R9A														60.0															
PPP2R1B														51.0	9.0										57.0				
PPP2R2A														14.0															
PPP2R2C																			56.0										
PPP2R2D														11.0															
PPP2R3A																									159.0				
PPP2R4															60.0														
PPP2R5A										30.0					14.0														
PPP2R5C														56.0															
PPP2R5D														18.0	48.0														
PPP3CB														33.0	24.0														
PPP4R1														12.0															
PPP4R4														11.0															
PPP6R3																													72.0
PPT1														26.0															
PPTC7															11.0														
PQLC2																									81.0				
PRAMEF1																									13.0				
PRAMEF14														7.0															
PRAMEF16														30.0															
PRAMEF4																								9.0					
PRCD														10.0															
PRDM1												7.0												18.0					
PRDM10															12.0														
PRDM13														4.0															
PRDM14																		8.0											
PRDM16																		34.0	24.0										
PRDM2														4.0															
PRDM7																													2.0
PRDM8								2.0																					
PRDM9																6.0									3.0				
PRDX2														6.0															
PRELID2																									132.0				
PRELP																									16.0				
PREP														16.0	1.0														
PREPL																									322.0				21.0
PREX1														4.0															
PRIMA1														1.0	1.0														
PRKAA1																									10.0				
PRKAA2														22.0											48.0				
PRKAB2														12.0	3.0														
PRKACB				144.0										48.0	32.0														
PRKAR1B														42.0															
PRKAR2B															4.0														
PRKCA												8.0			6.0														
PRKCB			6.0											30.0	18.0										4.0				13.0
PRKCI															10.0														
PRKCZ																36.0													123.0
PRKD3														3.0															
PRKG1														16.0	28.0				14.0										
PRKG2								6.0																					
PRKRIP1										18.0									10.0										
PRKX									17.0						5.0										2.0				
PRLR														11.0				36.0											
PRM2																													10.0
PRMT2															27.0														
PRMT8														8.0									26.0						
PRND															8.0	18.0													
PRNP				45.0																									
PROK1														8.0	17.0														
PROM2									8.0																52.0				
PROSC			2.0																										
PROSER1																11.0													
PROZ														14.0	4.0														
PRPF18															5.0														
PRPF31																													14.0
PRPF38A										3.0				1.0	8.0														
PRPF4																									86.0				
PRPF40A														8.0	15.0														
PRPF4B								19.0																					
PRPH																6.0													
PRPSAP1															1.0														
PRPSAP2														20.0															
PRR11									7.0							2.0									55.0				
PRR13														36.0															
PRR15														8.0															
PRR18															9.0														
PRR23A														3.0											7.0				
PRR23B														11.0															
PRR23C														9.0															
PRR3														38.0															
PRR5-ARHGAP8														2.0															
PRR5L														16.0															
PRR9																	23.0												
PRRC1														3.0				2.0											
PRRC2B															16.0														
PRRC2C															19.0														
PRRG1				10.0										10.0	32.0														
PRRG2																									17.0				
PRRG4															23.0										62.0				
PRRT2														10.0				42.0											25.0
PRRT3															6.0										13.0				
PRRT4														4.0															7.0
PRRX1														16.0	28.0														
PRSS1																									12.0				
PRSS12			8.0	3.0											7.0														
PRSS16														4.0	19.0														
PRSS45														12.0															
PRSS55														1.0															
PRTFDC1															10.0														
PRTG									11.0					29.0	10.0			11.0									6.0		
PRUNE2															6.0														
PRX		140.0				26.0								29.0														8.0	152.0
PSAPL1												6.0		14.0															
PSAT1															10.0														
PSD														6.0															
PSD2												10.0		15.0	4.0			3.0											
PSD3									10.0						28.0	12.0		22.0							34.0				
PSD4														15.0					5.0										
PSEN2																6.0													
PSENEN												14.0																	
PSG1									12.0																				
PSG2												9.0																	
PSG6																									1.0				
PSG8														14.0															
PSIP1																						4.0							
PSMA3															22.0														
PSMA5														104.0															
PSMB2																									72.0				
PSMB5														27.0															
PSMC2														8.0	5.0														
PSMD10																													9.0
PSMD5																									16.0				
PSMD9																									29.0				
PSME4														1.0															
PSMF1														36.0															
PSPH										11.0				1.0	9.0														
PSTPIP2										24.0		25.0																	3.0
PTAFR														52.0	68.0										100.0				
PTAR1									5.0					11.0	2.0														
PTBP1														36.0	15.0														
PTBP2									2.0						4.0														
PTBP3															39.0										20.0				
PTCD1														4.0											41.0				37.0
PTCD2														8.0															
PTCD3														3.0	9.0				6.0						28.0				
PTCH1													98.0	112.0	14.0														
PTCH2														14.0	1.0														
PTCHD2														14.0															
PTCHD4														7.0	15.0										31.0				
PTGDR														31.0	1.0														
PTGDR2															12.0														
PTGER3														30.0	30.0	2.0								21.0					
PTGER4														12.0	9.0														
PTGES																									33.0				
PTGES3															11.0														
PTGES3L																									10.0				
PTGFR																													43.0
PTGFRN									5.0																				
PTGIR														16.0	5.0														
PTGR2																									87.0				
PTGS1			18.0											42.0															
PTGS2									10.0						5.0												5.0		
PTH2R															12.0					10.0									
PTHLH															20.0														
PTK6			7.0																										
PTMA																									44.0				
PTN																								5.0					
PTP4A1															12.0			53.0											
PTP4A2															54.0														
PTP4A3														28.0	22.0														
PTPLAD1																									6.0				
PTPLB														8.0															
PTPMT1														24.0	18.0														158.0
PTPN1														7.0															
PTPN11													11.0		3.0														
PTPN14										9.0																			
PTPN18																									50.0				
PTPN2														9.0	5.0														
PTPN21															37.0														
PTPN3															30.0										66.0				108.0
PTPRB														64.0	20.0				16.0						80.0		12.0		56.0
PTPRD														18.0	90.0														
PTPRE														14.0															
PTPRJ															6.0										33.0				
PTPRM											2.0																		
PTPRN2															21.0														
PTPRO															10.0			20.0											
PTPRS																								16.0					
PTPRT									12.0						58.0	68.0													
PTRF				5.0												4.0									4.0				
PTTG1IP										6.0																			48.0
PUM2															2.0														
PURA																7.0													
PURB														18.0	18.0										45.0				
PURG															6.0														
PUS1														51.0															
PUS10														9.0															
PUS3														3.0															
PUS7															6.0														
PUS7L															48.0														
PVALB																		6.0											
PVR														6.0	36.0										54.0				
PVRL2														32.0															
PVRL3														6.0	6.0														29.0
PWWP2A																		3.0											
PXDN															5.0														
PXN															92.0														
PYCRL														6.0					20.0						45.0				
PYDC1														1.0															
PYGM														24.0															
PYGO2															4.0														
PYHIN1														8.0															
PYROXD1														11.0											17.0				6.0
PYROXD2														14.0															
PYURF														15.0															
QKI			60.0							44.0				58.0	76.0	32.0													
QPCTL																									58.0				
QRICH2																								18.0					
QRSL1								8.0																					
QSER1															8.0														
QTRTD1																									56.0				
R3HCC1														5.0															
R3HDM1															14.0														
R3HDM2														31.0															
RAB11A														18.0	8.0										14.0				
RAB11B														21.0															
RAB11FIP1																									44.0				
RAB11FIP2														3.0															
RAB11FIP4															11.0										67.0				
RAB11FIP5														13.0	7.0														
RAB15														7.0															6.0
RAB18														20.0															
RAB1A			8.0																										
RAB22A															5.0			6.0							24.0				
RAB27A										20.0																			
RAB27B			6.0												10.0														
RAB28																													14.0
RAB2A														10.0															
RAB2B														30.0	14.0										124.0				
RAB31																											2.0		
RAB33A														10.0															
RAB33B															3.0										31.0				
RAB34															8.0														14.0
RAB35														36.0								32.0							8.0
RAB36															15.0										26.0				
RAB37														64.0															
RAB38									6.0																				
RAB39A															14.0										16.0				
RAB3A														2.0															
RAB3B									15.0					27.0				3.0							41.0				
RAB3D												18.0																	
RAB3GAP2			8.0						9.0					14.0	6.0														
RAB3IP															100.0										115.0				
RAB40C			15.0											45.0															
RAB43								70.0																					39.0
RAB4A															16.0														
RAB5B									6.0																				
RAB5C														27.0															
RAB6B														23.0		1.0													
RAB6C																		6.0											
RAB7A															4.0														
RAB7L1																									148.0				
RAB8A																3.0													
RAB9A														4.0															
RAB9B															11.0														
RABEP1															12.0														
RABGAP1																									4.0				
RABGAP1L															28.0										32.0				
RABGEF1															21.0										3.0				
RABIF																									21.0				
RABL2A									20.0																				
RABL2B																												35.0	
RABL3															27.0										49.0				
RABL5																			76.0						92.0				
RABL6																													22.0
RAD1									3.0															2.0	48.0				13.0
RAD17				48.0										32.0	56.0														
RAD18								5.0							19.0														
RAD21																3.0													
RAD23B														45.0											39.0				
RAD50								10.0						25.0	6.0														
RAD51																									52.0				
RAD51AP1															18.0														
RAD51C															27.0														
RAD51D									12.0						3.0														
RAD54B																									21.0				
RAD9A														12.0															
RAD9B															5.0														
RAET1E														6.0											12.0				
RAF1								11.0						3.0															
RAG1			12.0						3.0						20.0														
RAG2															33.0														
RAI1															6.0														
RAI14									78.0																		78.0		
RALA									12.0							9.0		2.0											
RALGAPA1																													23.0
RALGAPA2															6.0														10.0
RALGAPB															1.0										15.0				
RALGDS														54.0															
RALGPS1														28.0	3.0														
RALGPS2															2.0														
RALYL									20.0																				
RAMP3														9.0															
RAN														5.0															
RANBP17															8.0														
RANBP2															15.0														
RANBP3L														42.0															
RANBP6									21.0																				15.0
RANBP9														14.0															
RANGAP1																					10.0								
RAP1GAP															9.0														
RAP1GAP2			38.0												26.0														
RAP2A															5.0														
RAP2B														25.0															
RAP2C															18.0														
RAPGEF2															6.0														
RAPGEF4															18.0														
RAPGEF5														8.0	14.0														
RAPGEF6																									20.0				
RAPH1															16.0														
RARA														48.0															
RARB															52.0														
RARG																			60.0										
RARRES3														16.0															
