	Acute myeloid leukemia	"BladderUrothelialCarcinoma(TCGA,US)"	Breast Cancer	"BreastCarcinoma(WTSI,UK)"	"BreastInvasiveCarcinoma(TCGA,US)"	"CervicalSquamousCellCarcinoma(TCGA,US)"	Chronic lymphocytic leukaemia	"ColonAdenocarcinoma(TCGA,US)"	Colorectal adenocarcinoma	"GastricCancer(CCGC,CN)"	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	"LiverCancer(NCC,JP)"	"LiverCancer(RIKEN,JP)"	Lung	"MalignantMelanoma(WTSI,UK)"	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	"PediatricBrainTumors(DKFZ,DE)"	Prostate	"ProstateCancer(OICR,CA)"	"RectumAdenocarcinoma(TCGA,US)"	Small cell lung cancer	T-cell ALL	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"
CREBZF									4					4				5											
CREG1														9															
CREG2															9														
CRELD1																													33
CRHBP														15											9				
CRHR1														150															
CRHR2																													8
CRIP1														5															
CRIP3														7	11														
CRIPT														8															
CRISP1														74															9
CRISPLD1															4														
CRISPLD2														7	4										2				3
CRK														34															
CRKL			54											28	15										7				
CRLF3																									30				
CRLS1															14														
CRMP1									8																				
CRNKL1															8					5									
CROT								18																	8				
CRTAC1														5															
CRTAM										17				14											24				
CRTAP														14											37				
CRTC1														92	26												32		
CRTC2														31															
CRTC3														28	14														
CRY2																									2				
CRYGS														12															
CRYZ			32																										
CS															12														
CSAD																									39				
CSAG1															28														
CSDC2															21														
CSF1														27															
CSF2RA						20																							21
CSF2RB																									17				
CSGALNACT1														8	22														20
CSGALNACT2												2			15														
CSH2		8																											
CSK									30																				
CSMD1									4						3				6										
CSMD2														1															
CSMD3																									21				
CSNK1A1L			5																										
CSNK1G1														9	8										10				
CSNK1G3																								28					
CSPG5										20																			
CSPP1														38															
CSRNP3									18					26	58				44										
CSRP1								132						12															
CSRP3								7																					
CST9														26															
CSTA														4															
CSTF3			4																										
CTAG2																													7
CTAGE1								18						7															
CTBP1									44																				
CTBP2														153											45				
CTC1														13	17										7				
CTCF			6	14																									
CTCFL															9														
CTDP1															37														
CTDSPL									28					108															
CTHRC1									14																				
CTIF															8			14											
CTLA4																			40										
CTNNA1														22															
CTNNA2														10	18														
CTNNB1													3																
CTNNBIP1														52															
CTNND1																									198				
CTNND2															8														
CTNS																													4
CTPS2															36														
CTSA														54															
CTSB														20															
CTSC									22					57	38			22							482				
CTSH														4															
CTSL2														18															
CTSO															15														
CTSS																		20							80				
CTTNBP2														3	6														
CTTNBP2NL															17										15				
CTXN1														27															
CUEDC2														9															
CUL2														36											24				
CUL3															18														
CUL4A														16															
CUL5															20										3				
CUX1								28						65															
CUX2								4						5															
CWF19L1																									7				
CWH43															10														
CXADR															40										132				45
CXCL1															3														
CXCL12														41	29														
CXCL14												4																	
CXCL16									2	26				16											22				
CXCL2														8															
CXCL3									3					6															
CXCL5															19				4										
CXCL6												7		7															
CXCR1														8															
CXCR2														2								48			28				
CXCR5														14															
CXXC1																													30
CXXC11														12															
CXXC4															6														
CXorf21				8																									
CXorf23									3																41				
CXorf27														11															
CXorf36															6										4				
CXorf64														5															
CYB561A3														69															
CYB561D1																									65				28
CYB5A		7																											5
CYB5B								28						20															
CYB5D1									16					24											19				
CYB5RL															6										2				
CYCS														8											22				
CYFIP1														28															
CYFIP2											24																		
CYLC2															3														
CYLD			30															18							69				
CYP11A1														28															
CYP11B1									20						52														
CYP11B2														9															
CYP1A1														10															
CYP1A2															15										21				
CYP1B1														9															
CYP20A1			6																						73				
CYP21A2								8																					
CYP24A1															18				8						18				
CYP26B1														20										2					
CYP27C1															5										53				
CYP2A13														17															
CYP2A7														68															
CYP2B6														6											24				
CYP2C8										8																			
CYP2C9														9															
CYP2E1															3														
CYP2J2														5															
CYP2S1														13															
CYP2W1														12															
CYP3A4														14											32				
CYP3A5														11															
CYP3A7																			3										
CYP46A1														3															
CYP4A11																							34						
CYP4F11									26																				
CYP4F3																66													
CYP4V2															13										1				
CYP51A1									8						100														
CYP7A1														20															
CYP7B1																													
CYP8B1														4	5										13				
CYR61															7														
CYS1															15														
CYSLTR2														12															
CYTH2														14	34														
CYTL1														4															
D2HGDH			8																										
D4S234E																			18										
DAAM1															5														
DAAM2															28														
DAB2IP															14														
DACH1															27														
DACT1															10														
DAG1															169			117											
DAGLA			11											16															
DAGLB																											8		
DAK														14											14				
DALRD3														8															30
DAND5																									27				
DAPK2																									24				
DAPP1																									8				
DBC1														8															
DBF4B																									28				
DBN1								30																					
DBR1																									13				
DBT															9			1							14		12		
DBX2																10													
DCAF10														10	13										7				
DCAF11																									42				
DCAF12L1															8														
DCAF13														59															
DCAF16																									49				
DCAF4L2									11					6	17														
DCAF5															23														
DCAF7														4	11										10				
DCAF8														13															
DCAKD									22					20															
DCBLD1														9															
DCBLD2									10						6														
DCC									3					5	33														
DCDC2																									10				
DCDC2B														13															
DCDC5															2														
DCHS1																													8
DCHS2														5															
DCLK1	3							11	1					39	39														36
DCLK3									7						9														
DCLRE1C														92															
DCP2									10			14		8										46					
DCTD														8															
DCTN2														3															
DCTN3														7															8
DCTN5			22																										
DCUN1D2	2														9				9						14				
DCUN1D3															13														
DCUN1D4															26														
DCUN1D5									5																				
DCX									25					30	60			35											
DDA1			1											36											21				
DDHD1														15				3											
DDI1														3	9														
DDI2														8															6
DDN														10															
DDO																									24				
DDOST														4															
DDR1		9												77															8
DDT														12															
DDX10														12															
DDX11		84			12																								
DDX19A																								12	13				
DDX21															28														
DDX23														4															
DDX28														26															
DDX31																			21										
DDX39A										12																			
DDX42															12														
DDX46																									7				
DDX51															7										14				
DDX52																									30				
DDX54														8															
DDX55														4											36				
DDX56														20															
DDX58															6										2				
DDX60														10															
DDX60L														3															
DEDD														27															
DEF8														96															
DEFA4																									5				
DEFB118														10															
DEGS1																									19				
DEK														18															
DENND1B															40														
DENND2A										6				6															
DENND2C																									24				
DENND4A														26	80														
DENND4C														28	4														
DENND5A									1																				
DENND5B								19																	41				
DENND6A																									31				
DENR				6										7															
DEPDC1															8														
DEPDC1B														14															
DEPDC7														24															
DERL1												10																	
DES														18															
DESI1																									14				
DESI2															9														
DEXI															15														
DFFA																									14				
DFFB															7										29				
DFNB31														114															
DGAT2												14																	
DGCR14			5											10															40
DGCR8															12														
DGKA																							76						
DGKB															38									11	14				
DGKD												44		16					24										
DGKG																			9						30				
DGKI															16	24													
DGKQ														16															
DGKZ														91															
DHCR24															5														14
DHCR7														22															
DHDDS														32											64				
DHFR																									7				
DHFRL1																									18				
DHODH																									13				
DHRS11																											12		
DHRS4L2																													32
DHRS7														8															
DHRS7B														11															
DHTKD1														9											38				
DHX32										5																			
DHX35														28															
DHX36															20														
DHX40																									12				
DHX57									12					10															
DHX58														5															
DHX8														3															
DIAPH1														40															
DICER1															9														
DIDO1															44														14
DIEXF									2																				
DIMT1														29															
DIO2	5								20						195														120
DIP2A														8											9				
DIP2B																									9				
DIRAS1															6	8													
DIRC2															4														
DIS3															10										16				
DIS3L																									26				
DISC1									4					52	44			24	72						160				
DIXDC1																									22				
DKK2							5																						
DKK3														18	45														
DLAT															6														
DLC1																									6				
DLD														11															
DLEC1														12															
DLEU7														4															
DLG1														55															
DLG2																20													
DLG3														21	60														
DLG5														6															
DLGAP1														84															
DLGAP2														32	13														
DLGAP4														30															
DLGAP5														4															
DLK1														13															
DLK2														24															
DLL1																							3						
DLX1														56															10
DLX2														16															
DLX4												38																	
DLX6														18															
DMAP1														4											10				
DMBX1														48	48										12				
DMC1																									8				
DMD															136										153				168
DMP1															20														
DMRT1												6		12															
DMRT2		26												46			20												64
DMRTA2														5															
DMRTB1															12														
DMRTC2														3	10														
DMTF1																18													
DMWD																												8	
DMXL1														10															
DMXL2																27													
DNA2														4															
DNAAF1										1																			
DNAH1														16															
DNAH12														5	15														
DNAH5															9														
DNAJA2									11																				
DNAJB1															12														
DNAJB12			8											28															
DNAJB3																		1											
DNAJB7														5															
DNAJB9														37															
DNAJC11														45															
DNAJC14																									19				
DNAJC16									6					6	15														
DNAJC18			6									9													8				4
DNAJC19																									46			8	
DNAJC21														10									24						
DNAJC24														14					22						48				
DNAJC27				4					8																				
DNAJC30								21																					
DNAJC5														26	20														
DNAJC6															72														
DNAJC8															3														
DNAJC9				6																									
DNAL1														20				14							16				
DNALI1										6				1											6				
DNER											3			2															
DNHD1														6	17														
DNM1																													4
DNM1L														33											30				
DNM2														85															
DNM3									8																				
DNMBP								24							4														
DNMT1														10															
DNMT3B															60														
DNPEP																									10				
DNPH1														9															
DNTTIP2																													36
DOC2A														6															
DOCK2															11														
DOCK3															44														
DOCK4									12																				
DOCK5														11	7														
DOCK7														11	19														
DOCK8														6															
DOCK9																													8
DOHH														26															
DOK1														18															
DOK6															35			10											
DOK7														24															41
DOPEY2																			10						10				
DPF1														30															
DPF2														18															
DPH1																													10
DPM1															1														
DPM2										26				11															
DPP10															40														
DPP6														48															
DPP9																									9				
DPPA3																									10				
DPPA4																2			22										
DPPA5														7															
DPY19L1												20																	
DPY19L2															10														
DPY19L3														10															
DPY19L4																									8				
DPY30														7															
DPYD																									8				
DPYS															4														
DPYSL2															15														
DPYSL3												28			14														
DPYSL5															51														
DR1														26															
DRAM1																									10				
DRD1														32															
DRD2															52														
DROSHA															24														
DSC1																													2
DSC2		4																											2
DSCC1										9																			
DSCR3														12	6										31				
DSCR6			1																										
DSE															36														
DSEL															13									18	16				
DSG1				10										21															
DSG2									1																32				
DST												10		9															
DSTN														4	28														
DSTYK			30																						20				
DTD2																									27				
DTL									6					5															
DTNA														96	63														
DTWD1															24														
DTWD2									14						7										23				
DTX1														17															
DTX3L														2	24										13				
DTX4														17															
DUOX2			27													8													
DUSP1														9															
DUSP13										3																			6
DUSP19															28										78				
DUSP21														9															
DUSP23														6															
DUSP27														4															
DUSP3															17														
DUSP4				12										48	10		8												
DUSP5														25															
DUSP8														2															
DUSP9			26																										
DUXA															10										8				
DVL1														8															
DVL2															12														
DVL3														7	10										2				
DYNAP																3													
DYNC1H1														3															
DYNC1LI2														10															
DYNLL2														12															
DYNLRB1														10															
DYNLT1															3														
DYRK1A						18								32	5										52				
DYRK2															10														
DYRK4														21															
DYX1C1										6																			
DZIP1														42	54										26				
DZIP3																									9				
Dec-1														4															
E2F1									3																				
E2F3			2																										
E2F7															10														
E2F8														39															
E4F1																4													
EAF1								13																					
EARS2														22															15
EBAG9														2															
EBF2															7														
EBF3														5															
EBLN2														4	5														
ECD																													18
ECE2														14															
ECHDC1						6								159															6
ECSIT														4															12
ECT2L																22													
EDA2R				27											75														
EDARADD														38				20							8				
EDC3															15														
EDEM1														42											7				
EDEM3															8														
EDIL3														3															
EDN3														15	50														
EDNRA														57	30	15													
EDNRB															60														
EEA1															10														
EEF1A1				9											14										29				
EEF2K																6									6				
EEFSEC												17																	
EEPD1														20															
EFCAB12														7															
EFCAB13																		13											
EFCAB14														22	3														
EFCAB2														9	7							31			16				
EFCAB5																									19				13
EFCAB7															13														
EFHC1														26											34				
EFHD2														48	7														
EFNA1															12														
EFNA3														5															
EFNA4																													24
EFNA5														4															
EFNB1																		12											
EFNB3									8																				
EFR3A															5														
EFTUD2														18															4
EGFL6															20														
EGFLAM															56														
EGFR									9				15		3					11									
EGLN1																		2							13				
EGLN3															16														
EGR1															4	21													
EGR2															32														
EHBP1										112																			
EHD2															11										5				
EHD3														13															
EHF			18																										
EHHADH															12														
EID1														6				3											14
EID2																												1	
EID2B																									13				
EIF1																									11				
EIF1AD															35														
EIF1AX									8						9														
EIF2A									7																				
EIF2AK1														32	40														16
EIF2AK2															12										45	69			
EIF2AK4																									10				
EIF2B2														1															
EIF2C1																			20										
EIF2D														6															
EIF2S1														21															
EIF2S3														8															
EIF3I																									4				
EIF3J															4														
EIF4A2															10														
EIF4B									8																				
EIF4E1B														10															
EIF4E3														76										40					
EIF4EBP1														4															
EIF4EBP2				12					5																3				
EIF4EBP3														3															
EIF4ENIF1															27														
EIF4G2														36															
EIF4G3															24														
EIF4H															24														
EIF5															20														
EIF5A									32																				
EIF5A2															13									10					
EIF5AL1															10														
ELAVL1														4					3										
ELAVL2														21													9		
ELAVL3														12	30														
ELAVL4															5														24
ELF3																													16
ELF4														54															
ELF5									12					24											84				
ELFN2														32	10														
ELK4								7						5	36										12				
ELL														7															
ELL2															3			15											
ELMO2															12			12											
ELMOD1															62										16				
ELMOD3																		80											
ELN														65															
ELOF1														10															
ELOVL2															9														
ELOVL4														12	8														
ELOVL6																									8				
ELOVL7									18						8										42				
ELP2															66														
ELP5		40												23															6
ELTD1														5															
EMB										19				6	12			13											
EMC1														2															
EMC10														46															
EMC4														7															
EMCN															8			16							40				
EME1															30														
EMILIN3														13	13														
EML1	12														8														
EML2														57															
EML4																16													
EML5														10															
EMP2			1						4																16				
EMR1															65														
EMR2																									8				
EMX2																													3
ENAH																		18											
ENAM															43														
ENC1														24	28														
ENDOD1															4														
ENDOV														5															4
ENGASE															4														
ENHO																													
ENO2																			3										
ENO4															29														
ENOX2															28														
ENPEP														13	5														
ENPP1																									11				
ENPP4															6														
ENPP6														9											2				
ENPP7														2															
ENSA														38	12														
ENTHD1			11																										
ENTHD2														10															
ENTPD1									217					56	147										294		21		
ENTPD3															15														
ENTPD4																									24				
ENTPD5														17															
ENTPD7																		10											
ENTPD8														12															
EOMES														10															
EP300			37																										
EPB41																								35	45				
EPB41L1															16														
EPB41L2														42															
EPB41L3															13														
EPB41L4A														10															
EPB41L4B															12														
EPB41L5															8														
EPB49														18															
EPDR1																													17
EPG5															3														
EPHA10														4	40										3				
EPHA3									18			6		39	13									8	4				
EPHA4							1																						
EPHA5														20	8														
EPHA6			2											16															
EPHA7														2															
EPHB2																													16
EPHB3																											3		
EPHB4															13														
EPHX3				19																									
EPM2A														14															
EPM2AIP1								57						8	19											16			
EPN2														57															
EPO								30																					
EPPIN															5										11				
EPPIN-WFDC6														3															
EPPK1														20															
EPS15															18														
EPS8															34				12	8									
EPS8L2														14															
EPT1														5											7				
EQTN										14																			
ERAP1														20															
ERBB2IP														168															
ERBB3														11	15										14				
ERBB4	26								18						64														
ERC1															64														
ERCC1		14																											82
ERCC4									14																14				
ERCC6														18	3														
EREG															5										34				
ERG												36		72	12														
ERGIC2														4															
ERI1																									5				
ERI2																													17
ERLIN2														23	7	13													
ERMAP																									4				
ERMN												12		10	2														
ERP29		4			16	8									30														
ERRFI1														5	5														
ERVFRD-1															43														
ERVV-1																7													
ESAM														14															
ESCO1																									6				
ESCO2															7														
ESM1															48														
ESPNL			17																						10				
ESR2														8															
ESRP1															30														
ESRP2															7														
ESRRG														105	80														
ESYT1																			40										
ESYT2									1																				
ESYT3								31																					
ETNK1									37					10	8														
ETNK2														5															
ETS1														12															
ETV1															49														
ETV3														5															
ETV6															13														
ETV7														204															
EVA1A														14															
EVC										4																			
EVI5																									10				
EXD1				4																									
EXO1														21	12														
EXO5																									25				
EXOC1														15															
EXOC3L2																									15				
EXOC5									12																4				
EXOC7														75	15														65
EXOC8														12											28				
EXOG															28														
EXOSC10										24																			
EXOSC2																									25				
EXOSC6														9											6				
EXOSC9																28													
EXPH5																									26		2		
EXTL1														4															
EXTL2														12															
EXTL3															3														
EYA1														36	56	20								56					
EYA2														6															
EYA3															4														
EYS									28			6			9														
EZR														26															
F11R															19										62				
F2R								10																					
F2RL1																									36				
F2RL2															32										12				
F2RL3																									87				
F5														8															
FABP2										3																			
FABP3														7															
FABP4														2	8														
FABP7														21															
FADS1				5											18										9				
FADS2														6															
FADS6														7											9				
FAF1														21															
FAH														7															
FAHD2B														3	13														
FAIM2																			26										
FAIM3																													16
FAM101B																			4										
FAM102A									6					4	30														
FAM102B															13														
FAM104B														65															25
FAM105A															6														
FAM105B															7										32				
FAM107A																								14					
FAM108B1									13																				
FAM108C1																		4											
FAM109A														39															
FAM110B									1																				
FAM110C															2										15				
FAM111A																									80				
FAM111B																									204				
FAM114A1														5	7														
FAM115C																									25				
FAM117B															5														
FAM118A																									22				
FAM120C														9										30					
FAM122C																													13
FAM123C																		48											
FAM124A														24															
FAM124B																													8
FAM125B																								6					
FAM126B								28						11											39				
FAM127B									17																				
FAM127C																													22
FAM129A														16											48				
FAM129B														58															
FAM129C										2																			
FAM131A									8									34											
FAM133A															68														
FAM134A															5														
FAM134C															4	7		5							30				
FAM135A									51																				
FAM13A														22				24											
FAM13B			3													21													
FAM13C																							32						
FAM155A			6																										
FAM160A1														32															
FAM160B1										12				9				16											
FAM160B2														10															
FAM161A									14						4										32				
FAM161B																									27				
FAM162A																													11
FAM167A									2			12																	
FAM168A														9															
FAM168B															12														
FAM169A														4					6								7		
FAM169B														13				25											
FAM170B														63															
FAM171A1							15												17										
FAM171B											3																		
FAM172A														15	3														
FAM173B														7	6														
FAM175A		9												38															3
FAM175B															1														
FAM177A1																									34				
FAM177B															15														
FAM178A														3															
FAM178B																													30
FAM181A														135															
FAM184A														16	10														
FAM184B														2	10										8				
FAM185A														44															16
FAM189A1															8														
FAM189A2														28															
FAM189B														20															
FAM18B2									11																				
FAM193A																											56		7
FAM196A														39											3				
FAM198A																													
FAM199X							17																						
FAM19A1			28																										
FAM19A2														4	7														
FAM19A4														2	52				4										
FAM208A														21		30													38
FAM20B														9											32				
FAM20C														15															
FAM210A																									32				
FAM210B																									6				
FAM211A															24														28
FAM212B														44	22										18				
FAM214B			18												7														
FAM216B												4			9														
FAM219A														12															
FAM219B															3														
FAM221A														24															
FAM221B															6														
FAM227A														32											56				
FAM228A														3															
FAM229A																													5
FAM229B																									8				
FAM26E															12														
FAM3A														64															
FAM46A															10													5	
FAM46C														10											1				
FAM47E-STBD1		8												27	7														55
FAM49A															16														
FAM53A									16																				
FAM53B														23															
FAM53C															16														
FAM57A														3	13														
FAM58A																													18
FAM5B														3	14				10										
FAM5C														22															
FAM63B																									110				
FAM65A														20															
FAM65B															3										43				
FAM69A									36																				
FAM71E1															9														
FAM72B																													19
FAM75D3																			8										
FAM76A																									90				
FAM76B									3																				
FAM78A														11	20														
FAM81B														4															
FAM83A								21							2										19				
FAM83C														23															
FAM83E														9											28				
FAM83G																													12
FAM83H														13											17				
FAM84A														8	7	17													
FAM86A		21				1																							
FAM86B1																													7
FAM89B		6																											
FAM91A1																		17											
FAM98A														3															
FAN1		16												16															20
FANCA						9																							23
FANCC															20										28				
FANCD2														10															
FANCD2OS				4										3															3
FANCF																									16				
FANCI														8															
FANCL														12															40
FANCM														8											16				
FARP1									3					9	4												11		
FAS																													17
FASN														16															
FASTKD2									18						33				78										
FASTKD5														8															15
FAT1														3															
FAT2														13	1														
FAT3												9																	
FATE1			13																										
FAXC															10														
FAXDC2															9														
FBLIM1												10		22	22										10				
FBLN5														20															
FBN2														7	1														
FBP1															48														
FBRS																													4
FBXL13																									16				
FBXL16														6	9														
FBXL17												5		13															
FBXL18																									11				
FBXL19														11															
FBXL20															10										110				
FBXL22														12															
FBXL3														2	21														
FBXL4														6															
FBXL5															30			24											
FBXL8														6															
FBXO10								21							9														
FBXO11															20														
FBXO21																10													
FBXO25														12															
FBXO27																									5				
FBXO28															42														3
FBXO31			11						4																				
FBXO32			18											21	60														
FBXO33														5				1											
FBXO40															7										14				
FBXO41															16														
FBXO44														44											44				
FBXO45														11											19				
FBXO47															11														
FBXO48														7	10										15				
FBXO5									32						10														
FBXO6																									6				
FBXO9														45											24				
FBXW11														18															
FBXW2									8											12				10					
FBXW7													63																
FBXW8														14											16				
FCAR																			160						152				7
FCER1A														3															
FCF1																									34				
FCGR1A									26																				
FCGR2A															6														
FCGR3A															5														
FCGR3B															26														
FCHO1															52														
FCHSD1														6															22
FCN1																													4
FCN2														4															
FCRL1														69	66														
FCRL2																									6				
FCRL3															9														
FCRL4																4													
FCRL5									26					64															
FCRL6															8														
FCRLA														42															
FDCSP								2																					
FDX1															10										5				
FECH														16	12														
FEM1A														16															24
FEM1C														5															
FERMT1				4																									
FEZF2														17															
FFAR2																									26				
FFAR4														50	10										20				
FGA															13				13										
FGB										16				20															
FGD1														5															
FGD2														3															
FGD4								13	2					9		10									34				
FGD5														4															
FGD6									20	9				5											8				
FGF1				56																									
FGF11														1															
FGF12															62														
FGF17														6															
FGF2										3				20											9				29
FGF23														16	12														
FGF5															36										16				23
FGF7															6														
FGFBP3														20															
FGFR1													765	198	126			90							144				
FGFR1OP2															26														
FGFR2									77	42			112																
FGFR3													75																
FGFRL1														81				75											
FGG														5															
FGL2																									9				
FHAD1																									18				
FHDC1														31															
FHIT														34															
FHL1														72															
FHL5															14														
FIBCD1			40											36															
FIBIN														5															
FIGN														23															
FIP1L1															6														
FIZ1																			10										
FJX1															28														
FKBP10									7																				
FKBP14																									18				
FKBP1B								30																					
FKBP4								8																					
FKBP5														2	12										22				
FKBP7																						8							
FKBP9																									13				
FKTN														74											27				
FLAD1																													
FLCN																									15				
FLG2															7										17				
FLI1																16													
FLJ42280																30													
FLNB														48															
FLOT1														15															
FLRT2									24																				
FLT1															5														
FLT3													34																
FLT4	5																												
FLVCR1															17										23				
FLVCR2															14														
FLYWCH2														15															
FMNL2									9						12														
FMNL3		22							38					16															70
FMO2			10																										
FMO3														24															
FMO4									15																				
FMO5														26															19
FN1															40														
FNBP1																									10				
FNBP1L														23	27	42													5
FNDC3A									8					26															
FNDC3B														16		4													
FNDC4								9																	12				
FNIP1										24					26										20				
FNIP2			1																										
FOCAD														5															
FOPNL									21					5											34				
FOSB														6						30									
FOXC1									18																				
FOXD3														29															
FOXD4														4															
FOXE3			21																										
FOXF1									3																				
FOXF2														4	1														
FOXG1															3														
FOXI1															36														
FOXI2														18											1				
FOXJ2														12															
FOXJ3															16										32				
FOXK1								86						8	32										31				
FOXL1															17														
FOXL2														10															
FOXN1														18															
FOXN2															26			5											
FOXO1			13											7															
FOXO4														28															
FOXP1															64														
FOXP2														34				28											
FOXP3														24															
FOXP4														12											39				
FOXR2														11															
FOXRED1															11														
FOXRED2			26																						62				
FPGT		23												6															19
FPGT-TNNI3K														4									17						
FPR1														22															
FRA10AC1															8										24				
FRAS1														15														8	
FRAT2														4															
FREM1								28																					
FREM2														12	9			3											
FRG2C														10															
FRK															2														
FRMD1			4																										
FRMD3															16										2				
FRMD4A															21														
FRMD4B																													
FRMD8															12										21				
FRMPD4															10														
FRS2															22														
FSCN1														32															
FSIP1								6																					
FST																													5
FSTL5														102															
FTCD														11															
FTL									24																				
FTO														3											4				
FTSJD2									4					11															
FUBP1			4											19															
FUBP3														3															
FUCA1														7															
FUK																										3			
FUOM														32															19
FURIN															13														
FUT1																		6							10				
FUT10																												9	
FUT11														6															
FUT2																									4				
FUT9									14						6				7										
FXN															24										88				
FXR1		1																											
FXR2				20																									
FXYD4														30															
FXYD5														39															
FYB														30	12									9					
FYCO1			7						4					13	14														
FYTTD1														6	12														
FZD1																18													
FZD10									2																				
FZD2									8					15															
FZD3			6												22										52				
FZD4															10														
FZD5															6														
FZD7			4																										
FZD8															2														
FZR1														45															
G0S2															62														
G2E3															6														
G3BP2			33																										
G6PC														20											13				
G6PC2										16				32	32										30				50
GAB1			10	72														12											
GAB2										10				30															
GAB3			12						12					28	20			2											
GABBR1																													45
GABPB1														24															
GABRA1															120														
GABRA2				10										10															
GABRA3															25					7									
GABRA4														18	54	75									48				
GABRB1														6															
GABRB2			14								32			16	34	16									30				
GABRB3														52	84										16				
GABRE																		22											
GABRG1			7								8			16	16														
GABRG2														60															
GABRG3														13															
GABRP									2			5		14	8														
GAD2														5															
GADD45A																								45					
GADD45B														25															
GADL1									5							10													
GAGE1														30															
GAL														7															
GAL3ST3																10													
GAL3ST4																									9				
GALE															51														
GALK2																													2
GALM																									9				
GALNT13														1															
GALNT14														24															
GALNT15															19										11				
GALNT16															24														
GALNT2																									2				
GALNT3															10			7											
GALNT4															5										4				
GALNT6								10																	41	1			
GALNT9														20															
GALNTL2									1																				
GALP																													9
GAP43														24															
GAPDH								26																					12
GAPT																									8				
GAPVD1																									12				
GAREM															22														
GAREML															28														
GARS							5							1															
GART									11																10				
GAS2L1		8												18															11
GAS7														52	164										180				
GAS8									20																				
GATA3														20															
GATA6									17			8																	
GATAD1																									47				
GATAD2A														37															
GATAD2B															14														
GATC														3															
GATM														6															
GATS		9								7				20															55
GATSL3														11															
GBA3															8														
GBE1															8														
GBP1														5															
GBP4																								16	118				
GBP6																									14				
GBP7															2														
GBX2														14															
GCC1															5														
GCDH			6																										11
GCG														6		9													
GCH1														12															
GCHFR														17															
GCLC															28														
GCLM																									23				
GCNT1								45						45											10	20			
GCNT2															9										45				
GCOM1									10														22	22	12				
GCSAM															54														
GCSAML															12										13				
GDA							18												51										
GDAP2										4					7														
GDF3																2													
GDF6														7															
GDPD1																									35				
