	Acute myeloid leukemia	"BladderUrothelialCarcinoma(TCGA,US)"	Breast Cancer	"BreastCarcinoma(WTSI,UK)"	"BreastInvasiveCarcinoma(TCGA,US)"	"CervicalSquamousCellCarcinoma(TCGA,US)"	Chronic lymphocytic leukaemia	"ColonAdenocarcinoma(TCGA,US)"	Colorectal adenocarcinoma	"GastricCancer(CCGC,CN)"	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	"LiverCancer(NCC,JP)"	"LiverCancer(RIKEN,JP)"	Lung	"MalignantMelanoma(WTSI,UK)"	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	"PediatricBrainTumors(DKFZ,DE)"	Prostate	"ProstateCancer(OICR,CA)"	"RectumAdenocarcinoma(TCGA,US)"	Small cell lung cancer	T-cell ALL	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"
hsa-miR-196a-3p		1		2					3	1		3		12	31	2		1					1		21		1		12
hsa-miR-196a-5p			1					1	8			1		19	27			4	1					2	5	5			4
hsa-miR-196b-3p										1			1	29	10	1		5		1			2		6				7
hsa-miR-196b-5p			1					1	8			1		19	27			4	1					2	5	5			4
hsa-miR-197-3p		1	7					7	3	3				27	22	13		4						1	74		1		15
hsa-miR-197-5p			2						3					27	36				2					5	3			1	4
hsa-miR-1972		1	16						3	1		3		30	20	1	1	5				2		3	23				17
hsa-miR-1973				1										8	10	4					1				8		1		11
hsa-miR-1976		4	3	1				4	4					36	49	5				1			1	4	138				3
hsa-miR-198		2	11					5	5	2		1		34	31	1						1			2				8
hsa-miR-199a-3p	2	1	4					18	3	1		1		56	55	1		2	2					1					3
hsa-miR-199a-5p			5					6	10			2		61	31	35		4						1	10				10
hsa-miR-199b-3p	2	1	4					18	3	1		1		56	55	1		2	2					1					3
hsa-miR-199b-5p			5					6	10			2		61	31	35		4						1	10				10
hsa-miR-19a-3p		1	3	4				11	11	1		5		50	65			3	1				1	3	7		2		31
hsa-miR-19a-5p		1	3						12	1	1	2	7	36	81			6					2	2	26	2	1		26
hsa-miR-19b-1-5p		1	3						12	1	1	2	7	36	81			6					2	2	26	2	1		26
hsa-miR-19b-2-5p		1	3						12	1	1	2	7	36	81			6					2	2	26	2	1		26
hsa-miR-19b-3p		1	3	4				11	11	1		5		50	65			3	1				1	3	7		2		31
hsa-miR-200a-3p	1		8			1		14	7	2				53	81			1	1						13		4	1	4
hsa-miR-200a-5p		1	3	1					8	2	2			21	32	2			4						20				16
hsa-miR-200b-3p			3	3	2			8	9	1		1		28	43	3				1					1	1			19
hsa-miR-200b-5p		1	3	1					8	2	2			21	32	2			4						20				16
hsa-miR-200c-3p			3	3	2			8	9	1		1		28	43	3				1					1	1			19
hsa-miR-200c-5p		1	1						5					36	15			3	3					2	3				6
hsa-miR-202-3p			5		19			2	5	9			9	39	11	2		3							11	3			10
hsa-miR-202-5p			1	3				1	9			3		35	17	1		8	6						2				10
hsa-miR-203			1	7				14	17	2		1		49	56	4		7	1						41	4			11
hsa-miR-204-3p	1		4	1				3	18	3		9	8	60	35	3		4	7					6	427		1	1	8
hsa-miR-204-5p		3		3		1		5	1	1	1			27	38	3		2	1						6				8
hsa-miR-205-3p	2	3	5	9				4	12	1			1	45	38	1		5	1					2	5	8		4	10
hsa-miR-205-5p		2	24	4			2	10	2	1	3			38	42			2	3					1	3				15
hsa-miR-2052		2	2	3				10	27		5	4		88	71			7	1		1	1	2	6	48				24
hsa-miR-2053								1	3			1		30	21	2		3							10				13
hsa-miR-2054			5			2			6			1		41	50	13			2	1					217	4			6
hsa-miR-206								4	5			3		25	28	6			4						5				17
hsa-miR-208a	4	2	2	1				12	9					33	47				1						2				8
hsa-miR-208b	4	2	2	1				12	9					33	47				1						2				8
hsa-miR-20a-3p			2					1	4	2		4		53	38			3	5					2	108				10
hsa-miR-20a-5p		2	6				2	8	11	5	1	2		35	30	3	4	6	6						312	1			13
hsa-miR-20b-3p		1		1				4	3	4		1		36	25	1			2				1	3	16	4			9
hsa-miR-20b-5p		2	4				2	8	6	5		1		30	43	3	2	1	5						339	1			19
hsa-miR-21-3p	1		2	7		1		7	10	2	1			45	95			3	1				1		5		1	9	11
hsa-miR-21-5p		2	7	2				11	3					30	21	1									2	6			6
hsa-miR-210		1	4	3				3	1					34	18	1									4				6
hsa-miR-211-3p			1					6	22	2				49	48	5		5	2		1			14	3			5	6
hsa-miR-211-5p		3		3		1		5	1	1	1			27	38	3		2	1						6				8
hsa-miR-2110		1	1					1	9		4	1	10	42	17	4		4	8					4	9				6
hsa-miR-2113	2	1	8					3	12	1	2	2	1	69	69	2		2	2	1			1		15			1	27
hsa-miR-2114-3p			1			1								27	6	2			1	3					89				3
hsa-miR-2114-5p			1		6			3	2		1			22	11			1	1	1					24	4			7
hsa-miR-2115-3p		2	4					5	2			3	1	33	28	3	2		3	2					3		2		16
hsa-miR-2115-5p		1	1					7	4	2		2		33	38	1		1	3	1			1	1	5		2		3
hsa-miR-2116-3p		4		1				8	5			5		43	21	5			2						179				11
hsa-miR-2116-5p		4	2	14				12	13	2		1		37	24	2		1	8				1		11				7
hsa-miR-2117		1	6					5	3	4			1	30	21	7		2				1		2	7	2			12
hsa-miR-212-3p		3	7	1				4	5	3				40	51	4		1	4	1				1	8			1	4
hsa-miR-212-5p		1	1		2			7	1			1	1	27	30	6		1	3			2			31				8
hsa-miR-214-3p	1		8	2				2	4	7		3	1	41	45			3	1	1	1			1	7		2		15
hsa-miR-214-5p		4	2					2	4	2		1		23	28										184			1	9
hsa-miR-215								3	1				1	12	41	3	1	1							42		1		4
hsa-miR-216a		1	2	3	1			2	19	1		1		26	31	3			4						12				13
hsa-miR-216b			1			1		9	5	4	2	5		22	61		2	2	3	1	1				22		4		18
hsa-miR-217			2					3	3	2		3		47	44			1						5	104		1		7
hsa-miR-218-1-3p		1		1				4	8	4			9	21	25			3							14		1		2
hsa-miR-218-2-3p				1					9	4		1	9	31	34			1							65				8
hsa-miR-218-5p		3	4						1			1		46	38	5							1	1	4		1		18
hsa-miR-219-1-3p			1	2				8		1			1	14	32	1		3	1						6				4
hsa-miR-219-2-3p			1	1					8					22	31	1		1		3				4	11				12
hsa-miR-219-5p			5					1	9			2		15	28										2				9
hsa-miR-22-3p			1	1					2	4		1		30	41	2		1	4	1			1		7	4			13
hsa-miR-22-5p		1	8					3	9			1		38	47	4			5						10	4			5
hsa-miR-221-3p			1					5	6		3			43	22	1		2							33		1	1	8
hsa-miR-221-5p								7	12	2				32	24			7					2	2	50				15
hsa-miR-222-3p			1					5	6		3			43	22	1		2							33		1	1	8
hsa-miR-222-5p	2	1	3	5				8	12	1		1		34	32	4		3	1			1		4	2				10
hsa-miR-223-3p		1	5						4	1			1	39	21	2		6	2					3	10				7
hsa-miR-223-5p	1		1						7	4		1	4	16	25	3		1	6						54				5
hsa-miR-224-3p				5				1	4	5		5		46	67	1		2							10				21
hsa-miR-224-5p			2					9	12			1		25	25	4			6						9	4		1	12
hsa-miR-2276		2	1	1				1	8	2		3		36	22	2		4				1	1	3	35				22
hsa-miR-2277-3p		1	4	1					3	2			1	38	26	2		5		1			1		12		1		15
hsa-miR-2277-5p								3		1				4	9										2				
hsa-miR-2278	1		6	1				2	8	2		1	1	19	11			1	1		1			2	13		2		12
hsa-miR-2355-3p			4	2				3	8			2		37	44			1				1			2			1	25
hsa-miR-2355-5p			1						5					58	17	2			5				2		6				4
hsa-miR-2392								6	6					41	18	2			1	2			6	1	14		4	2	6
hsa-miR-23a-3p		2	3	2			1	1	10	1			1	57	47			2				1		3	8	1	2	1	28
hsa-miR-23a-5p		1		2				6	8		4			23	17	5		3	1	1			1	2	73		1		1
hsa-miR-23b-3p		2	3	2			1	1	10	1			1	57	47			2				1		3	8	1	2	1	28
hsa-miR-23b-5p		2		3				7	5			1	1	17	18	5		3	1				1	2	17		1		3
hsa-miR-23c		2	3	2			1	1	10	1			1	57	47			2				1		3	8	1	2	1	28
hsa-miR-24-1-5p									2			1		14	16	3									1	1			3
hsa-miR-24-2-5p									2			1		14	16	3									1	1			3
hsa-miR-24-3p		1	1					5	3	1				28	13	5	1	7							104				12
hsa-miR-2467-3p		3	18	2	1			5	10	9			1	49	33			4	4					1	20		2	4	9
hsa-miR-2467-5p			2	1				4	1	1		1	2	34	32			3	1						139				5
hsa-miR-25-3p	1	3		1		2		11	7			2		25	39	1			1						10				11
hsa-miR-25-5p		1	1							2	2			27	5				5						32				3
hsa-miR-2681-3p		1	7			2		2	4		1			40	46	1		1				2			18		1		25
hsa-miR-2681-5p		2						7	6		2			51	38			4				1		1	6	2	1		9
hsa-miR-2682-3p			7		3			2	5		1	8		29	20	1			3	1	1				38				4
hsa-miR-2682-5p			5					1	2		3			31	37						1	1	2	1	165	4			6
hsa-miR-26a-1-3p			4	1				8	7			1		20	29	2		1	5			1			5	4			8
hsa-miR-26a-2-3p			4	1				8	7			1		20	29	2		1	5			1			5	4			8
hsa-miR-26a-5p			1	6				14	3					14	24	7		3			1				39	5			7
hsa-miR-26b-3p		2	5					12	5		1		1	39	21	6		2					1	2	8				6
hsa-miR-26b-5p			1	6				14	3					14	24	7		3			1				39	5			7
hsa-miR-27a-3p		4	6	2			1	4	10	4		4	4	58	50	4		2				1	1	1	4		1		9
hsa-miR-27a-5p								5	1	1		1		41	21				1		1						3		12
hsa-miR-27b-3p		4	6	2			1	4	10	4		4	4	58	50	4		2				1	1	1	4		1		9
hsa-miR-27b-5p		5	2	2	1			4	3	1				33	26	2									1	2			3
hsa-miR-28-3p			7	2				2	1		1	1		21	21														2
hsa-miR-28-5p	1	1	10				1	2	3	1			2	26	22	1		3	5	1			1		3		1		
hsa-miR-2861		5	1						5			1		35	9			1	2										2
hsa-miR-2909						4		8						33	9	5						1		1	4	1			9
hsa-miR-296-3p			4					5	6					19	15				1						8			4	6
hsa-miR-296-5p			1	2				4	10					25	9				2				2	1					5
hsa-miR-2964a-3p				1				5	6					19	23	1			1						11		1		9
hsa-miR-2964a-5p		1	3	1				6	2	2				45	21			1	4					1	5				23
hsa-miR-297	1		4					2	13	2	2	1	6	28	31	2									4				14
hsa-miR-298			12		1			1	5	2			1	58	37	1	2	4	3	3	1			2	9	4	3		9
hsa-miR-299-3p		2	3	1					3	3		2	2	48	50			1			2				6		3		41
hsa-miR-299-5p			1	1				7	8	1	1			37	30								1	1	9	4	1		10
hsa-miR-29a-3p			5					8	2	2		3		30	14	5					1			1	16				10
hsa-miR-29a-5p			7	1				4	13		5			40	60	3							13	1	4	8			20
hsa-miR-29b-1-5p			1	1				1	6	1				17	37	1						1	1		35				16
hsa-miR-29b-2-5p			1	1				1	6	1				13	21								1		43	2			12
hsa-miR-29b-3p			5					8	2	2		3		30	14	5					1			1	16				10
hsa-miR-29c-3p			5					8	2	2		3		30	14	5					1			1	16				10
hsa-miR-29c-5p			3					4	1	1				13	10													1	8
hsa-miR-300		1	1	1				12	6	1		1		50	36	5		1	1	1			1		57				21
hsa-miR-301a-3p		1	1	1				4	5	2	1	1		44	47			1	1						68		2		14
hsa-miR-301a-5p		3		2		1		4	6	1			1	17	31				1				2		19		10		15
hsa-miR-301b		1	1	1				4	5	2	1	1		44	47			1	1						68		2		14
hsa-miR-302a-3p	1	3	2					1	7	1		1		36	25	1		1	1					1	313	1			9
hsa-miR-302a-5p		1	10		6		1	15	7		1			48	47	4		3	1					1	4		3		5
hsa-miR-302b-3p	1	3	2					1	7	1		1		36	25	1		1	1					1	313	1			9
hsa-miR-302b-5p		1	6	1				8	8	1		1	2	58	57	5		14						1	6	4			13
hsa-miR-302c-3p	1	3	2					1	7	1		1		36	25	1		1	1					1	313	1			9
hsa-miR-302c-5p			4					8	18	3			2	48	62	3		10	1						10	5			19
hsa-miR-302d-3p	1	3	2					1	7	1		1		36	25	1		1	1					1	313	1			9
hsa-miR-302d-5p		1	6	1				8	8	1		1	2	58	57	5		14						1	6	4			13
hsa-miR-302e	1	3	2					1	7	1		1		36	25	1		1	1					1	313	1			9
hsa-miR-302f				1				7	3					22	27	6		2	1				1	1	14		1		18
hsa-miR-3064-3p	1	2	1	4			1	6	7	6		1		29	22	2							8		24		1	1	17
hsa-miR-3064-5p			6					2	10	2		3		23	21				1						18		4		24
hsa-miR-3065-3p		2	3	2		2		4	11	9		3	1	22	29			2			1			1	272		1		10
hsa-miR-3065-5p		3	4		1			14	17	1				97	86	4		1	6	4				1	24	2			22
hsa-miR-3074-3p			5					8	8					19	26	1		3	1	1									14
hsa-miR-3074-5p		2		3				2	5	1				30	23	3			4						70		1		4
hsa-miR-30a-3p	2	2	10	12				8	9	9		1		38	37	1		6	2		1			2	11			4	10
hsa-miR-30a-5p		1	4					4	8	1	1		3	51	68	6		5	1						8	4			7
hsa-miR-30b-3p	1		8	3		1		9	8			6		52	17	1			2					1	556				13
hsa-miR-30b-5p		1	4					4	8	1	1		3	51	68	6		5	1						8	4			7
hsa-miR-30c-1-3p	1		5	1		1		10	5	1		6		40	19	1			3					4	502				13
hsa-miR-30c-2-3p	1		5	1		1		10	5	1		6		40	19	1			3					4	502				13
hsa-miR-30c-5p		1	4					4	8	1	1		3	51	68	6		5	1						8	4			7
hsa-miR-30d-3p	2	2	10	12				8	9	9		1		38	37	1		6	2		1			2	11			4	10
hsa-miR-30d-5p		1	4					4	8	1	1		3	51	68	6		5	1						8	4			7
hsa-miR-30e-3p	2	2	10	12				8	9	9		1		38	37	1		6	2		1			2	11			4	10
hsa-miR-30e-5p		1	4					4	8	1	1		3	51	68	6		5	1						8	4			7
hsa-miR-31-3p				1				1	5				3	21	28	1		6						4	3			1	4
hsa-miR-31-5p		2	2	1				1	4	5		3		30	21	1		17	3		1				9		4		13
hsa-miR-3115	1		2	1						1			7	27	21	2		5						1	10				17
hsa-miR-3116		1		1				2	6	2		2		45	31			2	3						159				6
hsa-miR-3117-3p			1			4		5		1				37	20			1		3					1				2
hsa-miR-3117-5p		2	9	2				5	2	1			16	40	44	4		4	6						8		5	1	10
hsa-miR-3118		1	2					5	1	1				30	25							2			4	4			15
hsa-miR-3119									10	2		1		29	22				1	1				1	6				5
hsa-miR-3120-3p		3	4	2				2	1	3		3	3	50	53	1				1			1		10		1		20
hsa-miR-3120-5p			7	3				5	4	2				25	37	1							2		22	2		1	9
hsa-miR-3121-3p			4					6	18	2		4		39	85	4		6	3					2	15			1	9
hsa-miR-3121-5p		3	4			1	7	11	3	1	1	2	2	40	33	4		1	2			1			5	4	1		10
hsa-miR-3122			5	4		1		8	2	1		6		34	12	4			2					1	194			1	23
hsa-miR-3123			14						6	3	1	8		41	35	9		3	5					1	38				17
hsa-miR-3124-3p	4			4	3				12	1	2	7	2	45	54	5		4	3	1			1		4	2			10
hsa-miR-3124-5p								3		1				2															
hsa-miR-3125		2	4				1	5	5	3			9	71	43	4		1	5			2					1		8
hsa-miR-3126-3p			4					5	7					30	33	2			1						1		4		15
hsa-miR-3126-5p		1	1	2				8	3			1		37	25	12						1		2					8
hsa-miR-3127-3p						1		4	3	3	1			34	30	6		1							8				5
hsa-miR-3127-5p		1	1	2	1				3			2		24	19						1								20
hsa-miR-3128			2					6	8	1				20	20			9	1					1	1		5		20
hsa-miR-3129-3p			2	2			1	11	9				1	55	45	3			2						2	4			6
hsa-miR-3129-5p	2	1	6					15	3	1		1		33	30	4		1	1			1		1	2				7
hsa-miR-3130-3p		2	3					1	3	3		2		29	17			1	1	2			1		103				9
hsa-miR-3130-5p			10					4	5				9	30	29										60			1	12
hsa-miR-3131			1	6			1					1		33	6			2	3										2
hsa-miR-3132			4						2					29	44			7	2					6	4				5
hsa-miR-3133		1	6	2			1	8	14	2		8		60	54	6			6	3			1	3	4		3		15
hsa-miR-3134			5	4				3	4	1	4	2	9	17	22	2		3	1	2	1			1	19			3	21
hsa-miR-3135a								2	5	1	2	1		17	18	3										1	4		2
hsa-miR-3135b			3	1				1	10			3	4	30	21	1			4						166				6
hsa-miR-3136-3p				1					5			1		47	26	5		1	2				1		4				7
hsa-miR-3136-5p		1						2		1		1	1	40	43				1				1		2	4			18
hsa-miR-3137			6	1				2	1	3		1	1	31	16	8				1					25				7
hsa-miR-3138		2	4	1				1	3	1	1			34	24	2									5			10	18
hsa-miR-3139	1		8					2	2	1			11	25	35	1		3	3	1			1		6				
hsa-miR-3140-3p		1	1						11	1		2		23	24			1		1					14				12
hsa-miR-3140-5p		2	2					4	5	3		4		36	27	1			1						11				6
hsa-miR-3141		1									2			18	9	4								2	5				3
hsa-miR-3142		4		6				7	5	3		2		32	29	6			4			2			2				8
hsa-miR-3143		1	5	8					18	1		5		59	48			12	3	1				4	8	1	5	1	21
hsa-miR-3144-3p			1	1	2			2	1				18	11	31	1		1							9				13
hsa-miR-3144-5p			5			1		2	5	1	4			39	9	1		6	2		1			3	1				3
hsa-miR-3145-3p			7					2	6			5		48	73	1		1		1		1		5	7				35
hsa-miR-3145-5p		3	3			1		3	3	1	1			30	26			2	1						101				8
hsa-miR-3146			2	1				2	1	18				39	13	2		5	1					1	12			1	8
hsa-miR-3147		2	1	1				5	6	1				14	16	3			4			2		1	12				11
hsa-miR-3148				1				16	17		5	13	1	75	36	9		12	9					1	11				11
hsa-miR-3149	2		3					2	17	2	2	1	3	34	41	7		5	3						62				18
hsa-miR-3150a-3p			10			1		5	14	3		1	8	54	22	4			4	1				10	8				6
hsa-miR-3150a-5p		1	4					10	2	1				11	7	6								4	44		2		23
hsa-miR-3150b-3p			7	5			2	6	5	1				46	24	18		7	10					1	48		1		13
hsa-miR-3150b-5p		1	4					10	2	1				11	7	6								4	44		2		23
hsa-miR-3151			5					1	5	2		1		52	19	7	1	6	2	2	3		6	5	7				16
hsa-miR-3152-3p			3					10	13	4	2	1		27	16	2		2						3	7	2			15
hsa-miR-3152-5p		1	2					7	4	3	1		1	33	24			2	2						92				4
hsa-miR-3153			1						9	1		3		62	33	6		5	6					3	12				4
hsa-miR-3154			9		1				3	2	6			63	38	1	2		6		1			1	3	4			4
hsa-miR-3155a		1	5					5		1			2	30	11			3				2	1		168				12
hsa-miR-3155b		1	5					5		1			2	30	11			3				2	1		168				12
hsa-miR-3156-3p		4		1			2	3	7	4				30	39	4		1	3	1					142				11
hsa-miR-3156-5p			3				3	11	6			1		50	37	5			1		1				5				10
hsa-miR-3157-3p			10						6	2				28	9								2				4		1
hsa-miR-3157-5p								3	2	1				38	28	4									82		1		10
hsa-miR-3158-3p		1		1				1	3	1				35	18				1		1	3							11
hsa-miR-3158-5p			1					4	6	3		1		50	47			1	2	2	1	1			7		1		14
hsa-miR-3159		1							9		4			23	18	3		7	1	3			3		204		4		7
hsa-miR-3160-3p	1	3	8					1	1	2			9	28	30	4		3	3	1					10	4			7
hsa-miR-3160-5p			2					1	9	1		3		25	43				3	1				1	11	2			5
hsa-miR-3161			1	1					9	2			9	24	30	1		1							3		1		32
hsa-miR-3162-3p			1	2					1	1	3	3		13	35	1				1					5				9
hsa-miR-3162-5p	1	3	3			4	1		2					44	20	22								2	6	1			5
hsa-miR-3163			9				1	15	36	11		4		98	86	2		7	10	2				6	19			1	25
hsa-miR-3164		2	2					3	2					19	19			2	1			3			7				4
hsa-miR-3165		1	5					5		2				30	26	2	3	3	3		3			3	30				16
hsa-miR-3166		4	2	1	1			4	11	2			1	52	31			4							5		1	1	2
hsa-miR-3167		3	6	2				4	11			1		30	23			7	6	1					8	4			6
hsa-miR-3168			3					9	5					10	22	4		4	1						24				5
hsa-miR-3169		2				4		4	1	2				38	22					1							6		2
hsa-miR-3170		1	5	3					12	2	6		8	51	32	6			5	3				8	65		1		6
hsa-miR-3171	1	1	2					6	10				6	37	36				4						7				20
hsa-miR-3173-3p		2	7	1			1	8	10	1		2	11	44	33	13		1	7				1	3	32		1		7
hsa-miR-3173-5p			8					1	18	2				31	25	1			1					12					4
hsa-miR-3174			4	2				3	4		2			33	24			1	4			1			31		1	2	7
hsa-miR-3175			6			1		8	11	4				39	14				4					6					3
hsa-miR-3176								6	8					52	9	1			2				4	1	75				15
hsa-miR-3177-3p		1	2						1					22	36	1									8				4
hsa-miR-3177-5p	2	3	4	4					5	5		1	1	21	25	5		2	1	1				5	2				19
hsa-miR-3178			1											15	4	4								3	3				
hsa-miR-3179			11					4	3	2	6			57	29			3	6		1			1	1	4			1
hsa-miR-3180			5						2	2	2			48	10	7		3					6	3	5				2
hsa-miR-3180-3p			5						2	2	2			48	10	7		3					6	3	5				2
hsa-miR-3180-5p		3	6					10	5	6		2		34	52	1		3	3	1			1	1	12		7		5
hsa-miR-3181		1	1					1						23	2			4											3
hsa-miR-3182		6	10	7				6	3					35	24	1		2	2					3	7		1	2	30
hsa-miR-3183			6		1				3	1	1			30	32				4					1	27				11
hsa-miR-3184-3p			2						10		1	1		22	21	2			6						21				8
hsa-miR-3184-5p		1	2	1		1			4			1		26	17	8								1	2				3
hsa-miR-3185			7	1	1			2	3	1		10	1	52	30	1	2	3	4			2			3		3		7
hsa-miR-3186-3p			5					3	1					7	4			1							75				4
hsa-miR-3186-5p				1						1			3	11	6	1								4	93				1
hsa-miR-3187-3p		5		3	2				4	1		2		46	10			1	1					1	151				5
hsa-miR-3187-5p	1	1	2						13		1			32	27	1		5	7					2	84				6
hsa-miR-3188		1	3	1					4	1	1		2	25	21			1	1		1				72		3		7
hsa-miR-3189-3p		2	4					1	1					23	30	5		1	1			2			40				5
hsa-miR-3189-5p		1	9					2	6					68	19	2		3	2						14	4			5
hsa-miR-3190-3p		1	3						3	1	1	2		20	19	2		2	6						2				14
hsa-miR-3190-5p		2	2					7	11					29	16	1		1	3					2	104		4		7
hsa-miR-3191-3p			1					1	8			1	8	31	23	3		5	6		1			4	4				2
hsa-miR-3191-5p		1	12			1		1	2	5		6	1	19	43				1		1			1	9		4		16
hsa-miR-3192	1		4	1		1		5	4			6	1	48	28	1			3					4	504				16
hsa-miR-3193		2	1	1				1	3					22	10	7									68				3
hsa-miR-3194-3p		2	6	1				1	3		1		1	15	32	4		2							23		4		12
hsa-miR-3194-5p		3	8						11		1			46	21	24							1	2	163				4
hsa-miR-3195			1											4	2										6				2
hsa-miR-3196			1								2			22	7	4								3	5				1
hsa-miR-3197			1	1				2		1		2		21	4				2		1			4	208	2			4
hsa-miR-3198			2	1				1	1	1		1		20	13	5		3	4						81				9
hsa-miR-3199		2						9	4	1				45	28			3	2					1	9		6		4
hsa-miR-32-3p	2		2	1				10	15		1			29	66	4		4						2	9	7			22
hsa-miR-32-5p	1	2						8	7	1		2		28	50	4		7							12				8
hsa-miR-3200-3p	4	2	1					6	2		3	1	1	36	23	1			1						6				6
hsa-miR-3200-5p			6	7				1	2			6		24	35	3		4	1	1							4		14
hsa-miR-3201			3	1				1		2				18	29			5						4	3				22
hsa-miR-3202			5						2	1	5	2		45	21			3	10						2	4			5
hsa-miR-320a		2						5	4	2		1		38	49	3		14	4	4			1	4	10	4	4		16
hsa-miR-320b		2						5	4	2		1		38	49	3		14	4	4			1	4	10	4	4		16
hsa-miR-320c		2						5	4	2		1		38	49	3		14	4	4			1	4	10	4	4		16
hsa-miR-320d		2						5	4	2		1		38	49	3		14	4	4			1	4	10	4	4		16
hsa-miR-320e			1					1		3			8	32	44	2		4	3				1		29	4	4		13
hsa-miR-323a-3p		1	6	2			1	7	14	1			1	43	58			9						3	9	1	1		19
hsa-miR-323a-5p			5					5	1	2			7	33	36		3	3	2		3			3	25				19
hsa-miR-323b-3p			2					9	9	8		1		27	21	1		8							2	1			12
hsa-miR-323b-5p			1						4					17	14	1		1	1						24				13
hsa-miR-324-3p		1	14					3	9					24	14				2				2	4			1		7
hsa-miR-324-5p								2	4	1				33	13										11	2			3
hsa-miR-325			3	1				4		1	1	7		16	20			3				1			90				
hsa-miR-326			9					4	2		1	6	1	31	36	2		1					1	3	29		4		12
hsa-miR-328								7	3			1		28	11	1			1					1	44	2			3
hsa-miR-329		2	5					2	15	3		1		76	80	2		1	2				1	7	132		1		14
hsa-miR-330-3p		9					2	8	2	1		1		51	39	1		1	2					8	10		4		13
hsa-miR-330-5p		1	12			1		1		5		6	1	30	42						1			3	6		4		20
hsa-miR-331-3p			4					3	6	1		1		39	19	8		6	1					13	3				7
hsa-miR-331-5p								2	3	7		1	9	17	10			2						2	5				1
hsa-miR-335-3p	5		5					18	21			1		36	62	6		6	15				1	1	20	6	1		25
hsa-miR-335-5p		1	10	1				1						20	27	3		2	5		2		17		4				7
hsa-miR-337-3p		2	1	2				1	9			2		31	30	3		6	7	1					5				9
hsa-miR-337-5p			2											33	15	1			1						3				9
hsa-miR-338-3p		3	7						9	1		3		34	23	1		2	2			1	1		364	2			14
hsa-miR-338-5p			1					7	12	1		1		35	64	6								1	5	1			25
hsa-miR-339-3p			1									1		3	5	1													3
hsa-miR-339-5p			2		6			3	9	2				25	24	3								1	12			1	9
hsa-miR-33a-3p			2	3				12	7	1	2	5		58	37	7						1	1	2	9		1		36
hsa-miR-33a-5p		1	5	3					2			1	2	57	31	1		2	5	1	1			7	14				12
hsa-miR-33b-3p		1	2					6		1	1	1		45	18			1							2	1	1		9
hsa-miR-33b-5p		1	5	3					2			1	2	57	31	1		2	5	1	1			7	14				12
hsa-miR-340-3p									1					9	12			1							18				4
hsa-miR-340-5p	4	1	8					9	23	11	1	1		70	42	1		4	8				1	2	16	4		1	26
hsa-miR-342-3p		3	5				4	5	8	2		2		19	44	4		1						6	53	1	2		14
hsa-miR-342-5p				1				5	10	3				32	27	4	1	4	2					3	6				25
hsa-miR-345-3p		1	2					1	6	2				40	25	2			1					1	1				4
hsa-miR-345-5p		2	1				2			1			2	39	21	3			1				1		3				17
hsa-miR-346			8	2				6	3	1	1			39	25	1			1	1					6	2			11
hsa-miR-34a-3p		1	3					4	7	4	1		3	27	43			1	2	1	1				1				4
hsa-miR-34a-5p								4	3	1		2		42	36	3			2			1		2	91				11
hsa-miR-34b-3p		1	3	1				5	5				2	25	51			1	2		1				6	3	1	1	6
hsa-miR-34b-5p			4	2				3	2					27	40					2		1		2	105	4	4		5
hsa-miR-34c-3p		3	1	2				5	1			1		21	24										7	3	1	1	5
hsa-miR-34c-5p			4					5	2	1		1		41	37							1		1	190	4			6
hsa-miR-3529-3p			1	9				15	2	2			1	50	47	4			1						14	1			15
hsa-miR-3529-5p			5					1	9	1		1		23	26	1		2	1					2	4	5			6
hsa-miR-3545-3p			2	5					8	1				33	27			5	3	1				2	27		3		2
hsa-miR-3545-5p			2						1	2			7	28	23									1	10		1	1	10
hsa-miR-3591-3p		1	1	6				2	13	1	1			54	101	1		3	3				1		14		3	9	12
hsa-miR-3591-5p		1	3	2				4	7	3	1			24	18	2		2	4						83	2	1		8
hsa-miR-3605-3p			3											21	16	1									7				5
hsa-miR-3605-5p				3					10	1				58	30	5		3	9				6	1	3			2	17
hsa-miR-3606			7	2			2	9	4	2				31	33	3		7	1						4	2	1		2
hsa-miR-3607-3p			7					5	5				3	40	29	13			2					2	190	4			8
hsa-miR-3607-5p	1	1	5	4		2			2	2				78	41	9						1		2	15				24
hsa-miR-3609		2	4	1			2	11	6	4		1		38	64	5	2	4	5						254				17
hsa-miR-361-3p			1					2	8					59	24	2		3	6				2	2	2				
hsa-miR-361-5p			1					5	4					29	23	2	2		2	5		2			3		2		20
hsa-miR-3610									1					11	1								4		12				2
hsa-miR-3611		2	6	1	1			4	2	1		1		39	39	4		1	1						6		1		4
hsa-miR-3612			8					5				2	11	41	22	13		1	2						261	2			16
hsa-miR-3613-3p	9	3	1					10	56	3		6		190	142	12	1	11	7	1				17	67	1			19
hsa-miR-3613-5p	2	2		2					9	4			1	25	35	2		2			1		1		5				11
hsa-miR-3614-3p		2	1	4				3	3	1			1	18	7	6		1	2						6		2		12
hsa-miR-3614-5p			1	2					3					21	32	1		11	1						21				5
hsa-miR-3615		1	6	3				4	5	2	1			25	27				2						5				6
