	Acute myeloid leukemia	"BladderUrothelialCarcinoma(TCGA,US)"	Breast Cancer	"BreastCarcinoma(WTSI,UK)"	"BreastInvasiveCarcinoma(TCGA,US)"	"CervicalSquamousCellCarcinoma(TCGA,US)"	Chronic lymphocytic leukaemia	"ColonAdenocarcinoma(TCGA,US)"	Colorectal adenocarcinoma	"GastricCancer(CCGC,CN)"	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	"LiverCancer(NCC,JP)"	"LiverCancer(RIKEN,JP)"	Lung	"MalignantMelanoma(WTSI,UK)"	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	"PediatricBrainTumors(DKFZ,DE)"	Prostate	"ProstateCancer(OICR,CA)"	"RectumAdenocarcinoma(TCGA,US)"	Small cell lung cancer	T-cell ALL	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"
hsa-miR-363-3p	2		2						3	1	2			22	32	4				1					55				2
hsa-miR-363-5p		1	4	1	1			10	2		4			35	10			2	1				1	4	31				13
hsa-miR-3646	1	1	2				2	5	7	1		2	4	84	104	10		6	5					8	70	1			13
hsa-miR-3648	1	1	5	4									7	21	14	1				1					6				9
hsa-miR-3649		1	11					1	1					51	45	2		1	5			1			9			2	11
hsa-miR-3650			1		1			6	8	2	2			56	26	9		7						11	24				5
hsa-miR-3651									5					13	12	1							4		8		2		9
hsa-miR-3652			4	6				5	2	3		4		68	31	7		5	8		4		4	6	75		1		26
hsa-miR-3653		2	4					9	13	2			9	30	40	2		5		4					17	3			16
hsa-miR-3654		3	1					9	9					44	16	4		4	5			1		2	43			1	9
hsa-miR-3655		2	2						10	1		1		23	18					1					25				10
hsa-miR-3656		1	1					9	4	1		1		31	20	12		5		2				3	16				19
hsa-miR-3657			5					5	7	3			2	29	31	2									23	4			5
hsa-miR-3658		2	11					1	9	1	1			28	43	2		6	2	4				7	9	3			4
hsa-miR-3659			8					1	4					23	26									3	111				4
hsa-miR-365a-3p			2	1				1		1		1	7	44	26	1		2						1	15	4			5
hsa-miR-365a-5p		1	6	3				9				3	9	24	26	5		4	3			1	2		23				5
hsa-miR-365b-3p			2	1				1		1		1	7	44	26	1		2						1	15	4			5
hsa-miR-365b-5p		1	6	3				9				3	9	24	26	5		4	3			1	2		23				5
hsa-miR-3660		8	1					4	3	1	1		1	35	31	11			1				2	2	16				9
hsa-miR-3661		3	2					2	2					26	39	5		2	1					2	25				6
hsa-miR-3662			1				2	9	13	2		14	3	70	90	12		7	5					4	79				11
hsa-miR-3663-3p	1		1	2		1		12	6					60	22	2		2						1	35	2	1		9
hsa-miR-3663-5p				5				2	15			2	4	24	43	1								4	24		1		7
hsa-miR-3664-3p		6		22		2		2	4			3		60	31										134		5		11
hsa-miR-3664-5p		5	6	4		1		1	15			1		46	26	3		2	1		1	1			48			1	24
hsa-miR-3665		5	6		1			4	17	6				49	32	5		1	9					15	30	3			10
hsa-miR-3666			2	6				1	2				9	30	34	5		1			1				46				18
hsa-miR-3667-3p			1	1			2	5		2		2		32	37	7		2	5					1	21		1		20
hsa-miR-3667-5p			1					12	11	3		1		46	58	1		3	1						19		1		9
hsa-miR-3668		2	1	1				3	2	2	5			32	40			4	2				4		15	1			2
hsa-miR-3669									4		1			30	8	2		1	1						1				5
hsa-miR-367-3p	2		2						3	1	2			22	32	4				1					55				2
hsa-miR-367-5p			1			1			1					31	19	5		3					3		22				10
hsa-miR-3670		2		2	1				6			4		44	48			3							20		1		15
hsa-miR-3671			4					5	8	1				70	76	5		1		3				2	17	4			6
hsa-miR-3672			1					10	1	1		3		22	29	4		3	1		1				49				15
hsa-miR-3673			4					1	7	5	2			49	34				1		1		1		64		1		3
hsa-miR-3674		3	1					7	5	2	4			19	54	5		4	1	1					25				4
hsa-miR-3675-3p		1	5	18	2			3	12					18	40	2		2						3	15		1	1	18
hsa-miR-3675-5p		1	6					7	4			1	2	25	25	2		4	2				1		34		1		8
hsa-miR-3676-3p			1					2	6				3	15	8			2							60				3
hsa-miR-3676-5p		1		1				5	2	1	2	11		43	33	2		3	8						22				22
hsa-miR-3677-3p	1		1					2	4	3		1	1	18	4	1		1						2	13				35
hsa-miR-3677-5p		1	15					2	1	1			1	58	20	1			3						8	1			5
hsa-miR-3678-3p		2	4						11	1		1	9	71	47	1		3	2	1	1		1	1	47		6	6	24
hsa-miR-3678-5p			1						3	1				7	5					1					7				1
hsa-miR-3679-3p		1	7	2			2	4	7	2		6		53	36	5	2		3						33	2			4
hsa-miR-3679-5p		1		1		1		2	1	2		2	1	39	31			1	1						15				10
hsa-miR-3680-3p	2		4						6		2			31	37			3				1		1	20	3			6
hsa-miR-3680-5p			1						6		1	1		16	25	3									39				2
hsa-miR-3681-3p			6	2	1			5	3	1	1		4	28	42	2		1	10					4	49	4	1		18
hsa-miR-3681-5p			7	1				1	1	2		1		28	23	1									21				7
hsa-miR-3682-3p		1	3	2				6	3	1	1	1	1	58	43	1			3	1					17	12			4
hsa-miR-3682-5p			3	10				17	3					27	44	2		1	3				2		11	8		1	7
hsa-miR-3683			1											5	2	2									11				6
hsa-miR-3684								2	1					20	15	3		3		1									12
hsa-miR-3685			1	4				6	3			1		51	49	7	2	2	26					1	17	2			9
hsa-miR-3686			2	4				1	9			3	3	42	19	1				1				5	51		1		8
hsa-miR-3687		2	1		1				2			1	1	10	7	1								2	2			2	3
hsa-miR-3688-3p		2	3					4	2	5	2			40	32	8		1	3		1		1		4		1		2
hsa-miR-3688-5p			3					2	4	4			1	44	28										27	1	4		7
hsa-miR-3689a-3p			5					3	3		2	3		75	79	8		6	16	1		2		1	57				9
hsa-miR-3689a-5p		1	3			1		2	2	1	1	5	4	45	17	2									21			1	3
hsa-miR-3689b-3p			5					3	3		2	3		75	79	8		6	16	1		2		1	57				9
hsa-miR-3689b-5p		1	3			1		2	2	1	1	5	4	45	17	2									21			1	3
hsa-miR-3689c			5					3	3		2	3		75	79	8		6	16	1		2		1	57				9
hsa-miR-3689d		1	1	1				1		3		1		60	56	6		5	14	1		2		6	23				12
hsa-miR-3689e		1	3			1		2	2	1	1	5	4	45	17	2									21			1	3
hsa-miR-3689f		1	3			1		2	2	1	1	5	4	45	17	2									21			1	3
hsa-miR-369-3p	1		3				1		3		3			46	66				1					5	14		1		
hsa-miR-369-5p									4	4			3	7	3			2	8	2					1				10
hsa-miR-3690		6	2					10	4					49	42	2		2	5					3	52				13
hsa-miR-3691-3p		1	2						3	4				15	13	4		3							32		1		3
hsa-miR-3691-5p		1	6	4				6	3			1		29	23	2			2						18	2			9
hsa-miR-3692-3p		2	2				4	6	1		1	4		58	27	1		2	2				1	1	22				14
hsa-miR-3692-5p	4	1	1					1		1	1	1		74	23	6		1	2						47	3			20
hsa-miR-370	4	3	1	1				3		1	1			75	15	3		1	2						55	2			19
hsa-miR-3713			3					2		2	2			4	19									2	9	4			3
hsa-miR-3714		1	3					6	7			6		63	26	1		2	8		2		2	6	47	3	4		8
hsa-miR-371a-3p	7		1	5					6			2	2	18	40	3		2							34				13
hsa-miR-371a-5p		1	6					5	9	2				32	29	11								10	36				7
hsa-miR-371b-3p	6		5	5				1	8		1		5	23	41	3		2					1	4	39				12
hsa-miR-371b-5p		1	9					16	17	2				46	42	12		2						12	34	1			7
hsa-miR-372	5		2	2			1	15	6			1	2	34	74			2					2		22		1		15
hsa-miR-373-3p	5	4	2						2	4			2	36	65		2	2					1		23				9
hsa-miR-373-5p		1	9					16	17	2				46	42	12		2						12	34	1			7
hsa-miR-374a-3p			3						5					22	38	8		3							1				2
hsa-miR-374a-5p			2				1	8	5		2		2	44	91			8	1	1				2	58				4
hsa-miR-374b-3p		1	4						7				9	7	13					1					36		2		1
hsa-miR-374b-5p			2				1	1	10		2		2	61	94			2	2	1				2	65				5
hsa-miR-374c-3p			4						7	1		1		19	21	4		1							40				5
hsa-miR-374c-5p			1	1			1	2	5		2			45	80				1					1	13		1	3	
hsa-miR-375				1				12	17	3	8			21	43	2		2	3		1			5	19				18
hsa-miR-376a-3p		1	8					2	4	8		1		18	28	5							1	1	5		1		1
hsa-miR-376a-5p		2	1	1				2	4	2		1		35	29		2	1						3	7				8
hsa-miR-376b		1	8					2	4	8		1		18	28	5							1	1	5		1		1
hsa-miR-376c		1	4					1	8	2		1		20	47	13		4	3			1		1	7				4
hsa-miR-377-3p			5	1	1			6	6		2	1		46	24	3		2			1	1		2	52		4		6
hsa-miR-377-5p		1	1	3				2				2		23	12	1		1	7	1				1	37				11
hsa-miR-378a-3p		3	1	1				10	4					37	25	3		2	6			1		2	39				7
hsa-miR-378a-5p		5	12					5	1			1		52	32	12		1	1				2	2	29		1		11
hsa-miR-378b		3	1	1				10	4					37	25	3		2	6			1		2	39				7
hsa-miR-378c		3	1	1				10	4					37	25	3		2	6			1		2	39				7
hsa-miR-378d		3	1	1				10	4					37	25	3		2	6			1		2	39				7
hsa-miR-378e		3	1	1				10	4					37	25	3		2	6			1		2	39				7
hsa-miR-378f		3	1	1				10	4					37	25	3		2	6			1		2	39				7
hsa-miR-378g		1	5	2				5	9	1			4	91	24	5			4					2	46	1	1		27
hsa-miR-378h		3	1	1				10	4					37	25	3		2	6			1		2	39				7
hsa-miR-378i		3	1	1				10	4					37	25	3		2	6			1		2	39				7
hsa-miR-379-3p			3	1				8	5		4	1		43	50			2	3	1					38	1			3
hsa-miR-379-5p								4	2			1		8	12									2	14				1
hsa-miR-380-3p			1	1				8	3		4	1		42	72			1	3						32	1			3
hsa-miR-380-5p												1		12	10	1									25				1
hsa-miR-381	1	1						22	14	3			1	69	71	3		4						1	29	6		1	16
hsa-miR-382-3p				6				8	6	7		3		25	25	5		1	1					4	9	3			7
hsa-miR-382-5p								1	8	1				25	49	3			3					5	17				12
hsa-miR-383		1	5	3				7	6					40	20			4	1						9			1	1
hsa-miR-384				2				5	3	2		1		17	28	1	2	11	1					2	90			1	10
hsa-miR-3907			1						5	1				25	42			1	7				1	6	13				9
hsa-miR-3908		2												29	31			4							51				9
hsa-miR-3909		2	7					12	7	2				40	17	4			1	2			1		6	2	3		15
hsa-miR-3910			2	1				4	1	8	1	3	9	36	30	1			1				1		31		4		20
hsa-miR-3911		3	1					5	6		2	1		63	25	6		6	1				1	7	11				7
hsa-miR-3912									3	1		1		12	9	1		1					2	2	11				5
hsa-miR-3913-3p		1	3	4				5	1	2	2			33	49	2				2					7				12
hsa-miR-3913-5p			1	1				2	6			7		50	37	4		2	3			1	2		101	2			3
hsa-miR-3914		1	5				1	6	3	2	4	3		43	22	3			9						5				12
hsa-miR-3915		2	1	1		2		7	3	4		4	1	47	32	3		3							15		1		9
hsa-miR-3916	3	3	2	2	1			7		2		4	1	54	63	2		3			1			1	10				10
hsa-miR-3917				2					2	1				24	6				1						7				12
hsa-miR-3918		1	9	1				3	1	1		2		67	15			1			3			4	25		1	9	8
hsa-miR-3919		2	10					5	15	2		6		80	66			3	3	4	1		1	2	27			1	20
hsa-miR-3920	1	2	3	1		2	1	8	4	2				32	36				2						27			1	19
hsa-miR-3921		6	3	6				5	3	1		3	10	48	31	7		1	1				1	4	19			1	38
hsa-miR-3922-3p	6	1	5		2			4	2			1	1	50	49	3		6	1				3		27				13
hsa-miR-3922-5p		2	3	1				6	6		1	1	2	51	17			1	7				19	5	32		1	1	22
hsa-miR-3923		1	1											12	12			5	1			2			12				1
hsa-miR-3924			5					5	2	1	9	1		53	53	2		7							4		1	1	7
hsa-miR-3925-3p		4	1					9	3					43	37	1		3	4					1	19				13
hsa-miR-3925-5p		2	5	2				1	6	2	5	6		45	61	5			9	4				2	24				26
hsa-miR-3926			1	2				4	9	6		1		57	34	24		6			1	2	1		18		1		6
hsa-miR-3927			1			2		2	2			1		15	14			1	2					2	38				4
hsa-miR-3928		2	2	2				8	2	1	4	4	1	42	36	6		3	9			2			11				19
hsa-miR-3929		1	15	6				2	1	1				79	53	9			3		3		4		61				3
hsa-miR-3934		1	3	3	1	2		1	11	4				42	34	4		3	6					13	22	3			1
hsa-miR-3935		3	1					3	2	2	4	1		15	11			5			1				17				4
hsa-miR-3936			3					8		1				45	23	3		5	9		1	1		2	18		1		5
hsa-miR-3937								5	5	10		2		60	20	12		12	1						58				18
hsa-miR-3938	4	2	5					9	7	3		2		35	25	8	1	3	1						41	6		2	7
hsa-miR-3939		2						8	1	1				10											7		1		11
hsa-miR-3940-3p			4					4	7	1	1			50	19	1	1	1						5	36			1	9
hsa-miR-3940-5p	1	1	4	2				2	3		4	2		24	11	3			1					2	14				26
hsa-miR-3941			4	1	3		1	8	4	1				40	38	2							2	3	49		2		2
hsa-miR-3942-3p		2	4	6				7	4			8	4	34	42						1			4	16		4		3
hsa-miR-3942-5p		1	1					11	7			2		23	32			25						4	22	8			4
hsa-miR-3943			2					3	5			2		71	19	3		1	1				4	1	27			8	7
hsa-miR-3944-3p						1			1					13	13	6		3	1			2			28				22
hsa-miR-3944-5p			2					1	4				9	56	22	8		6		1					38		7		17
hsa-miR-3945						1		9	5	2	6		9	55	23			6	1	1	1				14		1		13
hsa-miR-3960		2	1					3	3	1				49	2				2	2					3				17
hsa-miR-3972			2						6	1				71	20	7		1	1			1			42				17
hsa-miR-3973		1	5	1			1	4	10	8	1	2		48	56	5	2	4					1	2	52		5		26
hsa-miR-3974			3				2	26	6	2				28	28	3		1	8						11				12
hsa-miR-3975		2	8	1				17	2	1				61	32	8			2	1					68				3
hsa-miR-3976	5	1	3						5	1				20	60	4		2	2					2	17				19
hsa-miR-3977		1		1				2	1			1		27	22									2	12	1			10
hsa-miR-3978		3	1				1	12	2	1	6	1		47	52	8		6	6					2	2		4		7
hsa-miR-409-3p			1	2	6		1	1	6		1			35	44	1		2	2					1	15	2			5
hsa-miR-409-5p								6	2					14	11				6					5	25		3		3
hsa-miR-410	1		3					2	17			2		74	101	1		10	1						14				7
hsa-miR-411-3p			3	1				8	5		4	1		43	50			2	3	1					38	1			3
hsa-miR-411-5p		1	2					3	2	2				8	18	1									14				1
hsa-miR-412			2	9				2	1			1		47	15			3				1			6				10
hsa-miR-421			1			2		1	4	2		2	1	27	44	1		5	1						19	1			4
hsa-miR-422a		3	1	1				10	4					37	25	3		2	6			1		2	39				7
hsa-miR-423-3p			1		1				8					19	11							1			8				16
hsa-miR-423-5p		1	7					1	3	1		1		96	34	4		4	1		1	1			3		2		11
hsa-miR-424-3p			7						4			2		22	40			1							13				10
hsa-miR-424-5p		4	7	4				6	5	1		4	1	62	34	4		3				1	1	2	30		8		18
hsa-miR-425-3p		2		1		1			3	1				19	6	11		1					1		37				14
hsa-miR-425-5p		2		4				1	1					22	24	2									19		1		7
hsa-miR-4251		5				2		1	2		2			73	44	10		4	2						84		1		31
hsa-miR-4252		2	3		1		1	4	8				7	40	24	5						1	2		9				11
hsa-miR-4253			2			1		6	5	2	5	2		57	25			6	1	1	1				34		1		17
hsa-miR-4254		3	3		2			2	6	1		1	2	54	24	8		5	8					3	45				21
hsa-miR-4255			3					1	5	1	1			30	23			5			1				91				12
hsa-miR-4256		8	6	1				7	4	3				38	25	4								1	25				10
hsa-miR-4257		3	7	3				7	3	1				50	21	2			5					1	34				18
hsa-miR-4258		1	10						6					62	9	2			4						16				15
hsa-miR-4259		1						1	5	5		10	1	34	22	4			4					1	102				6
hsa-miR-4260		3	2					8	5			1	2	57	44	3		4	2				1		41		1	1	11
hsa-miR-4261			4	1			3	14	15	1	2	15	1	68	37	3	1	1	7					2	25				7
hsa-miR-4262			2	3		1		5	3			1		15	51			2						8	6				27
hsa-miR-4263			2	3				4	11			1		30	32	1		1							10				12
hsa-miR-4264		3	1	4				1	9	1				22	34	1		1							31				4
hsa-miR-4265			7	1				4	9		1	1	1	52	19	1		1	1					1	14			8	10
hsa-miR-4266				1				1	2	1		1		43	49	3		4	3				1	2	121				7
hsa-miR-4267		1	2					2	9	1	2	4		77	34	11			4						48		1		22
hsa-miR-4268		6	27	1	3			4	7	1				32	16	5		10	5	1			1	1	25		3		16
hsa-miR-4269			4		1			10	6	3		3	2	53	27	4		1						1	53	4	4		14
hsa-miR-4270		1	2	3		4			7	3	2	2		73	39			1	8			2		2	26		2		7
hsa-miR-4271		3	10					6	6	1		1		58	35	7	5	5	9			1	1		14				9
hsa-miR-4272	3		1	2				8	6	5		1	2	22	55	6		1						4	10				4
hsa-miR-4273			2					8						10	26			2	1		1				9				25
hsa-miR-4274		4	5	4				6	3	1		3	9	56	43	4		1	2						20		2		8
hsa-miR-4275		1	3	5				4	4					43	19	1			2	1					41	1			11
hsa-miR-4276		2	1	8					7	1		1		29	24	2									22		1		5
hsa-miR-4277		1						2	2	6				39	23	1		1	1		1		2	1	27		5		24
hsa-miR-4278			6					6		4		1		34	17	11	3	4						2	10				13
hsa-miR-4279		12	26	1	3			12	3	2		1		29	41	6		12	3				1		12		3		17
hsa-miR-4280		1	2					9	1	2	1			23	11			5						3	18				8
hsa-miR-4281		2	10	2				2	8	3				26	2			1	7						1				18
hsa-miR-4282			14	2			2	30	46	4	1	11	1	87	135	2		3	1	3				9	15	14			20
hsa-miR-4283			4	2		4		7	3	1		1	2	61	42	1		9	4		1		1		15		1		10
hsa-miR-4284			4	3		4		1	5			1	2	48	27			3	1						28		1		8
hsa-miR-4285		2	1											54	3	2		7					1		10				14
hsa-miR-4286			8			2	2	1	4			1		71	36	2		1	2	1			1	5	46		4		7
hsa-miR-4287			4					10	9	1		1		45	39	9			4					2	36				10
hsa-miR-4288		1	2	2				1	5	3				37	34				1						34				9
hsa-miR-4289			4	1		1		25	2					26	28	1		5	1						10	4			5
hsa-miR-429			11				1	3			2	1		32	65			2							7		1		2
hsa-miR-4290		2	4	1				3		2		10	1	67	25	1			3					2	22	4	3	1	6
hsa-miR-4291		4	9	4				14	5	1		3	4	60	41	4		1	1						93		2		12
hsa-miR-4292			6					3	2		1	1		59	34	7	2	1	6				2		45				11
hsa-miR-4293			1			4	1	3	1				2	47	37	4		1							82				19
hsa-miR-4294		1				1		1	2			1		37	18	2		2							25				11
hsa-miR-4295			2	6				1	2				9	30	34	5		1			1				46				18
hsa-miR-4296			6	1				4	6		1			47	14	2		1	1					1	12			8	7
hsa-miR-4297		1	3					4		2		1		26	33	3		2	3						45				12
hsa-miR-4298			7	1				2	1		1	4		53	55	3		4	10	1		1	2		71				8
hsa-miR-4299		1	1	5				5	14			1	4	47	25	4								7	24			1	8
hsa-miR-4300		3	5				1	1	5		1	3		43	53	3		1	3	1	1			1	20				8
hsa-miR-4301		2	10						7			2		22	19	1			1						43				8
hsa-miR-4302			3						5	2	1			55	17			5						3	25				7
hsa-miR-4303	1	1	4	5		1		6	5				1	49	24	3		2						4	50	4			8
hsa-miR-4304			8					11	10	2		2	1	28	9	1								1	29				7
hsa-miR-4305								3	9					10	14	3		8	4						1				6
hsa-miR-4306		4	1	1				2	4	1	2	9		57	31	3		1	2					1	34				17
hsa-miR-4307			2	1			1	15	17	3	8	4	4	44	69	2		4	4					7	24	4			9
hsa-miR-4308	4	3	7					1	11	3	1			47	22	13			4	1				2	56				18
hsa-miR-4309		3	3			1			1			2		38	34	5			8					1	23				20
hsa-miR-431-3p			1						2	1				24	3	1								2	19				12
hsa-miR-431-5p						1		1	8	2			7	29	41	1		1	1					1	35		3		10
hsa-miR-4310			2	3		1		12	9			2	2	68	17	4		1	1			1	1	1	52		8		14
hsa-miR-4311	3	4	8	2				15	2	2	5	8		49	65			2	12	6	1			5	29				25
hsa-miR-4312			5	2	6			2	3	4			1	17	25			1							22				11
hsa-miR-4313			2					3		1		5		93	17	8	2	1	2				2	1	26			8	5
hsa-miR-4314	6	5	6	4				10	2		1			72	75	9		6	9	1					73				23
hsa-miR-4315	1		4					3	5	1				21	12			2							12		2		8
hsa-miR-4316		2	5					17	4	1				55	19	9		2	1	1		1			45				7
hsa-miR-4317			1			1		10	2		1	1		9	23	1		5					1		29				6
hsa-miR-4318			8					1	3			2	1	35	27	6			1		1			2	31	4			10
hsa-miR-4319	4	3	8			2		1	8	4				53	37	11		3	2	1			2		30				15
hsa-miR-432-3p		1	2	3				3	2			6		32	15	4			2	1	2	2		1	17	4		1	8
hsa-miR-432-5p		3	2	3				4	11			5		40	40				16						31				26
hsa-miR-4320			4	1		1		2	5			1		21	23	1	3	1					1		14			1	12
hsa-miR-4321			4						4					12	17			4						1	5				6
hsa-miR-4322			7	1				4	9		1	1	1	52	19	1		1	1					1	14			8	10
hsa-miR-4323			4					2	1	1	1			61	26		1	5	1	1					31			2	12
hsa-miR-4324		6	8			2			2	1				55	40	11		3	1				2		79				19
hsa-miR-4325	2		5					2	5	1	2			18	21	4									21	1	1		4
hsa-miR-4326							1	6	3	6		4		21	32	5			17						7				12
hsa-miR-4327			2			1		1	9				8	33	20	1			4	1				1	16				4
hsa-miR-4328		1	5	3				3	7					39	35	2								2	24		1		11
hsa-miR-4329		5				2			2	1				60	41	7		1							83				13
hsa-miR-433			5	2				2	2	1		1		17	52				3						40				7
hsa-miR-4330		5	6	18				7	3	1		2		24	37			10						1	15		1		7
hsa-miR-4417			7	1				3	8		4			63	24	3			2				14	3	29		1	9	7
hsa-miR-4418		1	6					1	4	2		4	9	59	19	2		3							31		7	5	20
hsa-miR-4419a		2	4						4		2	2		89	28	1		3	12			2			15		2		10
hsa-miR-4419b		1	15	6				2	1	1				79	53	9			3		3		4		61				3
hsa-miR-4420	1	2	2				1	6	1					34	44	7								1	27	4		1	6
hsa-miR-4421				1				10	7	5		1		35	39	5	2	1	1					1	52		2		5
hsa-miR-4422		1	2	1			1	5	15	1				60	50	1		10						2	24				13
hsa-miR-4423-3p			4	1				6	1		3	2	4	29	22	4			4				1	1	61	4	4		2
hsa-miR-4423-5p					2		2		1		1			22	20	1									25	3			5
hsa-miR-4424			2					7	6				2	38	21			6						1	16				1
hsa-miR-4425								2	3			7		42	37	5		1	3					3	97				11
hsa-miR-4426		2		1			3	9	6		2			21	56	5		1	2					7	21		1		12
hsa-miR-4427		4	1	3				12	4	2	10	1		41	19	4			1	1				1	14				5
hsa-miR-4428			1	2				3	7	1		7	9	61	40	2		3	2				13		13				32
hsa-miR-4429			4				2	5	9					57	38	1		5							32	8	5		14
hsa-miR-4430		1	8	6				6	1	1		1		90	41	8		5	9		3		4	6	74		1		9
hsa-miR-4431		1	1						1					18	20				2			1		2	3				5
hsa-miR-4432	1		2	1				16	12	4		1		37	49	4			1				1		21				16
hsa-miR-4433-3p				1				9	6			1		43	33				1					2	38				5
hsa-miR-4433-5p		3	10					1	5			2		26	17	3			2						30				21
hsa-miR-4434		1	1	2	18			2	3	2		7		51	46			1	1	4					10				44
hsa-miR-4435			1	2				1	3	9				72	42	25		5				2	1		26		6		16
hsa-miR-4436a		2	1	5				2	17			4	1	65	51			5	5		1	1	6	3	12	1			9
hsa-miR-4436b-3p	1	1	6	3		1		4	8	5	5	3		115	30	2		1	6	1	2			5	14		1	5	17
hsa-miR-4436b-5p		3	2					1	7				9	31	24	5								2	21				6
hsa-miR-4437			8	2		4		1	3			1	2	56	24	2		3	1					1	10		2		8
hsa-miR-4438			3		1			4	5	1		2		55	26			7	1		3			2	39		1	4	6
hsa-miR-4439	1	6		1				10	1			3		25	18			1	4			1			20				17
hsa-miR-4440			2						5	7		1		13	1	1		1					1		4				21
hsa-miR-4441			3	2		4			7	3	2	2		62	25			2	8		1	2			47		2	4	6
hsa-miR-4442		2							3	1			1	9	5	1								2				2	4
hsa-miR-4443			7					5	9				9	58	43	14		6	12				1	3	23				24
hsa-miR-4444		4												15	14										16				10
hsa-miR-4445-3p		1	5	2				12	5	1				40	12	1									7				11
hsa-miR-4445-5p		1						3	6	1				17	34		2	2						3	10	2			7
hsa-miR-4446-3p		1	11	1		4		3	1	1		2		86	23	3		3	3		2			4	8		2	5	14
hsa-miR-4446-5p	4		4	1			2	12	10	3		3	1	60	58	12			2				2	1	9	6	2		17
hsa-miR-4447	1	1	9					11	9		6	4	1	91	29	16			5				14	5	32			1	5
hsa-miR-4448		4	4	1				8	5			5		34	19			1	2	1				1	23		2		7
hsa-miR-4449		2	3		1			1	3	1				19	1				1						10				8
hsa-miR-4450		2	2					8	3	1				31	21	3	3		6			1			19			2	4
hsa-miR-4451			1					4	3	1		1		16	24			1						2	14				1
hsa-miR-4452		1	4		6	1		12	3	1	10	1		21	19			1	1	1				1	20		1		38
hsa-miR-4453		2	2	1				3		1				34	15			1				1			18				7
hsa-miR-4454		1	3						1	3				13	9				1						18				10
hsa-miR-4455				2	1			7	4	2				43	9	1		1	2	1				10	41				10
hsa-miR-4456			1		1			2	7	1		2		31	52	9	1				2			6	32			1	8
hsa-miR-4457		2	10	1				9	6	3	1			30	25	12		1	2		1		15	2	17	4			9
hsa-miR-4458		1		3				2						19	31			2	6					2	13				8
hsa-miR-4459		1	2	2				6	4	1				69	57	5		7	8				1	2	39	1			15
hsa-miR-4460			5					1	1	2				31	28				1						38				2
hsa-miR-4461		1	3						9	1	2			30	65	3	2								33		1		9
hsa-miR-4462		1		1				5				6		32	13	2		1	1				1		7		1		11
hsa-miR-4463	1	5	6					8	6			3		23	16	1		3	3			1			46		6	1	11
hsa-miR-4464					18				5					31	20			2	3	1				3	24				18
hsa-miR-4465	1	1	1	1		2		9	2	4		3		29	29	1		1		1			2		31		4		3
hsa-miR-4466		1	1						1			4		18	3									3	20				5
hsa-miR-4467		2	1					3	3	1				48	1				2						4				19
hsa-miR-4468		5	3	2				2	2			4		70	52	3					1			2	28		2		6
hsa-miR-4469		1	3					13	8	2		4		49	36	10			4					2	23				7
hsa-miR-4470	3		7					13	5	1				33	48										23		4		4
hsa-miR-4471	1		2					7	1		1	8		49	14	3		1	6			2	4		21				4
hsa-miR-4472	1	1	9					11	9		6	4	1	91	29	16			5				14	5	32			1	5
hsa-miR-4473			2						1					16	44			2					1		5				9
hsa-miR-4474-3p		3	4					5	1			1		49	14	1		1					1	3	10	1	1		6
hsa-miR-4474-5p		2							7	3	2		1	39	5					3				1	23				4
hsa-miR-4475		1	9					6	1		4	2		42	43	5	2	2	17			2			11	4	1		9
hsa-miR-4476		1	5					8	2	6		5	12	57	56	2		2	11		1		1	2	63		1		17
hsa-miR-4477a		1		18				10	7	1		1		52	66				1	1					21				2
hsa-miR-4477b		1		4					2	1				31	22			2	1	1					1				1
hsa-miR-4478		1	15	6				2	1	1				79	53	9			3		3		4		61				3
hsa-miR-4479			1						5					10	2										1		1		15
hsa-miR-448			1					12	4					34	41	2		1						1	16	3			6
hsa-miR-4480			1	7					5	5				32	10	1					1				46				7
hsa-miR-4481		1	8	2				5	1					32	20	11			5		1				9			8	5
hsa-miR-4482-3p				3				10	12	1				37	52	3		3	3					1	36				10
hsa-miR-4482-5p		1		1				6	2			1		47	31			1	3					1	57			2	4
hsa-miR-4483		1	7	1				7			5			38	14	13		3	1		3		1	5	43				13
hsa-miR-4484		1	14	2				24	3	6	1			72	48	8		1	5						3				14
hsa-miR-4485			2						5		2	1		4	3	4			1	2					3		3		5
hsa-miR-4486		1	4	1				8	8			2		99	37	11		1	10		3	1		1	34	1			35
hsa-miR-4487			4				1	3	2		2		4	44	40	3		6	1						31		4		24
hsa-miR-4488	1		5					5		3	2	3		82	13	15	3	6						1	14				15
hsa-miR-4489			3					6	1	1		1	2	46	30	1		6	4		1		1		15		1		5
hsa-miR-4490			3	3					9	2	2	7		28	28	3		1						4	17				5
hsa-miR-4491		3	1					1	3			1	3	41	24	5		1	1				1		11				10
hsa-miR-4492			8	6				5		1		1	2	92	40	8		3	5		4		4	4	30		2	5	6
hsa-miR-4493		1	3		18			2	2		5	2		49	37				6			2		5	33		5	1	20
hsa-miR-4494	1	6	9	2				8				4		29	13	1		3	2				1		40		6	2	
hsa-miR-4495			2	2				4	4	1	1	3		44	71	2		5	3					1	21	1			1
