	Acute myeloid leukemia	"BladderUrothelialCarcinoma(TCGA,US)"	Breast Cancer	"BreastCarcinoma(WTSI,UK)"	"BreastInvasiveCarcinoma(TCGA,US)"	"CervicalSquamousCellCarcinoma(TCGA,US)"	Chronic lymphocytic leukaemia	"ColonAdenocarcinoma(TCGA,US)"	Colorectal adenocarcinoma	"GastricCancer(CCGC,CN)"	Hepatocellular carcinoma	Hypodiploid_ALL	Leukemia/T-ALL	"LiverCancer(NCC,JP)"	"LiverCancer(RIKEN,JP)"	Lung	"MalignantMelanoma(WTSI,UK)"	Medulloblastoma	Melanoma	Myeloid leukemia	Myeloma	Pancreatic	"PediatricBrainTumors(DKFZ,DE)"	Prostate	"ProstateCancer(OICR,CA)"	"RectumAdenocarcinoma(TCGA,US)"	Small cell lung cancer	T-cell ALL	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"
hsa-miR-19b-2-5p			7	3				4	9	2	2			37	40	4		3				1		2	26		1		8
hsa-miR-19b-3p			5					12	5				3	40	31	5		8			1	1			43		1		7
hsa-miR-200a-3p			4						4	1		2	9	30	29	5		1			1			4	68			1	5
hsa-miR-200a-5p		1	1	1		1		10	13	3	4	2	7	33	42	1			3		1				15				7
hsa-miR-200b-3p			11				1	3			2	1		32	65			2							7		1		2
hsa-miR-200b-5p		1	1	1		1		10	13	3	4	2	7	33	42	1			3		1				15				7
hsa-miR-200c-3p			11				1	3			2	1		32	65			2							7		1		2
hsa-miR-200c-5p		2	1					8	8	2	4	1		11	15	1				1					8				9
hsa-miR-202-3p		1		3				2						21	31			1	4					3	16	4			7
hsa-miR-202-5p			1	2				1	1			1		28	26	2	2	1	1						3		1		9
hsa-miR-203			3	3			1	13	3			4	1	43	61	4			5						22	4			20
hsa-miR-204-3p			8					4	1		1	7		100	59	9		4	13	1	3	1	4		77	1			11
hsa-miR-204-5p	4		4					6	7	4		2		43	39	8			3						7	7	3		10
hsa-miR-205-3p		1	5				1	26	19			8	4	48	68						1	1			25	4	4		17
hsa-miR-205-5p		1	12	1				3	4			3		32	35			1	2						8				4
hsa-miR-2052			7	1				19	23	3	8		6	46	57	5		1	5					6	30	2			9
hsa-miR-2053								17	2	4				15	19	1			1						11				2
hsa-miR-2054			1						8			3		36	40	2				1				1	27				3
hsa-miR-206			2	1	6				10					49	38				2				1		67				4
hsa-miR-208a		1	1					6	4					18	28			8				3			10			1	11
hsa-miR-208b		1	1					6	4					18	28			8				3			10			1	11
hsa-miR-20a-3p			3					9	3	1			9	41	32	3		2				1			37		1		5
hsa-miR-20a-5p	5		1	2			1	15	7	5		1	2	36	73	6		5		1			1	2	43		1		12
hsa-miR-20b-3p				4					2			5	2	21	41	2								1	62				3
hsa-miR-20b-5p	5	1	3	3			1	13	6	1		3	2	42	61		2	2					1		24		5		19
hsa-miR-21-3p									2	1		2		9	14			3	1					4	71				3
hsa-miR-21-5p			1					12	3	1				26	15								1	1	11	5			1
hsa-miR-210			2						8		1	1	3	16	15	1		7						6	24				9
hsa-miR-211-3p		4	7	2		4		5	7	3		2		68	38	3	3		4		1				21				12
hsa-miR-211-5p	4		4					6	7	4		2		43	39	8			3						7	7	3		10
hsa-miR-2110		2	4					8	6	1		1		52	46	4		5	11			2			18			1	7
hsa-miR-2113			3	1				10	3		4			28	39	1		5						1	39	4	2		25
hsa-miR-2114-3p		5		2				2	3	5		1	8	26	19	3									23				18
hsa-miR-2114-5p		2						1	2	2				20	24	4			4						16				10
hsa-miR-2115-3p		1	3	2				6	4				1	48	30	2									12	1			2
hsa-miR-2115-5p		1		4				13	4	2	1	4		39	28			2					1	1	42	1			19
hsa-miR-2116-3p		4	33	1				2	4	6		3	1	52	57	5		2	8				2		30				5
hsa-miR-2116-5p		1	12	4				16	2	2	4		1	27	34	2		1	3					1	7	12	7		33
hsa-miR-2117		1	5	4				7	5			1		16	60	1		3	11				1	1	10				49
hsa-miR-212-3p			3					2	11	3				20	31			4	8	3				1	13				24
hsa-miR-212-5p			6	2				1	4					41	30			1				1			28		4		7
hsa-miR-214-3p		6	6	4				10	3	1		3		79	36	7		1	7						34		2	1	10
hsa-miR-214-5p				2	2			3	9	5		2	1	51	32	5	2							2	85		1		4
hsa-miR-215			1					1	1					20	9	3		5							5				3
hsa-miR-216a			3	16					7					21	48	1		1						5	82		1		9
hsa-miR-216b		1	8	2	2		1	13	2					43	54			1	3						81		1	1	14
hsa-miR-217			3					8	3	1			9	31	21	3		2				1			35		1		5
hsa-miR-218-1-3p			2							4			1	20	21	4		5							12				4
hsa-miR-218-2-3p			4	2				3	1	5		2	1	20	36	5		5							10				5
hsa-miR-218-5p				1				5	1					33	15	3		2						4	12				9
hsa-miR-219-1-3p			1						9	5		1		23	9				3					1	19				1
hsa-miR-219-2-3p		1	3					5	13	1				27	60			1		2				2	8				40
hsa-miR-219-5p		1	1			2		16						20	45				1	1					10	4			4
hsa-miR-22-3p			3					1						30	16	3		1			1				37		4		17
hsa-miR-22-5p		1	7	1				14	2	5				45	25	3		1			1		2	1	22		6		51
hsa-miR-221-3p				3				8	6	1				17	28			2					1		8				1
hsa-miR-221-5p	6	4	4		2			2				1	3	71	82	4		4	1					2	59				7
hsa-miR-222-3p				3				8	6	1				17	28			2					1		8				1
hsa-miR-222-5p		3	6					7	13	1	1	2		32	20	1									33		1		9
hsa-miR-223-3p		2	3					10	8			7		37	21	5					1		2	3	5				1
hsa-miR-223-5p			1						5	2	8	1		37	49			1						8	53				12
hsa-miR-224-3p			3				1	1	7	3		2		63	66	8		5	3					4	77	2			14
hsa-miR-224-5p		1	1			1			6					34	40	1		6		1				2	17				1
hsa-miR-2276		2	3	1				6	5	1		2		26	34	2		1	1			1		2	19		6		8
hsa-miR-2277-3p		4	1	1				4	3	2		3		34	18	4			1				2		15				16
hsa-miR-2277-5p			4						5					11				2							5				16
hsa-miR-2278		1		3				2	2			2		65	31						1			2	21				12
hsa-miR-2355-3p			9					24	5					15	16	1		1	2	2					11	6	1		6
hsa-miR-2355-5p			13				2	1	10	3	6			71	35	5	2	1							38				8
hsa-miR-2392			1						2			2		41	13				1	1	2	1		1	124			1	4
hsa-miR-23a-3p			7	1			3	2	6		2		2	27	30	3		1			1		1	1	60		4		11
hsa-miR-23a-5p		1						9	1	2				35	18	1									21	4	1		5
hsa-miR-23b-3p			7	1			3	2	6		2		2	27	30	3		1			1		1	1	60		4		11
hsa-miR-23b-5p		1	1					9	1	2	4	2		23	22				1					1	18	4			13
hsa-miR-23c			7	1			3	2	6		2		2	27	30	3		1			1		1	1	60		4		11
hsa-miR-24-1-5p			3	1				2	1	2				14	22	2	1	2							31		1		6
hsa-miR-24-2-5p			3	1				2	1	2				14	22	2	1	2							31		1		6
hsa-miR-24-3p		1	2	2		4		3	4			1	2	67	34			2							22				5
hsa-miR-2467-3p		6	10	3					11	1		2		62	55	5		1	2	1	1		1	1	24		2	1	8
hsa-miR-2467-5p		2	8	4				17	2	1				62	30	9			2	1				1	54				7
hsa-miR-25-3p	2		2			1		3	3	1	3			20	31	5		5							33				2
hsa-miR-25-5p		3						5		2				48	14	12		5	2						35				33
hsa-miR-2681-3p		1		5				5	2			3		13	25	6			2		1		4		19	4			4
hsa-miR-2681-5p	1		8	3				14	14	1			3	39	51	3		5							28	2	1		4
hsa-miR-2682-3p		4						1	5	4				25	16	6		2	1				1		56				20
hsa-miR-2682-5p	6	1	7					5	6	5		6		64	26			5	3		1		1	2	35	3			6
hsa-miR-26a-1-3p			12	3				9	5	1				19	50			3	3			2			4	4			2
hsa-miR-26a-2-3p			12	3				9	5	1				19	50			3	3			2			4	4			2
hsa-miR-26a-5p	1	1	2	9	1	2	4	8	1	4		1		23	34			1		1			3		24		4		9
hsa-miR-26b-3p			2					8	3				2	12	23	2									8				14
hsa-miR-26b-5p	1	1	2	9	1	2	4	8	1	4		1		23	34			1		1			3		24		4		9
hsa-miR-27a-3p		2	12			1		15	4	1			4	52	19			5	8		1		1	4	45	4	2	4	18
hsa-miR-27a-5p			3			4			1					21	24	2			2					2	38			5	7
hsa-miR-27b-3p		2	12			1		15	4	1			4	52	19			5	8		1		1	4	45	4	2	4	18
hsa-miR-27b-5p		1	3	1				5						29	37			3						1	13	4			15
hsa-miR-28-3p									6	1				24	16		2	1	1					3	2				1
hsa-miR-28-5p		3					1	2	8			6		53	27	4		3	2						12		1		23
hsa-miR-2861			8	3		3		1	6	1	1	2		60	16	2		7							33		1		12
hsa-miR-2909			1	2					2					9	4	4			1	1					14				3
hsa-miR-296-3p		2						11	3					24	37	5		2	7						21		3		15
hsa-miR-296-5p			7					7		1	1	3		74	20					1					7	1		8	13
hsa-miR-2964a-3p		1	1					5	12	1				27	43			1		1				2	25				39
hsa-miR-2964a-5p		1	3	1	1				8	1				27	57	1									20				26
hsa-miR-297			1						2	1	5	2		18	36			1						4	35		2		9
hsa-miR-298		7	3	4				4	6	2	5	2	1	54	55	5		3	3		2				32		2		9
hsa-miR-299-3p			6	1		1		4	3		1			52	17	3		6	1					4	41		1		10
hsa-miR-299-5p								1	1	3				19	25			9	1			1		1	14				2
hsa-miR-29a-3p		1	5					13	5					38	20										89		1		7
hsa-miR-29a-5p	1	2	1	1	18	2	1	11	8	1		1		37	39	2			2						14			1	24
hsa-miR-29b-1-5p				8				2	13	3			4	31	22	4		9				1		4	26				7
hsa-miR-29b-2-5p				3			1		8	3				28	23	4		10	17			1		3	13				21
hsa-miR-29b-3p		1	5					13	5					38	20										89		1		7
hsa-miR-29c-3p		1	5					13	5					38	20										89		1		7
hsa-miR-29c-5p		1		1										11	4	1									15				9
hsa-miR-300	1	1						22	14	3			1	69	71	3		4						1	29	6		1	16
hsa-miR-301a-3p			2	6				1	2				9	30	34	5		1			1				46				18
hsa-miR-301a-5p	6	4	2	4				9	3	3		3		41	20			2						2	7				23
hsa-miR-301b			2	6				1	2				9	30	34	5		1			1				46				18
hsa-miR-302a-3p	5		2						2				2	47	63	3		2	1				1		22				6
hsa-miR-302a-5p			12					26	6	1				68	65	5		1						1	7	12	3		3
hsa-miR-302b-3p	5		2						2				2	47	63	3		2	1				1		22				6
hsa-miR-302b-5p			6	2				1	22					61	64	1		6							26		3		9
hsa-miR-302c-3p	5		2						2				2	47	63	3		2	1				1		22				6
hsa-miR-302c-5p			2						12					36	53	8		9	2					1	6		1		6
hsa-miR-302d-3p	5		2						2				2	47	63	3		2	1				1		22				6
hsa-miR-302d-5p			6	2				1	22					61	64	1		6							26		3		9
hsa-miR-302e	5		2						2				2	47	63	3		2	1				1		22				6
hsa-miR-302f						2		18		1				31	30					1					28				1
hsa-miR-3064-3p			4					2	3	1		1	7	51	11	3		1							19				18
hsa-miR-3064-5p	6	1	3	2				11	6				1	62	25	2			1				2		32		1		10
hsa-miR-3065-3p			6	2				18	8	1		1		55	24	1			1			1		2	89			1	10
hsa-miR-3065-5p			5					7	13	5				88	46	9		5	1	1			1	9	41	5			2
hsa-miR-3074-3p			3	1					4	2				23	52				1	3	2				1			1	9
hsa-miR-3074-5p			1	1					7	7		1		53	20	5		5	3					4	16				7
hsa-miR-30a-3p		3	8	1				19	8		2	17	4	47	31	1		1		1	2				22		5		13
hsa-miR-30a-5p			4	1				7	4	2		3		61	68	3		5						1	20				
hsa-miR-30b-3p			5					3	3		2	3		75	79	8		6	16	1		2		1	57				9
hsa-miR-30b-5p			4	1				7	4	2		3		61	68	3		5						1	20				
hsa-miR-30c-1-3p			4					2	7		4	5		63	69	3		6	16	1					86		1		8
hsa-miR-30c-2-3p			4					2	7		4	5		63	69	3		6	16	1					86		1		8
hsa-miR-30c-5p			4	1				7	4	2		3		61	68	3		5						1	20				
hsa-miR-30d-3p		3	8	1				19	8		2	17	4	47	31	1		1		1	2				22		5		13
hsa-miR-30d-5p			4	1				7	4	2		3		61	68	3		5						1	20				
hsa-miR-30e-3p		3	8	1				19	8		2	17	4	47	31	1		1		1	2				22		5		13
hsa-miR-30e-5p			4	1				7	4	2		3		61	68	3		5						1	20				
hsa-miR-31-3p			5	1							3			21	17	2									10				3
hsa-miR-31-5p	3							6	3			2	2	31	37			1	5						29				10
hsa-miR-3115			1	1				1	3	1		2		17	19	3		2	4	1				1	21				10
hsa-miR-3116		3	1	1	2			3	7	1		1	2	63	25	3		5	5					2	50				12
hsa-miR-3117-3p			4	2			1	6	7	2			9	15	21	1		5	4					1	10		1		6
hsa-miR-3117-5p		1	1	6		1		7	3	1				34	9	2		1	1		1				3		4		4
hsa-miR-3118								2	2	1				27	21			1	2			1			22		1		15
hsa-miR-3119		1	1					10	1	1		3		44	49			4	3						46		5		12
hsa-miR-3120-3p		1	2	4		1		3	6	1				49	21	1		2							29	1	4	1	8
hsa-miR-3120-5p				3				3	7	5		1		49	45	5	2	1	1					1	67		2		9
hsa-miR-3121-3p			8					4	7	8	1		1	75	98	2		5	1						22				7
hsa-miR-3121-5p		1	4					2	4	2		1		43	22	2			3						9	2			14
hsa-miR-3122			1	1				2	3			7		44	30	5		1	3			1	2	1	105				5
hsa-miR-3123			10					6	9	2		6		70	51			3	1	4				1	18		3		35
hsa-miR-3124-3p		1	3	1				33	8			1		57	53	12		15	27	1				1	18	2	2		28
hsa-miR-3124-5p			5							1				8	6										4				18
hsa-miR-3125		2	1	2				10	1	2		4	1	52	36	2		3			1				11				10
hsa-miR-3126-3p	6	2	8	1				9	2			7	3	43	37			3	1				2		22				10
hsa-miR-3126-5p		2	9					1	1		2			80	34	1		3	5						6		1		12
hsa-miR-3127-3p		1	1	2				4	2	2				55	20	5			2						7				2
hsa-miR-3127-5p		2	6	4		4		3	1			2		67	34	1					2			4	10	1	2	5	6
hsa-miR-3128	6	1						5	4	1				49	36				1				2		42		4		9
hsa-miR-3129-3p			7						2			1		50	28	4		9	1						19				
hsa-miR-3129-5p					18		1	11	9	3	1	2	9	22	17	1									27				4
hsa-miR-3130-3p		2	1		1			2	7			1		46	22	6								3	29		1	5	9
hsa-miR-3130-5p		1						3	2			1		40	23			2	3						55				7
hsa-miR-3131		2		3					3	1		1		24	18			1	1					1	6			2	12
hsa-miR-3132								1	6			2		23	7	7		2						6	18				4
hsa-miR-3133		1	11	2				6	17	1	1			105	67	4	1	13	3	1		1		4	20				30
hsa-miR-3134	1	2						3	3		2			27	25	2	2		6					2	26	2	3		3
hsa-miR-3135a			4					1	7	2			3	18	15	2			4						44		1		2
hsa-miR-3135b		3	7	6				5	1	1		2		73	29	12		5	9		3		4	6	68		1		17
hsa-miR-3136-3p			9					9	1		1			40	18	4		3				1		1	15				24
hsa-miR-3136-5p	1	6		1			1	8	4	2		3		20	28	1			2			1		1	18				18
hsa-miR-3137		3	1	4					4			1	1	38	24	1							4	4	64				5
hsa-miR-3138		5	2	1				1	1			2		27	25	1		1	4				1	2	8				5
hsa-miR-3139		3					1	1	8			1		33	14	2			1						25		1		8
hsa-miR-3140-3p			6				1	18	5		2	3		45	45			5	2		1				16		3		20
hsa-miR-3140-5p		2	3	1				6	2		10	1		29	20	5		2	1						21				7
hsa-miR-3141		1			1	1		6	2	1				62	19	1		4	2			3		2	12				13
hsa-miR-3142			3	1					5	2	1	1	1	54	20									6	32			1	17
hsa-miR-3143	1		4					1	9			1		45	89	9		3						2	7	4	1		5
hsa-miR-3144-3p			1						5	2	1	1	1	36	73	1		3						1	16				2
hsa-miR-3144-5p		1	8					2	3			1		55	38	4		5	10			3			8			2	7
hsa-miR-3145-3p			5	1				15	10			7	6	71	95	2		2				1		1	13	4			5
hsa-miR-3145-5p			4					7	3					30	22	2		4						4	28	8			10
hsa-miR-3146				2				1	6	1		7		15	21	3						1			112				3
hsa-miR-3147								1	1			3		49	11	5		6	1					1	104				6
hsa-miR-3148			12	2				6	15	1	2	6		148	72	14		5	5					4	12				8
hsa-miR-3149			2		6				1	2		2	1	37	85	2		4						9	55				7
hsa-miR-3150a-3p	1	3	7					9	3	1	1	3	4	69	34	18		4	10		4	1			38			1	8
hsa-miR-3150a-5p	4								2					21	3	3		1							31		1		12
hsa-miR-3150b-3p		2		4		1		2	2	3		8	1	67	38	1		3							13		1		25
hsa-miR-3150b-5p	4								2					21	3	3		1							31		1		12
hsa-miR-3151		1	4					11	4		4		3	55	30	7		3	6				14	5	32		1	1	7
hsa-miR-3152-3p			2					10	13				3	14	17	3					1				55				2
hsa-miR-3152-5p					2		2	2	2		1		9	29	22						1				24				8
hsa-miR-3153		1	3	1			1	15	4	1	4	1		55	34	3		9	17			1	4	2	9		4		10
hsa-miR-3154		3	5	3	18	4		9	1	1	5	1	1	57	68	1	2	2	7			2			22		1		25
hsa-miR-3155a		1	6	3				4	3	1		1		58	36	3	1	4			4			2	25				19
hsa-miR-3155b		1	6	3				4	3	1		1		58	36	3	1	4			4			2	25				19
hsa-miR-3156-3p		3	14					1	7	3		2		33	41	1		1	2						32				10
hsa-miR-3156-5p		1	1	3				12	7			3		46	65	2		1	1					1	13			1	31
hsa-miR-3157-3p			1	1				9	5	1			10	65	28	4			1						33	4	3	1	5
hsa-miR-3157-5p		1	2					1	3	2		1	4	41	16	5			1		1				36				8
hsa-miR-3158-3p			3			4					3			35	34	2			2			1		2	7			5	18
hsa-miR-3158-5p			2	1				1	5	3		1	9	58	29	1		2							62		6	5	25
hsa-miR-3159			2					2	1					23	10	1	2	2	4				13	1	110				5
hsa-miR-3160-3p							1		3					33	47	3		4	1						24				23
hsa-miR-3160-5p		3	6	1				11	6	2				37	45	2		8	10					1	10		2		28
hsa-miR-3161	1	1	2					4	1	2		1		39	32	4			2				1		1	4			14
hsa-miR-3162-3p			5	2				10		3		2		19	16										16				4
hsa-miR-3162-5p				2				1	4		2	2		33	21	1		1	10	1		2			18		1		5
hsa-miR-3163	6		7				1	6	19	2	1	3		86	126	15		3	1	1					24	6			9
hsa-miR-3164			1	3				2	2	3				19	25			1	2			1			32		1		2
hsa-miR-3165		1	4	1	1			10	3	2		1		29	16	1		2	1				13	3	28				11
hsa-miR-3166		3	2					1	3	1	3			34	17			2							14		2		7
hsa-miR-3167	1	1	2				1	2	6			1		31	35	1			3				13	1	115			1	19
hsa-miR-3168		1						2	1	4				36	20	2			2				2	2	25		5		34
hsa-miR-3169			1	3				4	6				9	21	17	2		5	5					3	9				6
hsa-miR-3170	1		2					3	2	1	1	4	4	42	28	15		3	4		3	1	1	2	41		1		7
hsa-miR-3171		1	2	1				4	3	3	5	1		25	58	1		1							10				41
hsa-miR-3173-3p			2	3				4	5	2		7		94	59	4		6	4				1	2	24				16
hsa-miR-3173-5p	4		2	1				3	8	1			1	67	21	1	2		1						53	2	3	1	18
hsa-miR-3174			3	4	18	2			3					25	27			6							17				3
hsa-miR-3175		1	6					6	3		2	5	8	67	16	10		3	13		1				41		1	1	4
hsa-miR-3176			5		2			3	8			2	1	54	49	3		6					1		30				10
hsa-miR-3177-3p		1		2								1		25	7	3								2	9				19
hsa-miR-3177-5p		1						8	6	2		3		51	66	2				1				4	39				10
hsa-miR-3178								2	2	8			1	38	4			3							1				25
hsa-miR-3179		1	5		18	4		15		1	4	1		54	61	3	2	4	7			2			5		1		25
hsa-miR-3180								12	2	1			2	54	31	1		6	4				1	2	17		1		13
hsa-miR-3180-3p								12	2	1			2	54	31	1		6	4				1	2	17		1		13
hsa-miR-3180-5p		5	3	5				12	8		1	2		57	28	12		3	2					1	66				18
hsa-miR-3181									5					13	11	2						2			2				15
hsa-miR-3182		3	8	2				30	2			1	2	51	30	1		2					1	4	27	4			18
hsa-miR-3183		5		3				5	13	3			1	36	28	13			8			1			49		3	1	15
hsa-miR-3184-3p		2		3					3	1			2	39	18			3		4				1	29	4			11
hsa-miR-3184-5p		1	7					1	3	1		1		96	34	4		4	1		1	1			3		2		11
hsa-miR-3185		3		3				4	4	7			9	48	47			1	3				1		15	3			27
hsa-miR-3186-3p			1						1					4	1			7						2	31			2	8
hsa-miR-3186-5p		2						2	2	8				31	11			2		2					49				13
hsa-miR-3187-3p		1		2				5	2	7				35	28	3		4				2	1		12				13
hsa-miR-3187-5p		1	4	1				9	7		1	2		100	30	9		8	9					1	29	1			33
hsa-miR-3188	3		7	1				8	5	1				55	39	5		4	6						81				17
hsa-miR-3189-3p		3	3					2	5			1		62	22			1	1						27		4	1	9
hsa-miR-3189-5p			6					2	2		1			49	25	1		5	1	1					28		2	1	9
hsa-miR-3190-3p		4	2	3				1	2	4		2		31	33	4		1	3				1		31		1		5
hsa-miR-3190-5p	6	1	4	2	2			4	3	6		1		44	48	3		6	1			2	3		25				18
hsa-miR-3191-3p		2	2					5	3	1		1		42	21	3		4	8			1			14			2	8
hsa-miR-3191-5p	6	9	3	6				12	12	1		1	9	55	44	10		1	10			1	1		54		1	1	40
hsa-miR-3192		1	4	1				3	5		2	3		57	83	4		7	10	1					78				12
hsa-miR-3193		2	1						5	3			1	47	15	1			1					3	16		3		14
hsa-miR-3194-3p	6	4	2	5				9	2			1	9	48	25	1		2				1		2	12		6		20
hsa-miR-3194-5p			3					2	1	5			2	98	30	9	1		1			1			49		6		24
hsa-miR-3195			6						2				1	18	2								7		4				4
hsa-miR-3196			8	2				6	1	5		2		56	13			3	2				6	2	9				12
hsa-miR-3197		3	1					7	3	8			9	63	31	16		6					1	3	19				27
hsa-miR-3198			4		1	1			1			1		35	38	4		2	5					1	31				14
hsa-miR-3199		1	6	1				1	6			3		34	21	6			1			1	2	3	20				9
hsa-miR-32-3p			2					20	17	1		2		41	112	1		5						1	10	4			6
hsa-miR-32-5p	2		2					1	4	1	2			21	33	4									30				2
hsa-miR-3200-3p		1	2					1	1					28	17	1		2	2						35				10
hsa-miR-3200-5p			5	1				11	8	1			1	45	41					1				5	19		1		11
hsa-miR-3201			4					1	2					51	20				2	2					5			1	1
hsa-miR-3202		4	6	3		4		9	1	5		3		56	65	2	2	2	11		1	2			38		2		18
hsa-miR-320a			4				2	5	9					57	38	1		5							32	8	5		14
hsa-miR-320b			4				2	5	9					57	38	1		5							32	8	5		14
hsa-miR-320c			4				2	5	9					57	38	1		5							32	8	5		14
hsa-miR-320d			4				2	5	9					57	38	1		5							32	8	5		14
hsa-miR-320e			7				1	11	3		2		4	35	35	1		7	1						38	8	5		19
hsa-miR-323a-3p			6				3	5	9	1		1		33	40	7		1	1				1	5	35	3	3		13
hsa-miR-323a-5p		1	2					13	5	2		1		29	16	8	1	1	3		2		13	3	23				12
hsa-miR-323b-3p			6					3	5			1		23	39	1									13		7	1	5
hsa-miR-323b-5p			1					2	2			1		12	9	1									19				6
hsa-miR-324-3p			2					8	1				9	66	22	4		1							33		4	1	5
hsa-miR-324-5p		2	8					3	5	1				20	20	2		2					2	2	14				4
hsa-miR-325		1	2						2	2				7	13			3						2	14				1
hsa-miR-326	6	10	4	4		1		12	3	3		1		79	44	7		3	2						65				25
hsa-miR-328			6	1	2			7	2			1		59	45	3		7					1		26				15
hsa-miR-329			3	1	3			9	6	2				41	66	1		1	1			1		3	64		2		8
hsa-miR-330-3p	1	1	3	3				3	8	2		2	3	54	48	1		23	2			1		2	40				17
hsa-miR-330-5p	6	9	4	5				12	3	1		1	9	67	44	10		4	3				1		69			1	40
hsa-miR-331-3p			8						3		1			54	31	5	2		5				2		28				8
hsa-miR-331-5p								5	1					27	29	1								2	9	2			1
hsa-miR-335-3p	1	2	5				7	15	46	2	10	4	2	118	71	8	3	2	11	3	1		3	4	30	8	5	1	12
hsa-miR-335-5p				9	1			8	1		4	7		35	48	2								1	54				10
hsa-miR-337-3p			3	1				6	1	3		2		28	18	1		3							79		2		1
hsa-miR-337-5p			1						3		2	1		10	8					2					9				8
hsa-miR-338-3p			3			1		2	6	1		1	1	43	21	13		1	3					3	73		8		16
hsa-miR-338-5p	1		2					6	10	2			1	37	94			2						3	17	2			6
hsa-miR-339-3p			5					1		2		1		16	11										7				9
hsa-miR-339-5p	4		3	1				3	13	5		1		42	37	16	2		2	1				1	50		1		9
hsa-miR-33a-3p			2				1	4	1			4	1	30	41	1		5	1					1	25	3			6
hsa-miR-33a-5p						1		8	5					31	50	2		5							30				9
hsa-miR-33b-3p	6		2	6				2	4				4	23	35	5		2							46				16
hsa-miR-33b-5p						1		8	5					31	50	2		5							30				9
hsa-miR-340-3p		2		2					8			8		7	9					1					36				14
hsa-miR-340-5p				2				9	3	5				74	84	7		10	1					1	18				10
hsa-miR-342-3p	2		4	1				4	2	1	1	1		37	12	4		1				1		1	22		1		10
hsa-miR-342-5p		1	5					6	1		5			40	16	6		2			1	1	1	2	29		1		1
hsa-miR-345-3p		1	11							2				49	15	13		2	1				2		25				10
hsa-miR-345-5p							1		6	2	1			27	20	1			2			1		1	37				2
hsa-miR-346		2	2	2				6	2	3			9	44	16	1		1							38				10
hsa-miR-34a-3p		1		2				2	4					36	18	3									29				8
hsa-miR-34a-5p	6	1	8					1	2	4		1	1	30	27	3		3							31				14
hsa-miR-34b-3p				3				2	2					11	20										42		2		3
hsa-miR-34b-5p	6	1	7	1				6	6	3	3	4	2	54	30			5	7		1		2	1	46	3			5
hsa-miR-34c-3p			1	2				8						10	22										47		2		
hsa-miR-34c-5p	6	2	11					6	8	3		5		57	28	3		5	3		1		1	1	27	3			4
hsa-miR-3529-3p			7					18	5	2		4		19	13	5			3				1	5	10	4			1
hsa-miR-3529-5p								5				1		11	13			1	2					2	19				1
hsa-miR-3545-3p	1		7						1			4		21	18	2			1						19				6
hsa-miR-3545-5p			5					1	2	2		1		21	16				1		2				39				3
hsa-miR-3591-3p			1					1	4	2		3		30	39			2	1					2	57				5
hsa-miR-3591-5p			1					6	4		2			29	25									1	10	2			3
hsa-miR-3605-3p		2	1						5	1		8		14	4				2					2	22				20
hsa-miR-3605-5p		1	1	1		1		2	1	2		2	1	43	26					1					27				8
hsa-miR-3606			1	1	18							1		31	27			2							16		1		9
hsa-miR-3607-3p			2					4	8	1		4	2	41	68	2		5		1				3	42				3
hsa-miR-3607-5p						1			4		4	1	3	32	25	4		2							16			1	10
hsa-miR-3609		1	4	3		2	1	13	4	1		3		61	64	3	2						1		14		5		17
hsa-miR-361-3p			6					1	5	2	1	2		97	54	10	2	2	2					5	48				13
hsa-miR-361-5p			3					3	8					36	43	8		3							1				2
hsa-miR-3610									3					1			2								2				11
hsa-miR-3611		1		6	1			3	9					23	29			2							14		3		16
hsa-miR-3612	3		7	1				13	8	1			9	78	68	5		8	2		1		1	3	31	3			20
hsa-miR-3613-3p			16					36	62	4	8	3		432	89	39	1	4	2	1		2		14	62	4		3	29
hsa-miR-3613-5p				1				4	8		3	1		15	8	2				1				6	19				5
hsa-miR-3614-3p		1	1					5	1	1				8	30	1									73		2		18
hsa-miR-3614-5p			3	6					10			3	7	22	31									1	24				7
hsa-miR-3615		2		3					14	1				9	18	9			9			1			20			1	20
hsa-miR-3616-3p		1			1	1			2		5	1		65	22	3			5	1	1	3			4		1		16
hsa-miR-3616-5p		4	2	2			1	1	2	6			4	32	39	4	2	1							36				5
hsa-miR-3617			3	7				20	9	4	2			39	66	4			1	2					17				10
hsa-miR-3618			1					2	5	2				16	35	4		3							27				4
hsa-miR-3619-3p			6					1	3					44	35			1	6			1			10			2	6
hsa-miR-3619-5p		6	10	4				15	5	1		3		75	38	6		1	8						94		2		12
hsa-miR-362-3p			3	1	3			9	6	2				41	66	1		1	1			1		3	64		2		8
hsa-miR-362-5p		2	2		6			5	8	5				26	23	1	2		1						86				13
hsa-miR-3620		1	11	1			1	2	5	1				27	23	5		1	3			1		1	14	1		1	5
hsa-miR-3621								4	5	2		1		10	18				1					1	3				15
hsa-miR-3622a-3p		3	1					1	6			1		33	22	3		5	1					8	24				3
hsa-miR-3622a-5p			4					9	10	2		3	2	48	17	4		3						1	27	4	4		7
hsa-miR-3622b-3p		3	1					1	6			1		33	22	3		5	1					8	24				3
hsa-miR-3622b-5p	1		2	1				1	2	4		2	9	27	43			5	3						32				15
